time	T hot	T mid	T cold	mBar
10:59:55	29.5	28.0	29.5	-982
10:59:57	29.5	28.0	29.5	-981
10:59:59	29.5	28.0	29.5	-981
11:00:00	29.5	28.0	29.5	-982
11:00:02	29.5	28.1	30.4	-982
11:00:03	29.0	28.0	32.5	-980
11:00:05	28.4	28.1	33.4	-981
11:00:06	27.8	28.0	33.9	-983
11:00:08	27.3	28.0	34.4	-982
11:00:10	26.7	28.0	34.9	-981
11:00:11	26.2	28.0	35.3	-982
11:00:13	25.8	28.0	35.7	-983
11:00:14	25.2	28.0	36.1	-981
11:00:16	24.7	27.9	36.4	-983
11:00:18	24.2	27.9	36.8	-981
11:00:19	23.7	28.0	37.1	-983
11:00:21	23.3	28.0	37.3	-985
11:00:22	22.7	28.0	37.7	-983
11:00:24	22.3	27.9	38.0	-985
11:00:25	21.8	27.9	38.2	-983
11:00:27	21.3	27.8	38.5	-981
11:00:29	20.8	27.9	38.8	-985
11:00:30	20.4	27.8	38.9	-982
11:00:32	19.9	27.8	39.2	-983
11:00:33	19.4	27.9	39.5	-982
11:00:35	19.0	27.8	39.7	-982
11:00:36	18.5	27.9	39.9	-983
11:00:38	18.0	27.9	40.1	-983
11:00:40	17.6	27.9	40.3	-982
11:00:41	17.1	27.8	40.4	-983
11:00:43	16.6	27.8	40.6	-983
11:00:44	16.2	27.8	40.8	-987
11:00:46	15.7	27.8	41.0	-986
11:00:48	15.3	27.9	41.1	-983
11:00:49	14.8	27.9	41.2	-986
11:00:51	14.4	27.9	41.4	-986
11:00:52	13.9	27.9	41.6	-986
11:00:54	13.5	28.0	41.7	-986
11:00:55	13.2	28.0	41.9	-983
11:00:57	12.8	28.0	42.1	-985
11:00:59	12.3	28.0	42.2	-985
11:01:00	11.9	28.0	42.3	-985
11:01:02	11.4	28.0	42.4	-988
11:01:03	11.1	27.9	42.5	-986
11:01:05	10.6	28.0	42.6	-986
11:01:07	10.3	28.1	42.7	-986
11:01:08	9.7	28.1	42.9	-988
11:01:10	9.4	28.1	43.0	-985
11:01:11	8.9	28.0	43.1	-983
11:01:13	8.5	28.1	43.1	-983
11:01:15	8.1	28.1	43.2	-986
11:01:16	7.7	28.0	43.3	-985
11:01:18	7.3	28.0	43.4	-986
11:01:19	6.9	28.0	43.6	-986
11:01:21	6.5	28.0	43.6	-983
11:01:22	6.1	28.0	43.8	-986
11:01:24	5.8	28.0	43.8	-986
11:01:26	5.4	28.0	43.9	-987
11:01:27	4.9	28.0	44.0	-986
11:01:29	4.6	28.0	44.1	-986
11:01:30	4.2	28.0	44.1	-986
11:01:32	3.9	28.0	44.2	-985
11:01:34	3.5	28.0	44.3	-986
11:01:35	3.1	28.0	44.4	-987
11:01:37	2.7	28.0	44.4	-986
11:01:38	2.4	28.0	44.5	-987
11:01:40	2.0	28.0	44.5	-985
11:01:42	1.7	28.0	44.7	-988
11:01:43	1.3	28.0	44.7	-985
11:01:45	0.9	28.0	44.8	-987
11:01:46	0.7	28.0	44.9	-987
11:01:48	0.2	28.1	44.9	-988
11:01:50	-0.0	28.2	45.0	-988
11:01:51	-0.3	28.2	45.1	-988
11:01:53	-0.6	28.3	45.1	-988
11:01:54	-1.0	28.4	45.2	-983
11:01:56	-1.3	28.4	45.2	-986
11:01:57	-1.7	28.3	45.3	-988
11:01:59	-2.0	28.2	45.3	-986
11:02:01	-2.4	28.1	45.4	-987
11:02:02	-2.7	28.1	45.5	-987
11:02:04	-3.0	28.1	45.5	-987
11:02:05	-3.3	28.1	45.6	-987
11:02:07	-3.6	28.0	45.7	-985
11:02:09	-3.9	28.0	45.8	-987
11:02:10	-4.3	28.0	45.8	-987
11:02:12	-4.6	28.0	45.8	-985
11:02:13	-4.9	28.0	45.9	-986
11:02:15	-5.2	28.1	46.0	-987
11:02:16	-5.4	28.0	46.0	-985
11:02:18	-5.8	28.0	46.0	-986
11:02:20	-6.1	28.0	46.1	-986
11:02:21	-6.4	28.0	46.2	-986
11:02:23	-6.7	28.0	46.2	-986
11:02:24	-7.0	28.0	46.2	-987
11:02:26	-7.3	28.0	46.3	-983
11:02:28	-7.5	28.0	46.4	-985
11:02:29	-7.9	28.0	46.4	-986
11:02:31	-8.1	28.0	46.5	-986
11:02:32	-8.4	28.1	46.5	-986
11:02:34	-8.6	28.1	46.6	-985
11:02:35	-9.0	28.1	46.6	-987
11:02:37	-9.3	28.1	46.7	-985
11:02:39	-9.5	28.1	46.7	-985
11:02:40	-9.8	28.1	46.7	-985
11:02:42	-10.1	28.1	46.8	-986
11:02:43	-10.4	28.1	46.8	-986
11:02:45	-10.6	28.1	46.8	-986
11:02:47	-10.9	28.1	46.9	-986
11:02:48	-11.1	28.1	46.9	-985
11:02:50	-11.4	28.1	47.0	-983
11:02:51	-11.6	28.1	47.0	-983
11:02:53	-11.9	28.2	47.1	-985
11:02:54	-12.1	28.2	47.1	-986
11:02:56	-12.4	28.2	47.2	-986
11:02:58	-12.6	28.2	47.2	-986
11:02:59	-12.9	28.2	47.3	-986
11:03:01	-13.2	28.2	47.3	-987
11:03:02	-13.4	28.2	47.4	-987
11:03:04	-13.6	28.1	47.3	-987
11:03:05	-13.9	28.1	47.4	-987
11:03:07	-14.2	28.1	47.4	-987
11:03:09	-14.4	28.0	47.4	-987
11:03:10	-14.6	28.1	47.5	-986
11:03:12	-14.8	28.1	47.5	-986
11:03:13	-15.1	28.1	47.5	-986
11:03:15	-15.3	28.0	47.5	-987
11:03:16	-15.5	28.0	47.6	-988
11:03:18	-15.8	28.1	47.6	-986
11:03:20	-16.0	28.0	47.7	-987
11:03:21	-16.2	28.0	47.8	-990
11:03:23	-16.4	28.1	47.8	-986
11:03:24	-16.7	28.1	47.8	-990
11:03:26	-16.8	28.2	47.8	-987
11:03:28	-17.1	28.1	47.9	-990
11:03:29	-17.3	28.2	47.9	-988
11:03:31	-17.5	28.2	47.9	-988
11:03:32	-17.7	28.1	47.9	-990
11:03:34	-18.0	28.1	48.0	-987
11:03:35	-18.2	28.0	48.0	-987
11:03:37	-18.4	28.0	48.0	-987
11:03:39	-18.5	28.1	48.1	-988
11:03:40	-18.7	28.2	48.2	-990
11:03:42	-18.9	28.2	48.2	-986
11:03:43	-19.1	28.2	48.2	-987
11:03:45	-19.3	28.2	48.3	-987
11:03:46	-19.5	28.2	48.3	-986
11:03:48	-19.6	28.1	48.3	-986
11:03:50	-19.8	28.1	48.4	-987
11:03:51	-20.1	28.1	48.4	-988
11:03:53	-20.3	28.1	48.4	-988
11:03:54	-20.4	28.1	48.4	-987
11:03:56	-20.7	28.1	48.5	-988
11:03:58	-20.9	28.2	48.5	-986
11:03:59	-21.0	28.2	48.6	-987
11:04:01	-21.2	28.1	48.6	-987
11:04:02	-21.4	28.2	48.6	-986
11:04:04	-21.6	28.2	48.6	-987
11:04:05	-21.7	28.2	48.7	-987
11:04:07	-21.9	28.3	48.7	-988
11:04:09	-22.1	28.3	48.7	-987
11:04:10	-22.3	28.3	48.7	-985
11:04:12	-22.5	28.3	48.7	-987
11:04:13	-22.6	28.3	48.8	-985
11:04:15	-22.8	28.3	48.8	-986
11:04:17	-23.0	28.3	48.8	-986
11:04:18	-23.1	28.3	48.9	-985
11:04:20	-23.3	28.3	48.9	-986
11:04:21	-23.5	28.2	48.9	-987
11:04:23	-23.6	28.2	48.9	-986
11:04:24	-23.8	28.3	49.0	-985
11:04:26	-23.9	28.3	49.0	-986
11:04:28	-24.1	28.2	49.1	-985
11:04:29	-24.2	28.2	49.1	-986
11:04:31	-24.4	28.2	49.1	-987
11:04:32	-24.5	28.2	49.2	-987
11:04:34	-24.7	28.3	49.2	-987
11:04:35	-24.8	28.3	49.2	-985
11:04:37	-25.0	28.4	49.2	-986
11:04:39	-25.1	28.4	49.3	-986
11:04:40	-25.3	28.3	49.3	-987
11:04:42	-25.4	28.3	49.3	-987
11:04:43	-25.6	28.5	49.3	-987
11:04:45	-25.7	28.5	49.4	-986
11:04:47	-25.9	28.4	49.4	-986
11:04:48	-26.0	28.4	49.4	-985
11:04:50	-26.2	28.6	49.4	-986
11:04:51	-26.4	28.5	49.4	-987
11:04:53	-26.5	28.5	49.4	-987
11:04:54	-26.6	28.5	49.5	-986
11:04:56	-26.8	28.5	49.5	-986
11:04:58	-26.9	28.5	49.6	-987
11:04:59	-27.0	28.5	49.6	-988
11:05:01	-27.2	28.5	49.6	-986
11:05:02	-27.3	28.6	49.6	-985
11:05:04	-27.4	28.4	49.6	-987
11:05:05	-27.5	28.4	49.7	-985
11:05:07	-27.7	28.5	49.7	-987
11:05:09	-27.9	28.5	49.7	-987
11:05:10	-27.9	28.5	49.8	-986
11:05:12	-28.0	28.6	49.9	-986
11:05:13	-28.1	28.5	49.9	-983
11:05:15	-28.3	28.5	49.9	-986
11:05:16	-28.4	28.5	49.9	-987
11:05:18	-28.6	28.4	49.9	-987
11:05:20	-28.7	28.4	49.9	-986
11:05:21	-28.8	28.4	50.0	-986
11:05:23	-28.9	28.4	50.0	-987
11:05:24	-29.0	28.5	50.1	-986
11:05:26	-29.1	28.7	50.1	-987
11:05:28	-29.3	28.6	50.1	-988
11:05:29	-29.4	28.7	50.1	-986
