time	T hot	T cold
14:27:42	23.9	24.2
14:27:43	23.9	24.2
14:27:45	23.9	24.2
14:27:46	25.1	23.8
14:27:47	25.7	23.1
14:27:49	26.2	22.1
14:27:50	26.4	21.2
14:27:51	26.7	20.3
14:27:53	26.8	19.5
14:27:54	27.0	18.5
14:27:55	27.1	17.7
14:27:57	27.3	16.9
14:27:58	27.5	15.9
14:27:59	27.6	15.0
14:28:01	27.7	14.4
14:28:02	28.0	13.7
14:28:04	28.1	12.8
14:28:05	28.2	12.1
14:28:06	28.3	11.3
14:28:08	28.5	10.5
14:28:09	28.5	9.7
14:28:10	28.6	9.1
14:28:12	28.7	8.4
14:28:13	28.9	7.7
14:28:14	29.0	6.9
14:28:16	29.1	6.4
14:28:17	29.1	5.6
14:28:18	29.2	4.9
14:28:20	29.3	4.4
14:28:21	29.4	3.8
14:28:22	29.4	3.1
14:28:24	29.5	2.5
14:28:25	29.7	2.0
14:28:27	29.7	1.5
14:28:28	29.8	0.9
14:28:29	29.9	0.3
14:28:31	29.9	-0.1
14:28:32	30.0	-0.6
14:28:33	30.0	-1.2
14:28:35	30.0	-1.7
14:28:36	30.1	-2.1
14:28:37	30.1	-2.7
14:28:39	30.2	-3.2
14:28:40	30.2	-3.7
14:28:41	30.2	-4.2
14:28:43	30.3	-4.6
14:28:44	30.3	-5.1
14:28:46	30.3	-5.5
14:28:47	30.4	-6.0
14:28:48	30.5	-6.3
14:28:50	30.6	-6.7
14:28:51	30.6	-7.2
14:28:52	30.6	-7.6
14:28:54	30.6	-8.0
14:28:55	30.6	-8.4
14:28:56	30.7	-8.8
14:28:58	30.7	-9.1
14:28:59	30.7	-9.5
14:29:00	30.7	-9.9
14:29:02	30.7	-10.3
14:29:03	30.7	-10.7
14:29:05	30.7	-11.0
14:29:06	30.7	-11.4
14:29:07	30.8	-11.7
14:29:09	30.8	-12.0
14:29:10	30.8	-12.3
14:29:11	30.9	-12.6
14:29:13	30.9	-12.9
14:29:14	30.9	-13.2
14:29:15	30.9	-13.5
14:29:17	30.9	-13.8
14:29:18	30.9	-14.2
14:29:19	30.9	-14.4
14:29:21	30.9	-14.8
14:29:22	30.9	-15.0
14:29:23	30.9	-15.3
14:29:25	31.0	-15.6
14:29:26	30.9	-15.8
