time	T hot	T cold
16:20:01	27.9	26.4
16:20:02	27.9	26.4
16:20:04	27.9	26.4
16:20:05	29.5	26.0
16:20:07	30.6	25.2
16:20:08	30.9	24.5
16:20:09	31.1	23.6
16:20:11	31.2	22.7
16:20:12	31.3	21.7
16:20:13	31.4	20.9
16:20:15	31.4	20.2
16:20:16	31.5	19.1
16:20:17	31.6	18.2
16:20:19	31.6	17.3
16:20:20	31.7	16.6
16:20:21	31.8	15.7
16:20:23	31.8	14.8
16:20:24	31.9	14.1
16:20:25	31.9	13.3
16:20:27	32.0	12.4
16:20:28	32.0	11.7
16:20:30	32.1	11.0
16:20:31	32.1	10.2
16:20:32	32.1	9.4
16:20:34	32.1	8.7
16:20:35	32.1	8.0
16:20:36	32.2	7.2
16:20:38	32.2	6.7
16:20:39	32.2	5.9
16:20:40	32.2	5.2
16:20:42	32.3	4.6
16:20:43	32.3	4.0
16:20:44	32.3	3.3
16:20:46	32.3	2.6
16:20:47	32.3	2.0
16:20:48	32.3	1.4
16:20:50	32.3	0.7
16:20:51	32.4	0.2
16:20:52	32.4	-0.2
16:20:54	32.4	-0.8
16:20:55	32.4	-1.3
16:20:56	32.4	-1.9
16:20:58	32.4	-2.5
16:20:59	32.4	-3.1
16:21:01	32.5	-3.6
16:21:02	32.5	-4.1
16:21:03	32.4	-4.6
16:21:05	32.4	-5.2
16:21:06	32.5	-5.7
16:21:07	32.5	-6.2
16:21:09	32.4	-6.7
16:21:10	32.4	-7.2
16:21:11	32.5	-7.6
16:21:13	32.5	-8.1
16:21:14	32.5	-8.6
16:21:15	32.5	-9.1
16:21:17	32.5	-9.5
16:21:18	32.5	-9.9
16:21:20	32.5	-10.4
16:21:21	32.4	-10.9
16:21:22	32.4	-11.2
16:21:24	32.4	-11.7
16:21:25	32.4	-12.1
16:21:26	32.4	-12.5
16:21:28	32.4	-12.9
16:21:29	32.4	-13.3
16:21:30	32.4	-13.7
16:21:32	32.4	-14.0
16:21:33	32.4	-14.4
16:21:34	32.4	-14.8
16:21:36	32.4	-15.2
16:21:37	32.4	-15.5
16:21:38	32.4	-15.8
16:21:40	32.3	-16.2
16:21:41	32.4	-16.5
16:21:43	32.3	-16.9
16:21:44	32.3	-17.2
16:21:45	32.3	-17.6
16:21:47	32.3	-17.9
16:21:48	32.3	-18.1
16:21:49	32.3	-18.5
16:21:51	32.3	-18.7
16:21:52	32.2	-19.0
16:21:53	32.3	-19.3
16:21:55	32.3	-19.6
16:21:56	32.2	-19.9
16:21:57	32.2	-20.2
16:21:59	32.2	-20.5
16:22:00	32.3	-20.7
16:22:02	32.2	-21.0
16:22:03	32.2	-21.2
16:22:04	32.2	-21.5
16:22:06	32.2	-21.8
16:22:07	32.2	-22.0
16:22:08	32.2	-22.2
16:22:10	32.2	-22.5
16:22:11	32.2	-22.7
16:22:12	32.2	-22.9
16:22:14	32.2	-23.2
16:22:15	32.2	-23.5
16:22:16	32.2	-23.6
16:22:18	32.1	-23.9
16:22:19	32.2	-24.1
16:22:20	32.1	-24.3
16:22:22	32.1	-24.5
16:22:23	32.1	-24.7
16:22:25	32.1	-24.9
16:22:26	32.1	-25.1
16:22:27	32.1	-25.3
16:22:29	32.1	-25.5
16:22:30	32.1	-25.7
16:22:31	32.1	-25.9
16:22:33	32.1	-26.1
16:22:34	32.1	-26.3
16:22:35	32.1	-26.4
16:22:37	32.1	-26.6
16:22:38	32.0	-26.9
16:22:39	32.1	-27.0
16:22:41	32.1	-27.2
16:22:42	32.1	-27.4
16:22:43	32.0	-27.6
16:22:45	32.0	-27.7
16:22:46	32.0	-27.8
16:22:47	32.0	-27.9
16:22:49	32.0	-28.1
16:22:50	32.0	-28.3
16:22:52	32.1	-28.4
16:22:53	32.0	-28.5
16:22:54	32.0	-28.6
16:22:56	32.0	-28.8
16:22:57	32.0	-29.0
16:22:58	32.0	-29.1
16:23:00	32.0	-29.2
16:23:01	32.0	-29.3
16:23:02	32.0	-29.5
16:23:04	32.0	-29.6
16:23:05	32.0	-29.7
16:23:06	32.0	-29.8
16:23:08	32.0	-29.9
16:23:09	31.9	-30.1
16:23:11	32.0	-30.2
16:23:12	32.0	-30.3
16:23:13	31.9	-30.4
16:23:15	31.9	-30.6
16:23:16	31.9	-30.6
16:23:17	31.9	-30.7
16:23:19	31.9	-30.9
16:23:20	31.9	-31.0
16:23:21	31.9	-31.1
16:23:23	31.9	-31.2
16:23:24	31.9	-31.3
16:23:25	31.9	-31.4
16:23:27	31.9	-31.5
16:23:28	31.9	-31.6
16:23:29	31.9	-31.7
16:23:31	31.9	-31.8
16:23:32	31.8	-31.9
16:23:34	31.8	-32.1
16:23:35	31.8	-32.1
16:23:36	31.8	-32.1
16:23:38	31.8	-32.3
16:23:39	31.8	-32.4
16:23:40	31.8	-32.4
16:23:42	31.8	-32.5
16:23:43	31.8	-32.6
16:23:44	31.8	-32.7
16:23:46	31.8	-32.8
16:23:47	31.8	-32.8
16:23:48	31.8	-32.9
16:23:50	31.8	-33.0
16:23:51	31.8	-33.1
16:23:52	31.8	-33.2
16:23:54	31.8	-33.2
16:23:55	31.8	-33.3
16:23:56	31.8	-33.4
16:23:58	31.8	-33.4
16:23:59	31.8	-33.5
16:24:01	31.8	-33.5
16:24:02	31.8	-33.6
16:24:03	31.8	-33.7
16:24:05	31.8	-33.8
16:24:06	31.8	-33.8
16:24:07	31.8	-33.9
16:24:09	31.7	-34.0
16:24:10	31.7	-34.1
16:24:11	31.8	-34.1
16:24:13	31.8	-34.2
16:24:14	31.7	-34.2
16:24:15	31.7	-34.3
16:24:17	31.7	-34.3
16:24:18	31.7	-34.4
16:24:20	31.8	-34.4
16:24:21	31.8	-34.5
16:24:22	31.7	-34.6
16:24:24	31.7	-34.6
16:24:25	31.8	-34.7
16:24:26	31.8	-34.7
16:24:28	31.8	-34.7
16:24:29	31.7	-34.8
16:24:30	31.8	-34.9
16:24:32	31.7	-34.9
16:24:33	31.8	-34.9
16:24:34	31.8	-34.9
16:24:36	31.8	-35.0
16:24:37	31.8	-35.0
16:24:39	31.7	-35.1
16:24:40	31.7	-35.1
16:24:41	31.8	-35.1
16:24:43	31.8	-35.2
16:24:44	31.8	-35.2
16:24:45	31.8	-35.2
16:24:47	31.8	-35.3
16:24:48	31.8	-35.3
16:24:49	31.8	-35.4
16:24:51	31.8	-35.5
16:24:52	31.8	-35.5
16:24:54	31.8	-35.5
16:24:55	31.8	-35.6
16:24:56	31.8	-35.6
16:24:58	31.8	-35.6
16:24:59	31.8	-35.6
16:25:00	31.8	-35.6
16:25:02	31.8	-35.7
16:25:03	31.8	-35.7
16:25:04	31.8	-35.8
16:25:06	31.8	-35.8
16:25:07	31.8	-35.8
16:25:08	31.8	-35.9
16:25:10	31.8	-35.9
16:25:11	31.8	-35.9
16:25:13	31.8	-36.0
16:25:14	31.8	-36.0
16:25:15	31.8	-36.1
16:25:17	31.8	-36.1
16:25:18	31.8	-36.1
16:25:19	31.8	-36.1
16:25:21	31.7	-36.2
16:25:22	31.7	-36.2
16:25:23	31.7	-36.2
16:25:25	31.7	-36.3
16:25:26	31.7	-36.3
16:25:27	31.7	-36.3
16:25:29	31.7	-36.3
16:25:30	31.7	-36.3
16:25:31	31.6	-36.3
16:25:33	31.6	-36.3
16:25:34	31.6	-36.4
16:25:35	31.6	-36.4
16:25:37	31.6	-36.5
16:25:38	31.6	-36.5
16:25:39	31.6	-36.5
16:25:41	31.6	-36.5
16:25:42	31.6	-36.6
16:25:43	31.6	-36.6
16:25:45	31.6	-36.6
16:25:46	31.6	-36.6
