time	T cell	T cell(DIFA)	mBar
12:23:15	-47.8	-48.5	4142
12:23:16	-47.8	-48.5	4139
12:23:18	-47.8	-48.5	4139
12:23:19	-47.7	-48.5	4139
12:23:21	-47.9	-48.5	4139
12:23:22	-47.8	-48.6	4138
12:23:24	-47.8	-48.6	4140
12:23:26	-47.8	-48.5	4140
12:23:27	-47.8	-48.6	4142
12:23:29	-47.8	-48.6	4140
12:23:30	-47.9	-48.5	4140
12:23:32	-47.8	-48.5	4142
12:23:33	-47.8	-48.6	4140
12:23:35	-47.8	-48.6	4140
12:23:37	-47.8	-48.6	4142
12:23:38	-47.8	-48.5	4140
12:23:40	-47.8	-48.6	4139
12:23:41	-47.8	-48.6	4140
12:23:43	-47.8	-48.6	4142
12:23:45	-47.8	-48.6	4140
12:23:46	-47.9	-48.6	4142
12:23:48	-47.8	-48.6	4140
12:23:49	-47.7	-48.5	4140
12:23:51	-47.8	-48.5	4140
12:23:52	-47.8	-48.6	4148
12:23:54	-47.8	-48.4	4208
12:23:56	-47.5	-48.3	4352
12:23:57	-47.2	-48.1	4484
12:23:59	-47.1	-47.9	4549
12:24:00	-46.7	-47.6	4675
12:24:02	-46.6	-47.4	4729
12:24:03	-46.2	-47.1	4833
12:24:05	-46.1	-46.9	4609
12:24:07	-46.5	-46.9	3921
12:24:08	-48.7	-48.5	3211
12:24:10	-55.7	-54.9	1288
12:24:11	-67.1	-65.5	156
12:24:13	-69.2	-69.5	-64
12:24:14	-69.2	-69.6	-66
12:24:16	-69.1	-69.5	-64
12:24:18	-69.0	-69.4	-65
12:24:19	-68.9	-69.4	-64
12:24:21	-68.9	-69.3	-65
12:24:22	-68.8	-69.2	-65
12:24:24	-68.8	-69.2	-65
12:24:26	-68.7	-69.2	-66
12:24:27	-68.7	-69.1	-65
12:24:29	-68.8	-69.1	-66
12:24:30	-68.7	-69.0	-65
12:24:32	-68.7	-69.0	-65
12:24:33	-68.6	-68.8	-66
12:24:35	-68.6	-68.8	-66
12:24:37	-68.5	-68.7	-66
12:24:38	-68.4	-68.5	-65
12:24:40	-68.3	-68.4	-65
12:24:41	-68.2	-68.2	-65
12:24:43	-68.1	-68.0	-66
12:24:45	-68.0	-67.9	-68
12:24:46	-68.0	-67.8	-66
12:24:48	-67.9	-67.6	-66
12:24:49	-67.8	-67.3	-66
12:24:51	-67.5	-67.2	-66
12:24:52	-67.2	-66.8	-65
12:24:54	-67.0	-66.7	-66
12:24:56	-66.6	-66.4	-68
12:24:57	-66.4	-66.0	-65
12:24:59	-66.1	-65.7	-68
12:25:00	-65.8	-65.5	-68
12:25:02	-65.5	-65.3	-66
12:25:03	-65.2	-65.0	-69
12:25:05	-65.0	-64.9	-66
12:25:07	-64.8	-64.7	-68
12:25:08	-64.2	-64.6	-68
12:25:10	-63.7	-64.7	-68
12:25:11	-62.9	-64.9	-66
12:25:13	-61.0	-64.9	-68
12:25:15	-59.1	-64.4	-68
12:25:16	-57.5	-63.7	-65
12:25:18	-55.7	-62.8	-66
12:25:19	-54.3	-61.7	-68
12:25:21	-53.0	-60.5	-68
12:25:22	-51.7	-59.3	-68
12:25:24	-50.7	-58.2	-68
12:25:26	-49.6	-57.1	-68
12:25:27	-48.7	-55.8	-68
12:25:29	-47.8	-54.7	-68
12:25:30	-46.7	-53.5	-66
12:25:32	-45.9	-52.2	-68
12:25:34	-45.2	-51.0	-65
12:25:35	-44.3	-49.7	-68
12:25:37	-43.6	-48.5	-66
12:25:38	-42.8	-47.7	-68
12:25:40	-42.0	-46.4	-69
12:25:41	-41.3	-45.3	-68
12:25:43	-40.6	-44.4	-66
12:25:45	-39.9	-43.5	-66
12:25:46	-39.2	-42.6	-66
12:25:48	-38.5	-41.7	-66
12:25:49	-37.9	-40.9	-66
12:25:51	-37.4	-40.1	-68
12:25:52	-36.7	-39.3	-68
12:25:54	-36.0	-38.6	-66
12:25:56	-35.5	-37.8	-66
12:25:57	-34.8	-37.1	-66
12:25:59	-34.2	-36.3	-66
