time	T hot	T water	T cold	mBar
14:37:44	12.3	3.6	11.7	7878
14:37:45	12.3	3.0	11.3	7878
14:37:47	12.4	3.6	10.8	7868
14:37:49	12.4	3.3	10.4	7869
14:37:50	12.4	3.4	9.9	7864
14:37:52	12.4	3.5	9.5	7864
14:37:53	12.5	3.4	9.1	7862
14:37:55	12.5	3.1	8.7	7858
14:37:57	12.5	3.6	8.2	7856
14:37:58	12.6	3.3	7.8	7852
14:38:00	12.6	3.3	7.4	7852
14:38:01	12.7	4.2	7.0	7848
14:38:03	12.7	3.0	6.6	7848
14:38:04	12.7	3.9	6.1	7845
14:38:06	12.8	4.4	5.7	7843
14:38:08	12.8	3.1	5.3	7843
14:38:09	12.8	3.5	4.9	7841
14:38:11	12.9	2.8	4.5	7840
14:38:12	12.9	3.3	4.1	7836
14:38:14	12.9	3.5	3.6	7835
14:38:16	12.9	3.2	3.2	7832
14:38:17	13.0	3.4	2.8	7830
14:38:19	13.0	3.1	2.4	7828
14:38:20	13.0	3.1	2.0	7827
14:38:22	13.1	3.4	1.7	7878
14:38:24	13.1	3.5	1.3	7877
14:38:25	13.1	4.0	0.9	7879
14:38:27	13.1	3.3	0.5	7879
14:38:28	13.1	3.9	0.1	7879
14:38:30	13.2	3.3	-0.2	7878
14:38:32	13.2	4.0	-0.6	7882
14:38:33	13.2	3.7	-1.0	7882
14:38:35	13.2	3.5	-1.4	7884
14:38:36	13.2	3.2	-1.8	7887
14:38:38	13.3	4.4	-2.2	7885
14:38:40	13.3	3.7	-2.5	7885
14:38:41	13.3	3.0	-3.0	7888
14:38:43	13.3	3.6	-3.3	7890
14:38:44	13.3	3.0	-3.7	7890
14:38:46	13.3	3.7	-4.1	7892
14:38:47	13.3	3.3	-4.5	7893
14:38:49	13.3	3.8	-4.7	7893
14:38:51	13.4	3.4	-5.2	7895
14:38:52	13.4	3.9	-5.5	7895
14:38:54	13.5	3.8	-5.8	7897
14:38:55	13.5	4.2	-6.2	7894
14:38:57	13.5	2.9	-6.6	7897
14:38:59	13.5	3.2	-6.9	7899
14:39:00	13.5	3.7	-7.3	7899
14:39:02	13.5	3.4	-7.7	7903
14:39:03	13.5	2.9	-8.0	7900
14:39:05	13.6	3.3	-8.4	7904
14:39:07	13.6	3.1	-8.7	7901
14:39:08	13.6	3.5	-9.1	7903
14:39:10	13.7	3.9	-9.3	7904
14:39:11	13.7	4.4	-9.7	7905
14:39:13	13.7	4.7	-10.0	7904
14:39:15	13.7	4.0	-10.4	7906
14:39:16	13.7	3.0	-10.8	7906
14:39:18	13.7	3.2	-11.1	7910
14:39:19	13.7	3.3	-11.4	7910
14:39:21	13.7	3.6	-11.7	7909
14:39:23	13.8	3.5	-12.0	7910
14:39:24	13.7	3.4	-12.4	7911
14:39:26	13.8	4.1	-12.7	7911
14:39:27	13.7	3.8	-13.0	7913
14:39:29	13.8	3.7	-13.4	7914
14:39:31	13.8	3.9	-13.6	7914
14:39:32	13.8	3.1	-14.0	7914
14:39:34	13.7	4.1	-14.2	7918
14:39:35	13.8	3.8	-14.5	7918
14:39:37	13.8	3.4	-14.8	7918
14:39:39	13.8	3.3	-15.1	7919
14:39:40	13.8	3.4	-15.4	7919
14:39:42	13.8	3.2	-15.7	7919
14:39:43	13.8	3.3	-16.1	7919
14:39:45	13.8	3.5	-16.3	7918
14:39:47	13.8	4.1	-16.6	7920
14:39:48	13.8	3.7	-16.9	7921
14:39:50	13.8	3.8	-17.2	7921
14:39:51	13.8	3.4	-17.5	7921
14:39:53	13.8	3.4	-17.8	7921
14:39:54	13.8	3.1	-18.1	7921
14:39:56	13.8	3.6	-18.3	7921
14:39:58	13.8	3.5	-18.7	7923
14:39:59	13.8	3.4	-18.8	7923
14:40:01	13.8	4.1	-19.2	7925
14:40:02	13.8	3.5	-19.5	7924
14:40:04	13.8	3.6	-19.7	7924
14:40:06	13.8	3.8	-20.0	7923
14:40:07	13.8	3.0	-20.3	7923
14:40:09	13.8	3.5	-20.5	7925
14:40:10	13.8	4.0	-20.9	7924
14:40:12	13.9	3.1	-21.1	7925
14:40:14	13.8	3.7	-21.4	7926
14:40:15	13.8	3.6	-21.7	7925
14:40:17	13.8	3.2	-21.9	7926
14:40:18	13.8	3.4	-22.2	7925
14:40:20	13.8	3.1	-22.4	7924
14:40:22	13.8	4.1	-22.6	7925
14:40:23	13.7	4.8	-23.0	7924
14:40:25	13.8	3.8	-23.2	7927
14:40:26	13.8	3.1	-23.4	7925
14:40:28	13.8	3.5	-23.7	7926
14:40:29	13.8	3.1	-23.9	7925
14:40:31	13.8	2.9	-24.2	7926
14:40:33	13.8	3.5	-24.4	7929
14:40:34	13.8	3.4	-24.7	7927
14:40:36	13.8	3.9	-24.9	7930
14:40:37	13.8	3.0	-25.2	7930
14:40:39	13.8	3.3	-25.4	7929
14:40:41	13.8	3.4	-25.6	7926
14:40:42	13.8	3.4	-25.9	7927
14:40:44	13.8	3.0	-26.1	7927
14:40:45	13.7	3.9	-26.3	7927
14:40:47	13.7	3.2	-26.6	7929
14:40:49	13.7	3.3	-26.8	7930
14:40:50	13.8	3.3	-27.0	7927
14:40:52	13.7	3.3	-27.3	7926
14:40:53	13.7	3.7	-27.5	7930
14:40:55	13.7	3.4	-27.7	7929
14:40:56	13.8	3.2	-28.0	7929
14:40:58	13.8	3.1	-28.1	7929
14:41:00	13.8	3.6	-28.4	7931
14:41:01	13.8	3.3	-28.6	7930
14:41:03	13.8	3.1	-28.8	7930
14:41:04	13.7	3.7	-29.0	7930
14:41:06	13.7	3.1	-29.2	7930
14:41:08	13.8	3.0	-29.5	7931
14:41:09	13.8	3.7	-29.6	7931
14:41:11	13.8	3.7	-29.8	7931
14:41:12	13.7	3.2	-30.1	7934
14:41:14	13.7	3.1	-30.2	7932
14:41:16	13.7	3.5	-30.5	7932
14:41:17	13.7	3.6	-30.7	7934
14:41:19	13.7	3.1	-30.9	7932
14:41:20	13.7	2.9	-31.0	7931
14:41:22	13.7	3.2	-31.3	7932
14:41:24	13.7	3.5	-31.5	7934
14:41:25	13.7	3.4	-31.7	7932
14:41:27	13.8	3.8	-31.9	7934
14:41:28	13.7	2.9	-32.1	7935
14:41:30	13.8	3.4	-32.3	7935
14:41:31	13.7	3.1	-32.4	7934
14:41:33	13.8	3.6	-32.6	7935
14:41:35	13.7	3.2	-32.8	7936
14:41:36	13.8	3.3	-33.0	7935
14:41:38	13.7	3.2	-33.2	7936
14:41:39	13.8	3.4	-33.3	7937
14:41:41	13.7	3.1	-33.6	7937
14:41:43	13.7	3.1	-33.8	7936
14:41:44	13.7	3.7	-33.9	7937
14:41:46	13.7	3.3	-34.1	7936
14:41:47	13.7	4.1	-34.3	7937
14:41:49	13.8	3.8	-34.5	7937
14:41:51	13.7	3.6	-34.6	7937
14:41:52	13.7	3.6	-34.8	7937
14:41:54	13.7	3.3	-35.0	7940
14:41:55	13.7	3.5	-35.1	7937
14:41:57	13.7	3.3	-35.3	7939
14:41:58	13.7	2.9	-35.5	7937
14:42:00	13.7	2.9	-35.7	7937
14:42:02	13.7	3.1	-35.8	7937
14:42:03	13.7	3.0	-36.0	7930
14:42:05	13.6	3.1	-36.1	7901
14:42:07	13.7	3.3	-36.3	7882
14:42:08	13.6	3.6	-36.4	7837
14:42:10	13.7	3.9	-36.5	7820
14:42:11	13.7	3.9	-36.6	7788
14:42:13	13.6	3.7	-36.7	7772
14:42:14	13.6	3.1	-36.8	7774
14:42:16	13.7	3.3	-36.8	7781
14:42:18	13.7	4.2	-36.9	7784
14:42:19	13.7	3.6	-36.9	7783
14:42:21	13.7	3.1	-37.0	7780
14:42:22	13.6	3.2	-37.0	7774
14:42:24	13.7	2.9	-37.0	7774
14:42:26	13.6	3.3	-37.1	7772
14:42:27	13.6	3.4	-37.1	7770
14:42:29	13.6	3.7	-37.1	7802
14:42:30	13.6	3.0	-37.2	7793
14:42:32	13.6	3.8	-37.2	7790
14:42:34	13.6	3.7	-37.2	7791
14:42:35	13.6	4.0	-37.2	7794
14:42:37	13.6	3.1	-37.3	7796
14:42:38	13.6	3.8	-37.2	7798
14:42:40	13.5	3.2	-37.3	7801
14:42:41	13.6	3.3	-37.3	7804
14:42:43	13.6	3.1	-37.3	7807
14:42:45	13.6	3.6	-37.2	7806
14:42:46	13.6	3.2	-37.2	7810
14:42:48	13.6	3.4	-37.2	7810
14:42:49	13.5	3.7	-37.2	7814
14:42:51	13.6	3.6	-37.2	7814
14:42:53	13.5	3.1	-37.2	7817
14:42:54	13.6	3.6	-37.2	7819
14:42:56	13.6	3.7	-37.2	7819
14:42:57	13.6	3.4	-37.2	7822
14:42:59	13.6	3.6	-37.2	7825
14:43:01	13.6	4.2	-37.3	7825
14:43:02	13.6	3.4	-37.2	7825
14:43:04	13.5	3.6	-37.3	7827
14:43:05	13.6	3.5	-37.2	7830
14:43:07	13.6	4.3	-37.3	7830
14:43:09	13.5	3.5	-37.3	7831
14:43:10	13.5	3.1	-37.3	7831
14:43:12	13.5	3.7	-37.3	7832
14:43:13	13.5	4.0	-37.3	7835
14:43:15	13.5	4.1	-37.4	7835
14:43:16	13.5	4.3	-37.3	7836
14:43:18	13.5	3.2	-37.3	7837
14:43:20	13.5	3.3	-37.3	7837
14:43:21	13.5	3.1	-37.3	7841
14:43:23	13.5	3.8	-37.4	7840
14:43:24	13.5	3.5	-37.3	7846
14:43:26	13.5	3.5	-37.3	7841
14:43:28	13.5	3.9	-37.3	7843
14:43:29	13.5	3.4	-37.4	7840
14:43:31	13.5	3.3	-37.4	7841
14:43:32	13.5	3.1	-37.4	7841
14:43:34	13.5	3.6	-37.4	7838
14:43:36	13.5	3.4	-37.4	7841
14:43:37	13.5	3.3	-37.4	7840
14:43:39	13.5	3.4	-37.4	7836
14:43:40	13.4	3.3	-37.4	7840
14:43:42	13.5	3.7	-37.4	7836
14:43:43	13.4	3.8	-37.5	7836
14:43:45	13.5	3.4	-37.5	7832
14:43:47	13.5	3.6	-37.5	7826
14:43:48	13.5	4.4	-37.5	7815
14:43:50	13.4	3.7	-37.6	7809
14:43:51	13.5	3.4	-37.5	7794
14:43:53	13.6	3.3	-37.4	7779
14:43:55	13.5	3.7	-37.5	7773
14:43:56	13.5	3.3	-37.5	7760
14:43:58	13.5	3.6	-37.5	7753
14:43:59	13.6	3.6	-37.6	7741
14:44:01	13.5	3.6	-37.6	7734
14:44:03	13.5	3.6	-37.6	7726
14:44:04	13.5	3.3	-37.7	7722
14:44:06	13.5	3.6	-37.8	7713
14:44:07	13.5	3.7	-37.8	7711
14:44:09	13.5	3.7	-37.8	7705
14:44:11	13.5	4.4	-37.8	7697
14:44:12	13.5	3.4	-37.9	7695
14:44:14	13.5	3.6	-37.9	7691
14:44:15	13.5	4.1	-37.9	7690
14:44:17	13.5	3.5	-37.9	7687
14:44:18	13.4	4.0	-38.0	7686
14:44:20	13.4	3.4	-38.0	7684
14:44:22	13.4	3.6	-38.0	7684
14:44:23	13.4	3.1	-38.0	7680
14:44:25	13.4	3.3	-38.1	7677
14:44:26	13.4	3.5	-38.1	7677
14:44:28	13.4	3.6	-38.1	7676
14:44:30	13.4	4.4	-38.1	7670
14:44:31	13.4	3.3	-38.1	7668
14:44:35	13.4	4.7	-38.1	7666
14:44:39	13.4	3.9	-38.1	7666
14:44:40	13.4	4.4	-38.1	7668
14:44:42	13.4	3.7	-38.1	7668
14:44:44	13.4	3.9	-38.1	7665
14:44:45	13.4	3.3	-38.2	7664
14:44:47	13.4	3.3	-38.2	7663
14:44:48	13.4	3.3	-38.2	7664
14:44:50	13.4	3.6	-38.2	7663
14:44:51	13.4	3.4	-38.2	7664
14:44:53	13.3	3.3	-38.2	7664
14:44:55	13.4	4.0	-38.2	7665
14:44:56	13.4	3.7	-38.2	7664
14:44:58	13.4	3.9	-38.2	7668
14:44:59	13.3	3.6	-38.2	7666
14:45:01	13.4	3.2	-38.2	7670
14:45:03	13.3	3.3	-38.2	7670
14:45:04	13.3	3.3	-38.2	7673
14:45:06	13.3	3.3	-38.3	7673
14:45:07	13.3	4.3	-38.2	7674
14:45:09	13.3	4.7	-38.2	7677
14:45:11	13.3	4.1	-38.3	7679
14:45:12	13.3	3.6	-38.3	7679
14:45:14	13.3	3.5	-38.2	7680
14:45:15	13.3	4.4	-38.2	7684
14:45:17	13.3	4.2	-38.2	7684
14:45:19	13.3	3.5	-38.2	7685
14:45:20	13.3	3.6	-38.2	7686
14:45:22	13.3	4.0	-38.2	7685
14:45:23	13.3	3.3	-38.2	7687
14:45:25	13.3	3.4	-38.2	7689
14:45:26	13.3	3.4	-38.3	7689
14:45:28	13.3	4.0	-38.2	7691
14:45:30	13.3	3.6	-38.2	7691
14:45:31	13.3	3.3	-38.2	7694
14:45:33	13.3	4.0	-38.2	7697
14:45:34	13.3	3.5	-38.2	7699
14:45:36	13.3	3.7	-38.2	7702
14:45:38	13.2	4.2	-38.3	7702
14:45:39	13.2	3.9	-38.2	7706
14:45:41	13.2	3.7	-38.2	7707
14:45:42	13.2	3.5	-38.3	7713
14:45:44	13.2	3.8	-38.3	7715
14:45:46	13.2	3.3	-38.2	7717
14:45:47	13.3	3.8	-38.2	7718
14:45:49	13.3	3.3	-38.2	7722
14:45:50	13.3	3.3	-38.2	7725
14:45:52	13.3	3.3	-38.2	7727
14:45:54	13.2	3.3	-38.2	7729
14:45:55	13.2	3.3	-38.2	7733
14:45:57	13.3	4.0	-38.2	7733
14:45:58	13.3	3.5	-38.2	7734
14:46:00	13.2	3.3	-38.1	7737
14:46:02	13.2	3.1	-38.1	7738
14:46:03	13.2	3.9	-38.1	7743
14:46:07	13.3	3.2	-38.1	7749
14:46:10	13.2	3.8	-38.2	7758
14:46:12	13.2	3.5	-38.2	7763
14:46:14	13.2	3.4	-38.2	7764
14:46:15	13.2	4.3	-38.2	7773
14:46:17	13.2	3.6	-38.2	7772
14:46:18	13.2	3.4	-38.2	7778
14:46:20	13.2	3.8	-38.1	7781
14:46:22	13.2	4.3	-38.1	7786
14:46:23	13.2	3.7	-38.1	7789
14:46:25	13.2	4.2	-38.1	7794
14:46:26	13.2	3.6	-38.2	7804
14:46:28	13.2	3.0	-38.2	7811
14:46:30	13.2	3.0	-38.1	7822
14:46:31	13.2	3.6	-38.2	7826
14:46:33	13.2	3.7	-38.1	7835
14:46:34	13.3	3.7	-38.1	7840
14:46:36	13.3	3.7	-38.1	7846
14:46:38	13.3	3.3	-38.1	7851
14:46:39	13.3	4.0	-38.0	7856
14:46:41	13.3	3.6	-38.0	7864
14:46:42	13.2	3.4	-38.0	7867
14:46:44	13.3	3.9	-38.0	7879
14:46:46	13.3	4.4	-38.0	7887
14:46:47	13.3	4.2	-38.0	7895
14:46:49	13.2	4.0	-38.0	7898
14:46:50	13.2	3.6	-38.0	7905
14:46:52	13.2	3.6	-37.9	7906
14:46:53	13.2	3.7	-37.9	7913
14:46:55	13.3	3.8	-37.9	7919
14:46:57	13.2	3.3	-37.9	7923
14:46:58	13.2	3.5	-37.9	7929
14:47:00	13.2	3.5	-38.0	7930
14:47:01	13.2	3.1	-38.0	7936
14:47:03	13.2	3.1	-37.9	7939
14:47:05	13.2	3.4	-38.0	7939
14:47:06	13.2	3.3	-38.0	7937
14:47:08	13.2	4.0	-38.0	7939
14:47:09	13.2	4.3	-37.9	7936
14:47:11	13.2	4.0	-37.9	7927
14:47:13	13.2	3.9	-38.0	7918
14:47:14	13.2	3.4	-37.9	7894
14:47:16	13.2	3.8	-38.0	7840
14:47:17	13.2	4.1	-38.0	7821
14:47:19	13.2	4.7	-38.0	7783
14:47:21	13.2	3.5	-38.1	7768
14:47:22	13.2	4.0	-38.2	7738
14:47:24	13.2	3.3	-38.2	7721
14:47:25	13.2	3.7	-38.3	7692
14:47:27	13.2	4.2	-38.4	7679
14:47:28	13.2	4.5	-38.5	7640
14:47:30	13.1	4.1	-38.6	7622
14:47:32	13.2	3.4	-38.6	7598
14:47:33	13.2	3.8	-38.7	7570
14:47:35	13.2	3.3	-38.7	7559
14:47:36	13.2	3.6	-38.8	7534
14:47:40	13.2	4.0	-38.9	7497
14:47:44	13.1	3.7	-39.1	7447
14:47:45	13.2	3.7	-39.2	7431
14:47:47	13.1	3.3	-39.3	7395
14:47:49	13.2	3.2	-39.3	7371
14:47:50	13.1	4.0	-39.4	7361
14:47:52	13.1	4.7	-39.5	7337
14:47:54	13.1	4.4	-39.5	7326
14:47:55	13.1	3.8	-39.5	7302
14:47:57	13.1	3.6	-39.6	7293
14:47:58	13.1	3.4	-39.7	7268
14:48:00	13.1	3.7	-39.7	7247
14:48:02	13.1	3.8	-39.7	7237
14:48:03	13.1	3.7	-39.8	7212
14:48:05	13.1	3.7	-39.9	7201
14:48:06	13.1	3.4	-39.9	7169
14:48:08	13.1	3.6	-40.0	7158
14:48:10	13.1	3.6	-40.0	7137
14:48:11	13.1	3.8	-40.0	7127
14:48:13	13.1	4.1	-40.1	7102
14:48:14	13.1	4.3	-40.2	7082
14:48:16	13.1	4.2	-40.2	7071
14:48:18	13.0	3.8	-40.3	7052
14:48:19	13.0	3.7	-40.3	7043
14:48:21	13.0	4.1	-40.4	7023
14:48:22	13.0	3.8	-40.5	7013
14:48:24	13.0	4.0	-40.5	6988
14:48:26	13.0	4.1	-40.6	6978
14:48:27	13.0	4.0	-40.7	6952
14:48:29	13.0	3.7	-40.7	6936
14:48:30	13.1	4.3	-40.8	6915
14:48:32	13.1	3.5	-40.8	6894
14:48:33	13.0	3.5	-40.8	6884
14:48:35	13.0	3.8	-40.9	6864
14:48:37	13.0	4.5	-40.9	6853
14:48:38	13.0	3.7	-41.0	6836
14:48:40	13.0	3.5	-41.0	6825
14:48:41	13.0	3.5	-41.0	6809
14:48:43	13.0	3.3	-41.1	6799
14:48:45	13.0	3.5	-41.1	6780
14:48:46	13.0	4.1	-41.2	6770
14:48:48	13.0	3.2	-41.3	6750
14:48:49	13.0	3.9	-41.4	6729
14:48:51	13.0	3.6	-41.4	6711
14:48:53	13.0	3.3	-41.4	6690
14:48:54	12.9	3.3	-41.6	6681
14:48:56	12.9	3.4	-41.7	6663
14:48:57	12.9	3.3	-41.6	6655
14:48:59	12.9	3.2	-41.7	6633
14:49:01	12.9	3.5	-41.7	6624
14:49:02	12.9	3.8	-41.8	6603
14:49:04	13.0	3.4	-41.8	6595
14:49:05	12.9	4.1	-41.8	6578
14:49:07	12.9	4.1	-41.9	6557
14:49:08	12.9	4.6	-41.9	6546
14:49:10	12.9	3.9	-42.0	6528
14:49:12	12.9	4.2	-42.0	6515
14:49:13	12.9	3.4	-42.1	6497
14:49:15	12.9	3.7	-42.1	6478
14:49:16	12.9	3.4	-42.2	6458
14:49:18	12.9	3.5	-42.2	6447
14:49:20	12.9	4.2	-42.2	6431
14:49:21	12.9	3.8	-42.3	6421
14:49:23	12.9	3.9	-42.3	6401
14:49:24	12.9	4.2	-42.4	6383
14:49:26	12.9	4.3	-42.5	6374
14:49:28	12.9	4.1	-42.5	6353
14:49:29	12.9	3.2	-42.5	6346
14:49:31	12.9	4.2	-42.6	6327
14:49:32	12.9	4.7	-42.7	6315
14:49:34	12.9	4.2	-42.5	6295
14:49:35	12.9	4.1	-42.7	6285
14:49:37	12.9	4.6	-42.7	6260
14:49:39	12.9	4.1	-42.8	6243
14:49:40	12.9	4.0	-42.8	6225
14:49:42	12.9	3.7	-42.9	6207
14:49:43	12.9	3.3	-42.9	6195
14:49:45	12.9	4.3	-43.0	6171
14:49:47	12.9	4.8	-43.0	6164
14:49:48	12.9	4.2	-43.1	6144
14:49:50	12.9	4.0	-43.1	6134
14:49:51	12.8	3.4	-43.1	6113
14:49:53	12.9	3.7	-43.1	6103
14:49:55	12.9	3.7	-43.2	6083
14:49:56	12.8	4.2	-43.4	6072
14:49:58	12.8	3.6	-43.4	6051
14:49:59	12.8	3.5	-43.6	6025
14:50:01	12.9	4.2	-43.7	6007
14:50:03	12.8	3.9	-43.8	5988
14:50:04	12.8	3.4	-43.9	5977
14:50:06	12.8	3.3	-43.8	5953
14:50:07	12.8	3.3	-43.9	5942
14:50:09	12.8	4.0	-43.9	5924
14:50:11	12.8	4.1	-44.0	5911
14:50:12	12.8	4.1	-44.0	5893
14:50:14	12.7	4.1	-44.1	5873
14:50:15	12.7	4.6	-44.2	5862
14:50:17	12.8	4.5	-44.3	5840
14:50:19	12.8	4.3	-44.3	5828
14:50:20	12.8	3.6	-44.3	5806
14:50:22	12.8	4.2	-44.4	5784
14:50:23	12.7	4.9	-44.5	5762
14:50:25	12.8	3.9	-44.5	5752
14:50:26	12.8	3.7	-44.5	5729
14:50:28	12.9	3.4	-44.6	5720
14:50:30	12.8	3.8	-44.6	5701
14:50:31	12.9	3.8	-44.7	5675
14:50:33	12.8	4.0	-44.7	5666
14:50:34	12.9	4.2	-44.8	5645
14:50:36	12.9	4.4	-44.8	5634
14:50:38	12.8	3.7	-44.9	5614
14:50:39	12.8	3.8	-45.0	5602
14:50:41	12.8	3.8	-45.0	5600
14:50:42	12.9	3.3	-45.0	5600
14:50:44	12.8	4.4	-45.1	5603
14:50:46	12.8	3.5	-45.1	5600
14:50:47	12.8	3.5	-45.2	5590
14:50:49	12.8	3.2	-45.2	5601
14:50:50	12.8	4.0	-45.2	5598
14:50:52	12.7	4.2	-45.3	5591
14:50:54	12.7	3.7	-45.3	5586
14:50:55	12.8	4.2	-45.3	5575
14:50:57	12.8	3.6	-45.3	5577
14:50:58	12.7	3.9	-45.4	5606
14:51:00	12.7	4.3	-45.4	5580
14:51:01	12.7	4.0	-45.4	5585
14:51:03	12.7	3.7	-45.4	5600
14:51:05	12.7	3.9	-45.4	5598
14:51:06	12.7	4.6	-45.4	5655
14:51:08	12.7	5.0	-45.4	5649
14:51:09	12.7	3.8	-45.3	5635
14:51:11	12.7	4.0	-45.3	5655
14:51:13	12.7	4.3	-45.2	5695
14:51:14	12.7	4.3	-45.2	5661
14:51:16	12.7	4.8	-45.2	5666
14:51:17	12.6	4.6	-45.1	5660
14:51:19	12.6	5.0	-45.1	5689
14:51:21	12.6	4.0	-45.1	5684
14:51:22	12.6	3.9	-45.1	5682
14:51:24	12.6	4.3	-45.1	5676
14:51:25	12.6	3.6	-45.0	5701
14:51:27	12.6	3.5	-45.0	5697
14:51:29	12.6	4.1	-45.0	5692
14:51:30	12.6	4.2	-45.0	5699
14:51:32	12.6	4.2	-44.9	5690
14:51:33	12.6	3.6	-44.9	5689
14:51:35	12.6	4.2	-44.9	5692
14:51:36	12.7	3.6	-44.8	5717
14:51:38	12.7	3.9	-44.8	5721
14:51:40	12.7	3.7	-44.8	5712
14:51:41	12.7	4.4	-44.7	5702
14:51:43	12.7	3.4	-44.8	5703
14:51:44	12.7	3.3	-44.7	5700
14:51:46	12.7	3.5	-44.7	5701
14:51:48	12.7	3.6	-44.7	5701
14:51:49	12.7	4.7	-44.7	5702
14:51:51	12.6	3.6	-44.8	5701
14:51:52	12.7	3.4	-44.8	5696
14:51:54	12.7	3.5	-44.8	5695
14:51:56	12.7	3.9	-44.8	5697
14:51:57	12.7	3.9	-44.7	5690
14:51:59	12.7	3.5	-44.7	5695
14:52:00	12.7	3.4	-44.8	5691
14:52:02	12.7	3.8	-44.8	5699
14:52:04	12.7	4.0	-44.7	5694
14:52:05	12.7	3.7	-44.8	5690
14:52:07	12.7	4.3	-44.7	5687
14:52:08	12.7	4.1	-44.8	5694
14:52:10	12.7	4.1	-44.8	5689
14:52:11	12.7	4.5	-44.8	5691
14:52:13	12.7	4.1	-44.9	5692
14:52:15	12.7	3.9	-44.8	5687
14:52:16	12.6	3.4	-44.9	5689
14:52:18	12.6	3.5	-44.9	5686
14:52:19	12.6	4.2	-44.9	5687
14:52:21	12.6	3.7	-44.9	5685
14:52:23	12.6	4.4	-44.8	5682
14:52:24	12.7	4.6	-44.9	5685
14:52:26	12.7	3.9	-44.8	5684
14:52:27	12.7	3.3	-44.8	5684
14:52:29	12.7	3.6	-44.8	5681
14:52:31	12.7	4.0	-44.8	5687
14:52:32	12.7	3.8	-44.8	5685
14:52:34	12.7	4.0	-44.9	5687
14:52:35	12.7	3.8	-44.9	5689
14:52:37	12.7	4.0	-44.8	5687
14:52:39	12.7	3.5	-44.9	5687
14:52:40	12.7	3.8	-44.8	5686
14:52:42	12.7	3.4	-44.8	5684
14:52:43	12.7	3.2	-44.8	5682
14:52:45	12.7	3.4	-44.8	5686
14:52:46	12.7	4.1	-44.8	5690
14:52:48	12.7	4.2	-44.8	5685
14:52:50	12.7	4.2	-44.8	5687
14:52:51	12.7	3.7	-44.8	5681
14:52:53	12.7	3.6	-44.8	5684
14:52:54	12.7	3.8	-44.8	5685
14:52:56	12.7	4.0	-44.8	5679
14:52:58	12.7	3.3	-44.8	5684
14:52:59	12.7	3.3	-44.8	5679
14:53:01	12.7	3.6	-44.8	5691
14:53:02	12.7	4.2	-44.8	5684
14:53:04	12.7	4.3	-44.8	5682
14:53:06	12.7	4.2	-44.8	5682
14:53:07	12.7	4.5	-44.8	5675
14:53:09	12.7	4.0	-44.8	5685
14:53:10	12.7	3.6	-44.8	5685
14:53:12	12.7	4.4	-44.8	5701
14:53:13	12.7	4.6	-44.8	5703
14:53:15	12.7	3.2	-44.8	5728
14:53:17	12.7	3.6	-44.7	5718
14:53:18	12.7	4.2	-44.7	5752
14:53:20	12.7	4.1	-44.6	5733
14:53:21	12.7	3.9	-44.6	5769
14:53:23	12.7	4.0	-44.5	5753
14:53:25	12.7	3.7	-44.5	5783
14:53:26	12.7	3.7	-44.4	5760
14:53:28	12.7	4.4	-44.5	5783
14:53:29	12.7	4.6	-44.5	5776
14:53:31	12.7	3.9	-44.5	5770
14:53:33	12.7	4.0	-44.5	5767
14:53:34	12.7	3.4	-44.4	5773
14:53:36	12.7	3.4	-44.4	5773
14:53:37	12.7	3.5	-44.4	5807
14:53:39	12.7	3.8	-44.4	5815
14:53:40	12.7	3.3	-44.4	5807
14:53:42	12.6	3.9	-44.4	5805
