time	T hot	T cold	mBar
15:28:36	2000	26.9	29
15:28:38	2000	26.9	29
15:28:39	2000	26.9	29
15:28:40	2000	26.9	29
15:28:42	2000	26.9	29
15:28:43	2000	26.8	29
15:28:44	2000	26.9	28
15:28:46	2000	26.8	29
15:28:47	2000	26.8	28
15:28:48	2000	26.8	26
15:28:50	2000	26.8	28
15:28:51	2000	26.8	28
15:28:52	2000	26.7	26
15:28:54	2000	26.7	28
15:28:55	2000	26.7	28
15:28:56	2000	26.7	26
15:28:58	2000	26.7	28
15:28:59	2000	26.6	30
15:29:00	2000	26.6	29
15:29:02	2000	26.6	30
15:29:03	2000	26.6	29
15:29:04	2000	26.6	29
15:29:06	2000	26.6	28
15:29:07	2000	26.6	30
15:29:08	2000	26.6	28
15:29:10	2000	26.5	29
15:29:11	2000	26.5	29
15:29:13	2000	26.5	29
15:29:14	2000	26.5	28
15:29:15	2000	26.4	29
15:29:17	2000	26.4	29
15:29:18	2000	26.4	30
15:29:19	2000	26.4	26
15:29:21	2000	26.3	29
15:29:22	2000	26.3	29
15:29:23	2000	26.3	28
15:29:25	2000	26.3	28
15:29:26	2000	26.2	26
15:29:27	2000	26.2	26
15:29:29	2000	26.2	25
15:29:30	2000	26.2	28
15:29:31	2000	26.2	26
15:29:33	2000	26.2	26
15:29:34	2000	26.1	25
15:29:35	2000	26.1	28
15:29:37	2000	26.1	25
15:29:38	2000	26.1	28
15:29:39	2000	26.1	26
15:29:41	2000	26.1	29
15:29:42	2000	26.0	26
15:29:43	2000	26.0	29
15:29:45	2000	26.0	29
15:29:46	2000	26.0	26
15:29:47	2000	25.9	26
15:29:49	2000	25.9	26
15:29:50	2000	25.8	24
15:29:51	2000	25.8	25
15:29:53	2000	25.7	25
15:29:54	2000	25.7	26
15:29:56	2000	25.7	25
15:29:57	2000	25.7	24
15:29:58	2000	25.7	24
15:30:00	2000	25.6	25
15:30:01	2000	25.6	25
15:30:02	2000	25.6	23
15:30:04	2000	25.6	26
15:30:05	2000	25.5	24
15:30:06	2000	25.5	24
15:30:08	2000	25.5	25
15:30:09	2000	25.5	24
15:30:10	2000	25.4	25
15:30:12	2000	25.4	23
15:30:13	2000	25.4	24
15:30:14	2000	25.4	25
15:30:16	2000	25.3	24
15:30:17	2000	25.3	23
15:30:18	2000	25.3	25
15:30:20	2000	25.3	26
15:30:21	2000	25.2	24
15:30:22	2000	25.1	22
15:30:24	2000	25.1	23
15:30:25	2000	25.0	23
15:30:26	2000	25.0	22
15:30:28	2000	25.0	24
15:30:29	2000	25.0	25
15:30:30	2000	24.9	23
15:30:32	2000	24.9	24
15:30:33	2000	24.8	25
15:30:35	2000	24.8	23
15:30:36	2000	24.8	23
15:30:37	2000	24.8	24
15:30:39	2000	24.7	25
15:30:40	2000	24.7	25
15:30:41	2000	24.6	25
15:30:43	2000	24.6	24
15:30:44	2000	24.6	25
15:30:45	2000	24.6	25
15:30:47	2000	24.6	25
15:30:48	2000	24.5	24
15:30:49	2000	24.5	24
15:30:51	2000	24.4	24
15:30:52	2000	24.4	25
15:30:53	2000	24.4	23
15:30:55	2000	24.3	25
15:30:56	2000	24.3	24
15:30:57	2000	24.3	24
15:30:59	2000	24.2	22
15:31:00	2000	24.2	24
15:31:01	2000	24.2	23
15:31:03	2000	24.2	23
15:31:04	2000	24.1	24
15:31:05	2000	24.1	22
15:31:07	2000	24.1	22
15:31:08	2000	24.0	23
15:31:09	2000	24.0	23
15:31:11	2000	24.0	22
15:31:12	2000	23.9	24
15:31:13	2000	23.9	20
15:31:15	2000	23.8	22
15:31:16	2000	23.8	22
15:31:18	2000	23.7	23
15:31:19	2000	23.7	20
15:31:20	2000	23.6	23
15:31:22	2000	23.7	23
15:31:23	2000	23.6	22
15:31:24	2000	23.6	22
15:31:26	2000	23.5	22
15:31:27	2000	23.5	23
15:31:28	2000	23.4	22
15:31:30	2000	23.4	23
15:31:31	2000	23.4	20
15:31:32	2000	23.4	22
15:31:34	2000	23.3	22
15:31:35	2000	23.3	20
15:31:36	2000	23.2	19
15:31:38	2000	23.1	20
15:31:39	2000	23.1	19
15:31:40	2000	23.1	19
15:31:42	2000	23.0	20
15:31:43	2000	23.0	20
15:31:44	2000	23.0	20
15:31:46	2000	22.9	20
15:31:47	2000	22.9	19
