time	T hot	T cold	mBar	T test
15:59:33	24.6	25.2	36	26.4
15:59:35	24.6	25.2	38	26.4
15:59:36	24.7	25.2	35	26.4
15:59:37	24.6	25.2	36	26.4
15:59:39	24.6	25.2	35	26.4
15:59:40	24.6	25.2	35	26.5
15:59:41	24.6	25.4	38	26.5
15:59:43	24.6	25.4	34	26.5
15:59:44	24.6	25.3	36	26.5
15:59:45	24.6	25.3	35	26.5
15:59:47	24.7	25.3	38	26.5
15:59:48	24.6	25.2	36	26.5
15:59:49	24.7	25.3	36	26.5
15:59:51	24.7	25.2	36	26.5
15:59:52	24.6	25.2	36	26.5
15:59:53	24.6	25.2	38	26.5
15:59:55	24.6	25.2	36	26.5
15:59:56	24.6	25.2	39	26.5
15:59:57	24.7	25.2	36	26.5
15:59:58	24.7	25.2	38	26.5
16:00:00	24.7	25.2	36	26.5
16:00:01	24.6	25.2	39	26.5
16:00:02	24.7	25.2	35	26.4
16:00:04	24.7	25.2	36	25.8
16:00:05	24.7	25.3	34	25.3
16:00:06	24.6	25.2	38	24.5
16:00:08	24.6	25.2	34	23.9
16:00:09	24.6	25.2	35	23.3
16:00:10	24.6	25.2	35	22.6
16:00:12	24.6	25.2	35	22.0
16:00:13	24.6	25.2	34	21.3
16:00:14	24.6	25.1	36	20.6
16:00:16	24.6	25.1	36	20.1
16:00:17	24.6	25.2	35	19.4
16:00:18	24.6	25.2	35	18.9
16:00:20	24.7	25.3	35	18.4
16:00:21	24.7	25.3	35	17.7
16:00:22	24.7	25.3	38	17.2
16:00:24	24.7	25.2	36	16.6
16:00:25	24.7	25.2	38	16.0
16:00:26	24.6	25.2	36	15.4
16:00:28	24.6	25.2	36	14.9
16:00:29	24.6	25.2	35	14.3
16:00:30	24.6	25.2	35	13.8
16:00:32	24.6	25.2	36	13.3
16:00:33	24.6	25.1	35	12.8
16:00:34	24.5	25.1	35	12.3
16:00:36	24.5	25.1	34	11.7
16:00:37	24.6	25.2	34	11.2
16:00:38	24.5	25.2	35	10.8
16:00:40	24.5	25.1	35	10.2
16:00:41	24.5	25.2	35	9.8
16:00:42	24.6	25.2	36	9.3
16:00:43	24.6	25.2	35	8.8
16:00:45	24.7	25.2	35	8.4
16:00:46	24.7	25.3	35	7.8
16:00:47	24.7	25.3	35	7.5
16:00:49	24.7	25.3	35	7.0
16:00:50	24.7	25.3	35	6.4
16:00:51	24.6	25.2	35	6.0
16:00:53	24.7	25.2	34	5.6
16:00:54	24.7	25.4	36	5.1
16:00:55	24.7	25.3	36	4.7
16:00:57	24.7	25.4	40	4.3
16:00:58	24.7	25.4	38	3.9
16:00:59	24.7	25.5	38	3.5
16:01:01	24.7	25.5	39	3.1
16:01:02	24.7	25.4	38	2.7
16:01:03	24.7	25.4	35	2.3
16:01:05	24.7	25.3	38	1.9
16:01:06	24.8	25.4	35	1.5
16:01:07	24.8	25.6	38	1.2
16:01:09	24.7	25.5	35	0.7
16:01:10	24.8	25.5	36	0.3
16:01:11	24.8	25.5	39	0.0
16:01:13	24.8	25.6	39	-0.3
16:01:14	24.8	25.6	38	-0.6
16:01:15	24.9	25.6	36	-1.0
16:01:17	24.9	25.5	36	-1.3
16:01:18	24.8	25.5	38	-1.7
16:01:19	24.9	25.4	39	-2.1
16:01:21	24.8	25.4	38	-2.4
16:01:22	24.7	25.3	36	-2.7
16:01:23	24.7	25.3	38	-3.2
16:01:25	24.7	25.2	38	-3.5
16:01:26	24.7	25.2	36	-3.8
16:01:27	24.7	25.2	36	-4.2
16:01:28	24.6	25.2	38	-4.4
16:01:30	24.6	25.2	38	-4.8
16:01:31	24.7	25.2	38	-5.1
16:01:32	24.6	25.2	38	-5.4
16:01:34	24.6	25.2	36	-5.7
16:01:35	24.6	25.2	35	-6.1
16:01:36	24.7	25.2	35	-6.4
16:01:38	24.7	25.2	38	-6.8
16:01:39	24.7	25.2	36	-7.0
16:01:40	24.6	25.2	38	-7.3
16:01:42	24.6	25.2	38	-7.6
16:01:43	24.6	25.2	36	-7.9
16:01:44	24.6	25.2	36	-8.2
16:01:46	24.7	25.2	41	-8.5
16:01:47	24.7	25.2	36	-8.8
16:01:48	24.7	25.2	38	-9.1
16:01:50	24.7	25.2	39	-9.4
16:01:51	24.7	25.3	38	-9.7
16:01:52	24.8	25.3	38	-9.9
16:01:54	24.8	25.3	38	-10.2
16:01:55	24.8	25.3	38	-10.5
16:01:56	24.8	25.3	36	-10.8
