time	T hot	T cold	mBar	T test
11:09:35	24.2	24.6	9784	26.9
11:09:36	24.2	24.6	9767	26.7
11:09:38	24.2	24.6	9758	26.5
11:09:39	24.2	24.5	9748	26.3
11:09:40	24.2	24.5	9720	26.2
11:09:42	24.2	24.5	9710	26.0
11:09:43	24.2	24.5	9703	25.9
11:09:44	24.2	24.5	9695	25.7
11:09:46	24.2	24.5	9687	25.6
11:09:47	24.2	24.5	9682	25.6
11:09:48	24.1	24.5	9677	25.5
11:09:49	24.1	24.5	9676	25.5
11:09:51	24.1	24.5	9673	25.4
11:09:52	24.1	24.5	9669	25.4
11:09:53	24.1	24.5	9670	25.3
11:09:55	24.2	24.4	9665	25.3
11:09:56	24.1	24.5	9661	25.2
11:09:58	24.1	24.5	9663	
11:09:59	24.1	24.4	9660	25.3
11:10:01	24.1	24.4	9660	25.2
11:10:02	24.1	24.4	9661	25.2
11:10:03	24.1	24.4	9660	25.2
11:10:05	24.1	24.4	9660	25.2
11:10:06	24.1	24.4	9661	25.2
11:10:07	24.1	24.4	9665	25.2
11:10:09	24.1	24.4	9664	25.2
11:10:10	24.1	24.4	9665	25.2
11:10:11	24.1	24.4	9670	25.2
11:10:13	24.1	24.4	9669	25.2
11:10:14	24.1	24.4	9673	25.2
11:10:15	24.1	24.5	9677	25.2
11:10:17	24.2	24.5	9680	25.2
11:10:18	24.1	24.4	9686	25.2
11:10:19	24.1	24.4	9686	25.2
11:10:21	24.2	24.4	9694	25.2
11:10:22	24.2	24.4	9700	25.1
11:10:23	24.1	24.4	9703	25.1
11:10:25	24.2	24.4	9707	25.2
11:10:26	24.2	24.4	9717	25.2
11:10:27	24.1	24.4	9720	25.2
11:10:28	24.1	24.4	9723	25.2
11:10:30	24.1	24.4	9737	25.2
11:10:31	24.1	24.4	9743	25.2
11:10:32	24.1	24.4	9749	25.2
11:10:34	24.1	24.4	9754	25.2
11:10:35	24.1	24.4	9762	25.2
11:10:36	24.1	24.5	9764	25.2
11:10:38	24.2	24.5	9768	25.2
11:10:39	24.2	24.5	9772	25.2
11:10:40	24.2	24.5	9775	25.2
11:10:42	24.2	24.4	9775	25.1
