time	T hot	T cold	mBar	T test
10:40:07	24.0	24.6	-956	7.4
10:40:09	24.0	24.6	-959	7.4
10:40:10	24.0	24.6	-959	7.4
10:40:11	24.1	24.6	-957	7.4
10:40:13	24.1	24.6	-957	7.4
10:40:14	24.1	24.7	-959	7.4
10:40:15	24.0	24.6	-959	7.3
10:40:17	24.1	24.7	-959	7.2
10:40:18	24.1	24.7	-957	6.7
10:40:19	24.1	24.7	-959	6.2
10:40:20	24.1	24.7	-959	5.6
10:40:22	24.1	24.7	-959	5.0
10:40:23	24.1	24.7	-960	4.5
10:40:24	24.2	24.7	-961	3.9
10:40:26	24.2	24.7	-960	3.4
10:40:27	24.2	24.7	-959	2.8
10:40:28	24.2	24.7	-959	2.2
10:40:30	24.1	24.7	-960	1.6
10:40:31	24.1	24.7	-959	1.1
10:40:32	24.0	24.7	-960	0.6
10:40:34	24.0	24.7	-959	0.2
10:40:35	24.0	24.7	-959	-0.3
10:40:36	24.1	24.7	-508	-0.6
10:40:38	24.2	24.7	-787	-0.9
10:40:39	24.2	24.8	-831	-1.6
10:40:40	24.3	24.8	-858	-2.2
10:40:42	24.3	24.8	-896	-2.7
10:40:43	24.3	24.7	-907	-3.3
10:40:44	24.3	24.7	-905	-3.8
10:40:45	24.3	24.7	8958	-4.2
10:40:47	24.2	24.6	9018	-4.7
10:40:48	24.2	24.6	9067	-5.1
10:40:49	24.2	24.6	9093	-5.6
10:40:51	24.2	24.6	9122	-6.0
10:40:52	24.2	24.6	9134	-6.5
10:40:53	24.3	24.6	9143	-7.0
10:40:55	24.2	24.6	9158	-7.4
10:40:56	24.2	24.6	9165	-7.8
10:40:57	24.2	24.5	9170	-8.2
10:40:59	24.2	24.6	9176	-8.7
10:41:00	24.1	24.5	9180	-9.2
10:41:01	24.1	24.5	9179	-9.5
10:41:03	24.2	24.5	9177	-10.0
10:41:04	24.2	24.5	9170	-10.4
10:41:05	24.1	24.5	9168	-10.8
10:41:07	24.2	24.5	9168	-11.2
10:41:08	24.2	24.5	9166	-11.6
10:41:09	24.1	24.5	9163	-12.0
10:41:11	24.1	24.5	9163	-12.5
10:41:12	24.1	24.5	9161	-12.8
10:41:13	24.1	24.5	9161	-13.2
10:41:14	24.2	24.5	9158	-13.6
10:41:16	24.1	24.5	9156	-14.0
10:41:17	24.2	24.5	9155	-14.4
10:41:18	24.1	24.5	9153	-14.8
10:41:20	24.1	24.5	9154	-15.1
