time	T hot	T cold	mBar	T test
10:54:17	23.0	23.4	-930	25.1
10:54:18	23.0	23.3	-931	25.1
10:54:20	23.0	23.3	-930	25.1
10:54:21	23.0	23.3	-929	25.2
10:54:22	23.0	23.4	-926	25.2
10:54:24	23.0	23.4	-928	25.2
10:54:25	23.0	23.4	-925	25.2
10:54:26	23.0	23.4	-926	25.3
10:54:28	23.0	23.4	-924	25.3
10:54:29	23.0	23.3	-926	25.3
10:54:30	23.0	23.3	184	29.7
10:54:32	23.0	23.3	8220	35.0
10:54:33	23.0	23.3	8273	33.7
10:54:34	23.0	23.3	8264	32.1
10:54:36	23.0	23.3	8257	30.8
10:54:37	22.9	23.3	8249	30.0
10:54:38	23.0	23.4	8238	29.3
10:54:40	23.0	23.4	8233	28.7
10:54:41	23.0	23.3	8228	28.2
10:54:42	23.0	23.3	8221	27.8
10:54:44	23.0	23.3	8217	27.6
10:54:45	23.0	23.3	8215	27.3
10:54:46	23.0	23.3	8208	27.1
10:54:48	23.0	23.3	8203	27.0
10:54:49	23.0	23.3	8201	26.9
10:54:50	23.0	23.3	8196	26.7
10:54:52	23.0	23.3	8190	26.6
10:54:53	23.0	23.3	8190	26.5
10:54:54	23.0	23.3	8185	26.5
10:54:56	23.0	23.4	8180	26.4
10:54:57	23.0	23.4	8179	26.4
10:54:58	23.0	23.4	8175	26.4
10:55:00	23.0	23.4	8174	26.3
10:55:01	23.0	23.4	8171	26.3
10:55:02	23.0	23.4	8169	26.3
10:55:04	23.1	23.4	8166	26.2
10:55:05	23.1	23.4	8163	26.2
10:55:06	23.0	23.4	8160	26.3
10:55:08	23.0	23.4	8159	26.3
10:55:09	23.0	23.4	8156	26.3
10:55:10	23.0	23.3	8151	26.3
10:55:11	23.0	23.3	8150	26.2
10:55:13	23.0	23.4	8149	26.2
10:55:14	23.0	23.4	8145	26.2
10:55:15	23.0	23.3	8145	26.2
10:55:17	23.0	23.3	8144	26.2
10:55:18	23.0	23.3	8140	26.2
10:55:19	23.0	23.3	8142	26.2
10:55:21	23.0	23.3	8138	26.2
10:55:22	23.0	23.3	8137	26.2
10:55:23	23.0	23.3	8135	26.2
10:55:25	23.0	23.3	8135	26.2
10:55:26	23.0	23.4	8134	26.2
10:55:27	23.0	23.4	8135	26.2
10:55:29	23.0	23.4	8132	26.2
10:55:30	23.0	23.4	8133	26.2
10:55:31	23.0	23.4	8132	26.2
10:55:33	23.0	23.4	8134	26.2
10:55:34	23.0	23.4	8132	26.2
10:55:35	23.0	23.4	8132	26.2
10:55:37	23.0	23.4	8129	26.2
10:55:38	23.0	23.4	8129	26.2
10:55:39	23.1	23.4	8128	26.2
10:55:41	23.0	23.4	8130	26.2
10:55:42	23.0	23.4	8127	26.2
10:55:43	23.0	23.4	8127	26.2
10:55:45	23.0	23.4	8127	26.2
10:55:46	23.0	23.4	8124	26.2
10:55:47	23.0	23.4	8124	26.1
10:55:49	23.0	23.5	8127	26.1
10:55:50	23.0	23.5	8125	26.1
10:55:51	23.1	23.5	8123	26.1
10:55:53	23.0	23.5	8124	26.2
10:55:54	23.1	23.4	8124	26.2
10:55:55	23.1	23.4	8123	26.3
10:55:57	23.1	23.4	8128	26.2
10:55:58	23.1	23.5	8128	26.3
10:55:59	23.1	23.4	8129	26.3
10:56:00	23.1	23.5	8127	26.2
10:56:02	23.1	23.5	8127	26.2
10:56:03	23.1	23.4	8127	26.3
10:56:04	23.1	23.5	8125	26.3
10:56:06	23.1	23.4	8125	26.3
10:56:07	23.1	23.4	8125	26.3
10:56:08	23.1	23.5	8127	26.2
10:56:10	23.1	23.5	8123	26.2
10:56:11	23.1	23.5	8123	26.2
10:56:12	23.1	23.5	8123	26.2
10:56:14	23.1	23.5	8125	26.2
10:56:15	23.1	23.4	8123	26.2
10:56:16	23.1	23.4	8121	26.3
10:56:18	23.1	23.5	8122	26.2
10:56:19	23.1	23.5	8122	26.2
10:56:20	23.2	23.5	8121	26.2
10:56:22	23.2	23.5	8121	26.2
10:56:23	23.1	23.5	8122	26.2
10:56:24	23.1	23.5	8119	26.3
10:56:26	23.2	23.5	8121	26.2
10:56:27	23.2	23.5	8122	26.2
10:56:28	23.2	23.5	8122	26.2
10:56:30	23.1	23.5	8118	26.2
10:56:31	23.1	23.5	8121	26.2
10:56:32	23.1	23.5	8123	26.2
10:56:34	23.1	23.5	8122	26.2
10:56:35	23.1	23.5	8123	26.2
10:56:36	23.1	23.5	8122	26.2
10:56:38	23.1	23.5	8121	26.2
10:56:39	23.1	23.5	8121	26.1
10:56:40	23.1	23.5	8122	26.1
10:56:42	23.0	23.5	8122	26.1
