time	T cold	T water	T connector	mBar
15:47:34	-34.0	7.2	-34.5	9014
15:47:36	-33.8	7.3	-34.3	9124
15:47:38	-33.6	7.4	-34.1	9171
15:47:39	-33.4	7.1	-33.9	9283
15:47:41	-33.3	7.0	-33.7	9333
15:47:42	-33.1	7.0	-33.5	9430
15:47:44	-32.9	6.9	-33.3	9477
15:47:46	-32.7	6.6	-33.2	9588
15:47:47	-32.6	6.7	-33.1	9687
15:47:49	-32.4	6.5	-32.9	9741
15:47:50	-32.3	6.5	-32.7	9841
15:47:52	-32.0	6.7	-32.6	9887
15:47:54	-31.9	6.8	-32.4	9986
15:47:55	-31.7	6.7	-32.2	10036
15:47:57	-31.6	6.7	-32.0	10132
15:47:58	-31.4	6.8	-31.8	10179
15:48:00	-31.2	6.8	-31.7	10284
15:48:02	-31.0	7.0	-31.5	10377
15:48:03	-30.9	7.0	-31.3	10434
15:48:05	-30.7	7.2	-31.1	10536
15:48:06	-30.5	7.0	-31.0	10585
15:48:08	-30.4	7.1	-30.8	10686
15:48:09	-30.2	7.1	-30.7	10738
15:48:11	-30.1	7.2	-30.5	10828
15:48:13	-29.9	7.3	-30.4	10872
15:48:14	-29.8	7.2	-30.2	10975
15:48:16	-29.6	7.4	-30.1	11013
15:48:17	-29.5	7.3	-30.0	11026
15:48:19	-29.4	6.7	-30.0	11029
15:48:21	-29.3	6.8	-30.1	11030
15:48:22	-29.2	6.8	-30.0	11033
15:48:24	-29.1	6.9	-30.0	11033
15:48:25	-29.0	6.7	-30.1	11035
15:48:27	-29.0	6.7	-30.1	11035
15:48:29	-29.0	6.8	-30.1	11038
15:48:30	-28.9	6.7	-30.1	11038
15:48:32	-28.9	6.9	-30.1	11038
15:48:33	-28.9	6.9	-30.1	11039
15:48:35	-28.8	7.1	-30.1	11034
15:48:37	-28.7	7.1	-30.2	11038
15:48:38	-28.7	7.1	-30.2	11039
15:48:40	-28.7	7.1	-30.1	11036
15:48:41	-28.7	7.1	-30.2	11035
15:48:43	-28.7	6.9	-30.2	11036
15:48:45	-28.6	6.8	-30.2	11038
15:48:46	-28.6	6.7	-30.2	11034
15:48:48	-28.6	6.8	-30.2	11036
15:48:49	-28.5	6.9	-30.2	11035
15:48:51	-28.5	6.9	-30.2	11038
15:48:52	-28.5	7.0	-30.3	11038
15:48:54	-28.4	7.1	-30.3	11038
15:48:56	-28.4	7.1	-30.3	11038
15:48:57	-28.4	7.0	-30.3	11035
15:48:59	-28.4	7.2	-30.3	11036
15:49:01	-28.3	7.2	-30.3	11036
15:49:02	-28.3	7.3	-30.3	11035
15:49:04	-28.2	7.3	-30.3	11035
15:49:05	-28.2	7.4	-30.3	11035
15:49:07	-28.2	7.4	-30.3	11035
15:49:09	-28.2	7.2	-30.4	11035
15:49:10	-28.2	7.1	-30.4	11035
15:49:12	-28.1	7.0	-30.3	11035
15:49:13	-28.0	6.9	-30.3	11035
15:49:15	-28.0	7.0	-30.4	11033
15:49:17	-27.9	7.1	-30.3	11034
15:49:18	-27.9	7.1	-30.3	11034
15:49:20	-27.8	7.2	-30.4	11034
15:49:21	-27.8	7.2	-30.4	11036
15:49:23	-27.7	7.1	-30.4	11036
15:49:24	-27.7	7.2	-30.4	11034
15:49:26	-27.6	7.2	-30.4	11033
15:49:28	-27.6	7.3	-30.4	11034
15:49:29	-27.5	7.2	-30.4	11031
15:49:31	-27.5	7.0	-30.4	11029
15:49:33	-27.3	7.0	-30.5	11028
15:49:34	-27.1	7.0	-30.4	11028
15:49:36	-27.0	6.9	-30.4	11025
15:49:37	-26.8	7.0	-30.4	11026
15:49:39	-26.8	7.0	-30.4	11026
15:49:40	-26.6	7.1	-30.4	11028
15:49:42	-26.4	7.2	-30.4	11028
15:49:44	-26.3	7.2	-30.4	11028
15:49:45	-26.2	7.1	-30.4	11029
15:49:47	-26.1	6.9	-30.5	11028
15:49:48	-26.0	6.9	-30.4	11026
15:49:50	-25.9	6.9	-30.4	11031
15:49:52	-25.7	7.0	-30.5	11030
15:49:53	-25.7	7.1	-30.4	11029
15:49:55	-25.6	7.2	-30.5	11030
15:49:56	-25.4	7.3	-30.5	11029
15:49:58	-25.3	7.5	-30.5	11030
15:50:00	-25.2	7.5	-30.5	11029
15:50:01	-25.2	7.3	-30.5	11030
15:50:03	-25.0	7.3	-30.5	11029
15:50:04	-24.9	7.3	-30.6	11026
15:50:06	-24.8	7.3	-30.6	11028
15:50:08	-24.7	7.2	-30.5	11029
15:50:09	-24.6	7.3	-30.5	11028
15:50:11	-24.5	7.5	-30.5	11025
15:50:12	-24.4	7.3	-30.6	11026
15:50:14	-24.3	7.3	-30.6	11025
15:50:15	-24.2	7.4	-30.6	11026
15:50:17	-24.0	7.3	-30.6	11025
15:50:19	-24.0	7.1	-30.6	11025
15:50:20	-23.9	7.0	-30.6	11026
15:50:22	-23.8	6.8	-30.6	11026
15:50:23	-23.7	7.1	-30.6	11024
15:50:25	-23.5	7.2	-30.6	11023
15:50:27	-23.4	7.0	-30.6	11024
15:50:28	-23.3	6.8	-30.7	11024
15:50:30	-23.2	6.6	-30.7	11020
15:50:31	-23.1	6.4	-30.7	11020
15:50:33	-22.9	6.4	-30.7	11017
15:50:35	-22.8	6.5	-30.7	11017
15:50:36	-22.6	6.6	-30.7	11015
15:50:38	-22.5	6.7	-30.7	11014
15:50:42	-22.2	6.8	-30.7	11015
15:50:43	-22.0	7.0	-30.7	11013
15:50:46	-21.8	6.9	-30.7	11015
15:50:47	-21.7	6.9	-30.7	11013
15:50:49	-21.6	7.0	-30.7	11014
15:50:50	-21.5	7.0	-30.7	11012
15:50:52	-21.3	7.0	-30.7	11012
15:50:54	-21.3	7.2	-30.7	11012
15:50:55	-21.1	7.2	-30.7	11009
15:50:57	-21.0	7.3	-30.7	11009
15:50:59	-20.8	7.4	-30.7	11008
15:51:00	-20.7	7.3	-30.8	11005
15:51:02	-20.6	7.4	-30.8	11004
15:51:03	-20.5	7.2	-30.8	10999
15:51:05	-20.4	7.1	-29.3	10983
15:51:07	-20.3	7.2	-24.2	10976
15:51:08	-20.2	7.2	-21.6	10960
15:51:10	-20.0	7.2	-19.2	10953
15:51:11	-19.9	7.1	-17.8	10939
15:51:13	-19.8	7.1	-17.0	10929
15:51:14	-19.7	7.2	-16.3	10914
15:51:16	-19.6	7.2	-15.9	10889
15:51:18	-19.4	7.3	-15.5	10883
15:51:19	-19.3	7.4	-15.0	10868
15:51:21	-19.2	7.4	-14.5	10864
15:51:22	-19.1	7.5	-14.8	10853
15:51:24	-19.0	7.5	-14.7	10843
15:51:26	-18.9	7.4	-14.5	10831
15:51:27	-18.8	7.3	-14.2	10827
15:51:29	-18.7	7.3	-14.3	10812
15:51:30	-18.5	7.1	-14.2	10802
15:51:32	-18.4	7.1	-13.7	10793
15:51:34	-18.3	7.1	-13.5	10778
15:51:35	-18.2	7.0	-13.0	10772
15:51:37	-18.1	6.8	-13.0	10759
15:51:38	-18.0	6.8	-12.9	10757
15:51:40	-17.9	6.7	-13.1	10742
15:51:41	-17.7	6.6	-12.8	10738
15:51:43	-17.7	6.7	-12.7	10726
15:51:45	-17.6	6.8	-12.7	10720
15:51:46	-17.5	6.9	-12.6	10708
15:51:48	-17.4	7.1	-12.4	10702
15:51:49	-17.3	7.1	-12.3	10690
15:51:51	-17.2	7.2	-11.9	10680
15:51:53	-17.0	7.1	-11.6	10674
15:51:54	-16.9	7.0	-11.6	10653
15:51:56	-16.8	7.1	-11.4	10648
15:51:57	-16.7	7.1	-11.2	10634
15:51:59	-16.7	7.2	-11.3	10630
15:52:01	-16.5	7.0	-11.3	10623
15:52:02	-16.4	7.1	-11.0	10616
15:52:04	-16.3	7.1	-10.7	10607
15:52:05	-16.2	7.2	-10.6	10601
15:52:07	-16.1	7.2	-10.7	10591
15:52:09	-16.1	7.3	-10.5	10582
15:52:10	-15.9	7.4	-10.4	10576
15:52:12	-15.8	7.2	-10.0	10566
15:52:13	-15.7	7.1	-10.0	10564
15:52:15	-15.6	7.1	-10.2	10551
15:52:17	-15.6	7.0	-10.1	10545
15:52:18	-15.5	6.9	-9.9	10539
15:52:20	-15.4	6.9	-9.6	10533
15:52:21	-15.3	7.0	-9.5	10524
15:52:23	-15.2	6.8	-9.3	10514
15:52:24	-15.1	6.9	-9.2	10510
15:52:26	-15.0	6.9	-9.1	10499
15:52:28	-14.9	6.8	-8.9	10496
15:52:29	-14.8	6.8	-8.7	10487
15:52:31	-14.7	6.8	-8.4	10482
15:52:32	-14.7	6.8	-8.4	10475
15:52:34	-14.6	6.8	-8.2	10468
15:52:36	-14.5	6.8	-8.4	10458
15:52:37	-14.3	6.9	-8.2	10453
15:52:39	-14.3	6.9	-8.1	10445
15:52:40	-14.2	6.9	-8.0	10426
15:52:42	-14.2	7.0	-8.1	10421
15:52:44	-14.1	7.1	-8.1	10413
15:52:45	-14.0	7.1	-7.9	10411
15:52:47	-13.9	6.9	-8.0	10400
15:52:48	-13.8	6.8	-7.8	10398
15:52:50	-13.7	6.7	-7.9	10387
15:52:51	-13.7	6.6	-7.8	10383
15:52:53	-13.6	6.6	-7.8	10374
15:52:55	-13.5	6.6	-7.5	10372
15:52:56	-13.5	6.6	-7.3	10362
15:52:58	-13.3	6.6	-7.2	10358
15:52:59	-13.3	6.6	-7.3	10352
15:53:01	-13.2	6.6	-7.0	10342
15:53:03	-13.1	6.6	-7.1	10341
15:53:04	-13.0	6.4	-7.1	10331
15:53:06	-12.9	6.6	-6.9	10327
15:53:07	-12.8	6.6	-6.9	10320
15:53:09	-12.8	6.5	-6.8	10317
15:53:11	-12.7	6.6	-6.8	10310
15:53:12	-12.6	6.7	-6.7	10306
15:53:14	-12.6	6.5	-6.4	10300
15:53:15	-12.5	6.2	-6.4	10295
15:53:17	-12.4	6.3	-6.3	10288
15:53:18	-12.3	6.4	-6.1	10283
15:53:20	-12.2	6.6	-5.9	10279
15:53:22	-12.1	6.8	-5.8	10274
15:53:23	-12.1	6.7	-5.7	10272
15:53:25	-12.0	6.6	-5.7	10267
15:53:26	-12.0	6.7	-5.9	10264
15:53:28	-11.9	6.8	-6.0	10262
15:53:30	-11.8	6.9	-5.9	10257
15:53:31	-11.8	7.1	-5.8	10250
15:53:33	-11.7	7.0	-5.6	10247
15:53:34	-11.6	7.0	-5.5	10241
15:53:36	-11.6	7.1	-5.4	10237
15:53:37	-11.5	7.1	-5.3	10232
15:53:39	-11.4	7.0	-5.1	10225
15:53:41	-11.3	6.9	-5.1	10221
15:53:42	-11.3	7.0	-5.2	10211
15:53:44	-11.2	7.1	-5.0	10212
15:53:45	-11.1	7.2	-4.9	10199
15:53:47	-11.1	7.1	-4.9	10191
15:53:49	-10.9	7.0	-4.7	10185
15:53:50	-10.9	6.8	-4.6	10182
15:53:52	-10.8	6.7	-4.3	10177
15:53:53	-10.7	6.5	-4.0	10176
15:53:55	-10.7	6.5	-4.2	10169
15:53:57	-10.6	6.5	-4.5	10161
15:53:58	-10.6	6.6	-4.5	10159
15:54:00	-10.5	6.7	-4.3	10156
15:54:01	-10.5	6.9	-4.2	10154
15:54:03	-10.4	7.0	-3.9	10144
15:54:04	-10.3	7.0	-4.0	10142
15:54:06	-10.2	7.1	-3.9	10138
15:54:08	-10.2	6.9	-3.9	10132
15:54:09	-10.1	6.8	-3.6	10128
15:54:11	-10.1	6.8	-3.6	10125
15:54:12	-10.0	6.8	-3.5	10118
15:54:14	-10.0	6.9	-3.6	10113
15:54:16	-9.9	7.0	-3.5	10111
15:54:17	-9.9	7.1	-3.6	10102
15:54:19	-9.8	7.1	-3.8	10101
15:54:20	-9.7	6.8	-3.6	10095
15:54:22	-9.7	6.6	-3.4	10093
15:54:24	-9.6	6.6	-3.4	10086
15:54:25	-9.5	6.7	-3.1	10082
15:54:27	-9.4	6.7	-3.1	10078
15:54:28	-9.4	6.7	-2.9	10075
15:54:30	-9.4	6.7	-2.8	10070
15:54:32	-9.3	6.8	-3.0	10066
15:54:33	-9.3	7.0	-2.9	10060
15:54:35	-9.2	6.9	-2.9	10055
15:54:36	-9.1	6.9	-2.7	10054
15:54:38	-9.0	6.7	-2.6	10049
15:54:39	-9.0	6.8	-2.5	10045
15:54:41	-8.9	6.7	-2.5	10040
15:54:43	-8.9	6.7	-2.6	10038
15:54:44	-8.8	6.9	-2.5	10029
15:54:46	-8.7	7.1	-2.4	10028
15:54:47	-8.7	7.0	-2.2	10023
15:54:49	-8.6	6.8	-2.4	10018
15:54:51	-8.6	6.8	-2.3	10014
15:54:52	-8.5	6.9	-2.2	10009
15:54:54	-8.4	6.9	-2.0	10007
15:54:55	-8.4	6.7	-1.9	10002
15:54:57	-8.3	6.7	-1.7	9998
15:54:59	-8.3	6.6	-1.6	9993
15:55:00	-8.3	6.6	-1.5	9993
15:55:02	-8.2	6.6	-1.5	9983
15:55:03	-8.1	6.7	-1.7	9981
15:55:05	-8.0	6.6	-1.6	9971
15:55:06	-8.0	6.6	-1.2	9965
15:55:08	-7.9	6.6	-1.3	9958
15:55:10	-8.0	6.6	-1.3	9952
15:55:11	-7.9	6.6	-1.3	9951
15:55:13	-7.8	6.4	-1.2	9946
15:55:14	-7.7	6.2	-1.0	9944
15:55:16	-7.7	6.2	-0.9	9939
15:55:18	-7.7	6.2	-0.8	9935
15:55:19	-7.6	6.1	-0.7	9931
15:55:21	-7.6	6.1	-0.8	9929
15:55:22	-7.5	6.0	-0.9	9925
15:55:24	-7.5	6.1	-1.1	9921
15:55:25	-7.4	6.0	-1.0	9916
15:55:27	-7.3	6.0	-0.7	9914
15:55:29	-7.3	6.0	-0.5	9910
15:55:30	-7.3	6.0	-0.5	9903
15:55:32	-7.3	6.0	-0.6	9903
15:55:33	-7.2	6.2	-0.5	9898
15:55:35	-7.1	6.4	-0.4	9894
15:55:37	-7.1	6.4	-0.1	9888
15:55:38	-7.0	6.4	-0.1	9887
15:55:40	-7.0	6.3	-0.3	9882
15:55:41	-6.9	6.2	-0.1	9879
15:55:43	-6.9	6.2	0.0	9873
15:55:45	-6.8	6.1	-0.0	9869
15:55:46	-6.7	6.0	0.0	9868
15:55:48	-6.7	6.0	0.0	9862
15:55:49	-6.7	6.1	0.1	9858
15:55:51	-6.6	6.0	0.0	9856
15:55:52	-6.6	6.0	0.2	9854
15:55:54	-6.6	6.1	0.2	9848
15:55:56	-6.5	6.1	0.3	9845
15:55:57	-6.5	6.2	0.4	9842
15:55:59	-6.4	6.3	0.4	9841
15:56:00	-6.4	6.4	0.7	9835
15:56:02	-6.3	6.5	0.5	9832
15:56:04	-6.3	6.6	0.5	9827
15:56:05	-6.3	6.5	0.6	9822
15:56:07	-6.2	6.6	0.7	9819
15:56:08	-6.2	6.7	0.6	9815
15:56:10	-6.1	6.8	0.6	9815
15:56:12	-6.0	6.8	0.6	9807
15:56:13	-6.1	6.8	0.5	9807
15:56:15	-6.0	6.6	0.4	9804
15:56:16	-6.0	6.5	0.6	9799
15:56:18	-6.0	6.5	0.7	9795
15:56:19	-6.0	6.5	0.7	9793
15:56:21	-5.9	6.5	0.8	9785
15:56:23	-5.9	6.5	1.0	9785
15:56:24	-5.8	6.5	1.0	9783
15:56:26	-5.8	6.6	1.1	9778
15:56:27	-5.7	6.5	1.2	9775
15:56:29	-5.7	6.3	1.2	9769
15:56:31	-5.6	6.3	1.2	9770
15:56:32	-5.6	6.2	1.4	9765
15:56:34	-5.5	6.1	1.4	9760
15:56:35	-5.5	6.0	1.5	9757
15:56:37	-5.5	6.1	1.4	9752
15:56:38	-5.4	6.3	1.6	9749
15:56:40	-5.3	6.4	1.6	9747
15:56:42	-5.3	6.6	1.8	9733
15:56:43	-5.2	6.7	2.1	9728
15:56:45	-5.2	6.9	2.1	9725
15:56:46	-5.2	6.9	2.0	9721
15:56:48	-5.2	6.8	1.9	9718
15:56:50	-5.1	6.7	2.0	9715
15:56:51	-5.1	6.8	2.1	9712
15:56:53	-5.0	6.6	2.1	9708
15:56:54	-4.9	6.6	2.1	9706
15:56:56	-4.9	6.6	2.0	9699
15:56:58	-4.8	6.6	2.2	9699
15:56:59	-4.8	6.6	2.1	9697
