time	T hot	T mid	T cold	mBar
16:42:01	29.6	29.1	29.4	7590
16:42:03	30.0	29.2	29.5	7587
16:42:04	33.6	29.2	28.8	7585
16:42:06	33.9	29.2	27.6	7581
16:42:08	34.2	29.1	26.7	7581
16:42:09	34.3	29.2	25.8	7576
16:42:11	34.5	29.2	24.8	7576
16:42:12	34.5	29.2	24.0	7575
16:42:14	34.6	29.2	22.9	7572
16:42:16	34.6	29.3	22.2	7572
16:42:17	34.7	29.3	21.3	7571
16:42:19	34.7	29.3	20.4	7569
16:42:20	34.8	29.4	19.5	7567
16:42:22	34.9	29.4	18.6	7566
16:42:24	35.0	29.4	17.9	7564
16:42:25	35.0	29.5	17.0	7562
16:42:27	35.1	29.5	16.3	7562
16:42:28	35.1	29.5	15.3	7561
16:42:30	35.2	29.6	14.7	7561
16:42:32	35.2	29.6	13.8	7560
16:42:33	35.3	29.6	13.3	7559
16:42:35	35.3	29.6	12.3	7556
16:42:37	35.4	29.7	11.7	7555
16:42:38	35.5	29.7	10.9	7554
16:42:40	35.5	29.7	10.2	7552
16:42:41	35.6	29.8	9.4	7552
16:42:43	35.6	29.7	8.7	7548
16:42:45	35.6	29.8	8.0	7549
16:42:46	35.7	29.8	7.3	7549
16:42:48	35.8	29.8	6.6	7548
16:42:50	35.8	29.8	5.9	7548
16:42:51	35.8	29.9	5.3	7546
16:42:53	35.9	29.9	4.6	7546
16:42:54	35.9	30.0	4.0	7545
16:42:56	35.9	29.9	3.4	7545
16:42:58	36.0	30.0	2.7	7543
16:42:59	36.0	30.0	2.1	7543
16:43:01	36.1	30.0	1.5	7540
16:43:02	36.1	30.0	0.9	7540
16:43:04	36.1	30.0	0.2	7539
16:43:06	36.2	30.1	-0.2	7538
16:43:07	36.2	30.1	-0.9	7536
16:43:09	36.2	30.1	-1.4	7535
16:43:11	36.3	30.1	-2.0	7535
16:43:12	36.4	30.1	-2.5	7534
16:43:14	36.4	30.2	-3.1	7534
16:43:15	36.4	30.1	-3.7	7533
16:43:17	36.5	30.2	-4.2	7531
16:43:19	36.5	30.2	-4.7	7531
16:43:20	36.5	30.2	-5.2	7528
16:43:22	36.5	30.2	-5.8	7528
16:43:23	36.5	30.3	-6.3	7530
16:43:25	36.6	30.3	-6.9	7529
16:43:27	36.6	30.3	-7.3	7528
16:43:28	36.6	30.3	-7.8	7528
16:43:30	36.6	30.4	-8.3	7525
16:43:31	36.7	30.4	-8.8	7525
16:43:33	36.7	30.5	-9.2	7522
16:43:35	36.7	30.5	-9.7	7522
16:43:36	36.8	30.5	-10.2	7522
16:43:38	36.8	30.5	-10.7	7520
16:43:40	36.8	30.5	-11.2	7522
16:43:41	36.8	30.5	-11.7	7522
16:43:43	36.9	30.6	-12.0	7519
16:43:44	36.9	30.6	-12.5	7518
16:43:46	37.0	30.6	-12.9	7519
16:43:48	37.0	30.7	-13.3	7518
16:43:49	37.0	30.6	-13.7	7519
16:43:51	37.0	30.7	-14.2	7517
16:43:52	37.1	30.7	-14.5	7518
16:43:54	37.1	30.7	-14.9	7518
16:43:56	37.1	30.7	-15.3	7517
16:43:57	37.1	30.7	-15.7	7515
16:43:59	37.2	30.7	-16.1	7514
16:44:00	37.2	30.7	-16.5	7514
16:44:02	37.2	30.7	-16.9	7515
16:44:04	37.2	30.8	-17.3	7513
16:44:05	37.2	30.7	-17.7	7513
16:44:07	37.3	30.7	-18.1	7510
16:44:09	37.3	30.8	-18.4	7513
16:44:10	37.3	30.8	-18.8	7509
16:44:12	37.3	30.8	-19.2	7508
16:44:13	37.4	30.8	-19.5	7509
16:44:15	37.4	30.8	-19.9	7508
16:44:17	37.4	30.8	-20.2	7507
16:44:18	37.4	30.9	-20.6	7509
16:44:20	37.5	30.9	-20.9	7505
16:44:21	37.5	30.9	-21.2	7505
16:44:23	37.5	30.9	-21.6	7505
16:44:25	37.5	30.9	-21.9	7504
16:44:26	37.5	30.9	-22.2	7504
16:44:28	37.6	30.9	-22.5	7504
16:44:29	37.6	31.0	-22.8	7504
16:44:31	37.6	30.9	-23.2	7503
16:44:33	37.6	30.9	-23.5	7503
16:44:34	37.6	30.9	-23.8	7503
16:44:36	37.6	31.0	-24.1	7500
16:44:38	37.6	31.0	-24.4	7500
16:44:39	37.7	31.1	-24.7	7500
16:44:41	37.7	31.0	-25.0	7502
16:44:42	37.8	31.0	-25.3	7500
16:44:44	37.8	31.0	-25.5	7499
16:44:46	37.8	31.0	-25.8	7500
16:44:47	37.8	31.1	-26.1	7499
16:44:49	37.8	31.1	-26.4	7499
16:44:50	37.8	31.1	-26.6	7497
16:44:52	37.8	31.1	-26.9	7497
16:44:54	37.8	31.2	-27.2	7497
16:44:55	37.8	31.2	-27.5	7496
16:44:57	37.8	31.2	-27.7	7497
16:44:59	37.9	31.2	-28.0	7496
16:45:00	37.9	31.2	-28.2	7496
16:45:02	37.9	31.2	-28.5	7496
16:45:03	37.9	31.2	-28.8	7496
16:45:05	37.9	31.2	-29.0	7494
16:45:07	37.9	31.2	-29.2	7496
16:45:08	38.0	31.3	-29.5	7496
16:45:10	38.0	31.3	-29.7	7494
16:45:11	38.0	31.3	-30.0	7494
16:45:13	38.0	31.3	-30.2	7494
16:45:15	38.0	31.3	-30.4	7493
16:45:16	38.0	31.3	-30.7	7494
16:45:18	38.0	31.3	-30.8	7493
16:45:19	38.1	31.4	-31.1	7492
16:45:21	38.0	31.3	-31.3	7493
16:45:23	38.1	31.3	-31.5	7492
16:45:24	38.0	31.4	-31.8	7492
16:45:26	38.1	31.4	-32.0	7491
16:45:28	38.1	31.4	-32.2	7489
16:45:29	38.1	31.4	-32.4	7488
16:45:31	38.1	31.4	-32.6	7488
16:45:32	38.2	31.4	-32.8	7487
16:45:34	38.2	31.4	-33.0	7487
16:45:36	38.2	31.4	-33.1	7486
16:45:37	38.3	31.4	-33.3	7486
16:45:39	38.2	31.5	-33.5	7487
16:45:40	38.2	31.4	-33.7	7486
16:45:42	38.3	31.4	-33.9	7486
16:45:44	38.3	31.4	-34.1	7483
16:45:45	38.3	31.5	-34.3	7483
16:45:47	38.3	31.5	-34.4	7482
16:45:48	38.3	31.5	-34.7	7481
16:45:50	38.3	31.5	-34.8	7481
16:45:52	38.3	31.5	-35.0	7482
16:45:53	38.3	31.5	-35.2	7482
16:45:55	38.3	31.5	-35.4	7482
16:45:57	38.4	31.5	-35.5	7481
16:45:58	38.4	31.6	-35.7	7479
16:46:00	38.4	31.5	-35.9	7481
16:46:01	38.4	31.6	-35.9	7481
16:46:03	38.4	31.6	-36.2	7479
16:46:05	38.4	31.6	-36.3	7478
16:46:06	38.4	31.6	-36.5	7478
16:46:08	38.4	31.6	-36.7	7477
16:46:09	38.4	31.6	-36.8	7478
16:46:11	38.4	31.6	-37.0	7478
16:46:13	38.4	31.6	-37.1	7478
16:46:14	38.4	31.7	-37.3	7478
16:46:16	38.5	31.7	-37.4	7477
