time	T hot	T mid	T cold	mBar
12:45:57	35.2	31.5	28.1	-1007
12:45:58	35.2	31.5	28.1	-1008
12:46:00	35.8	31.5	28.1	-1008
12:46:01	40.4	31.7	25.5	-1007
12:46:03	40.4	32.4	21.5	-1008
12:46:05	40.3	32.7	18.6	-1008
12:46:06	40.3	32.9	15.2	-1008
12:46:08	40.4	33.0	12.7	-1008
12:46:09	40.4	33.1	10.4	-1006
12:46:11	40.5	33.1	7.6	-1009
12:46:13	40.5	33.1	5.6	-1008
12:46:14	40.6	33.1	3.6	-1009
12:46:16	40.6	33.1	1.4	-1008
12:46:17	40.7	33.1	-0.2	-1008
12:46:19	40.8	33.1	-2.0	-1011
12:46:20	40.8	33.2	-3.8	-1008
12:46:22	40.9	33.2	-5.2	-1008
12:46:24	41.0	33.2	-6.7	-1008
12:46:25	41.0	33.3	-8.2	-1008
12:46:27	41.0	33.3	-9.5	-1011
12:46:28	41.1	33.3	-10.8	-1012
12:46:30	41.1	33.4	-12.2	-1011
12:46:31	41.1	33.4	-13.2	-1009
12:46:33	41.1	33.4	-14.4	-1011
12:46:35	41.1	33.4	-15.6	-1011
12:46:36	41.2	33.4	-16.5	-1011
12:46:38	41.2	33.4	-17.6	-1012
12:46:39	41.2	33.4	-18.6	-1009
12:46:41	41.2	33.5	-19.5	-1009
12:46:43	41.2	33.5	-20.5	-1009
12:46:44	41.2	33.5	-21.3	-1011
12:46:46	41.2	33.4	-22.1	-1011
12:46:47	41.2	33.4	-23.1	-1013
12:46:49	41.2	33.4	-23.8	-1011
12:46:50	41.3	33.4	-24.5	-1011
12:46:52	41.3	33.4	-25.4	-1012
12:46:54	41.3	33.5	-26.0	-1009
12:46:55	41.3	33.5	-26.7	-1009
12:46:57	41.3	33.4	-27.4	-1011
12:46:58	41.3	33.4	-28.0	-1011
12:47:00	41.3	33.5	-28.7	-1011
12:47:01	41.3	33.5	-29.4	-1011
12:47:03	41.3	33.5	-30.0	-1012
12:47:05	41.3	33.5	-30.5	-1012
12:47:06	41.4	33.6	-31.1	-1009
12:47:08	41.4	33.5	-31.6	-1009
12:47:09	41.3	33.6	-32.1	-1008
12:47:11	41.3	33.6	-32.8	-1009
12:47:13	41.3	33.5	-33.3	-1011
12:47:14	41.3	33.6	-33.8	-1011
12:47:16	41.3	33.6	-34.3	-1011
12:47:17	41.3	33.5	-34.7	-1011
12:47:19	41.3	33.5	-35.2	-1012
12:47:20	41.3	33.5	-35.6	-1009
12:47:22	41.3	33.5	-36.0	-1012
12:47:24	41.3	33.5	-36.5	-1009
12:47:25	41.3	33.6	-36.9	-1009
12:47:27	41.4	33.6	-37.2	-1009
12:47:28	41.3	33.5	-37.7	-1008
12:47:30	41.3	33.6	-38.0	-1009
12:47:31	41.4	33.6	-38.4	-1008
12:47:33	41.3	33.5	-38.8	-1009
12:47:35	41.3	33.6	-39.2	-1009
12:47:36	41.3	33.5	-39.5	-1011
12:47:38	41.3	33.5	-39.8	-1009
12:47:39	41.3	33.5	-40.1	-1011
12:47:41	41.3	33.6	-40.5	-1011
12:47:43	41.3	33.6	-40.8	-1009
12:47:44	41.3	33.6	-41.0	-1008
12:47:46	41.3	33.6	-41.4	-1012
12:47:47	41.3	33.6	-41.6	-1009
12:47:49	41.3	33.6	-41.9	-1008
12:47:50	41.3	33.6	-42.2	-1009
12:47:52	41.3	33.6	-42.4	-1009
12:47:54	41.4	33.6	-42.6	-1009
12:47:55	41.3	33.6	-42.9	-1008
12:47:57	41.3	33.6	-43.3	-1011
12:47:58	41.3	33.6	-43.5	-1009
12:48:00	41.3	33.6	-43.7	-1011
12:48:01	41.2	33.6	-43.9	-1011
12:48:03	41.2	33.6	-44.1	-1012
12:48:05	41.2	33.6	-44.3	-1011
12:48:06	41.2	33.6	-44.6	-1009
12:48:08	41.2	33.6	-44.8	-1008
12:48:09	41.2	33.6	-45.0	-1011
12:48:11	41.2	33.6	-45.1	-1009
12:48:13	41.3	33.6	-45.3	-1009
12:48:14	41.3	33.6	-45.5	-1009
12:48:16	41.3	33.5	-45.6	-1009
12:48:17	41.3	33.6	-45.8	-1011
12:48:19	41.2	33.5	-45.9	-1011
12:48:20	41.2	33.5	-46.2	-1009
12:48:22	41.2	33.6	-46.4	-1009
12:48:24	41.2	33.6	-46.5	-1012
12:48:25	41.2	33.6	-46.6	-1011
12:48:27	41.2	33.6	-46.8	-1011
12:48:28	41.2	33.6	-46.9	-1009
12:48:30	41.2	33.6	-47.0	-1011
12:48:31	41.2	33.6	-47.2	-1011
12:48:33	41.2	33.6	-47.3	-1012
12:48:35	41.2	33.6	-47.4	-1007
12:48:36	41.2	33.6	-47.6	-1009
12:48:38	41.2	33.6	-47.7	-1009
12:48:39	41.2	33.6	-47.8	-1009
12:48:41	41.2	33.6	-47.9	-1011
12:48:43	41.1	33.6	-48.0	-1009
12:48:44	41.1	33.7	-48.2	-1008
12:48:46	41.1	33.7	-48.3	-1009
12:48:47	41.1	33.7	-48.4	-1008
12:48:49	41.1	33.7	-48.5	-1008
12:48:50	41.1	33.7	-48.6	-1008
12:48:52	41.2	33.7	-48.6	-1009
12:48:54	41.2	33.7	-48.7	-1008
12:48:55	41.2	33.7	-48.8	-1009
12:48:57	41.1	33.7	-48.9	-1009
12:48:58	41.1	33.7	-49.0	-1008
12:49:00	41.2	33.7	-49.0	-1009
12:49:02	41.2	33.7	-49.1	-1009
12:49:03	41.1	33.7	-49.2	-1009
12:49:05	41.1	33.7	-49.3	-1008
12:49:06	41.1	33.7	-49.4	-1008
12:49:08	41.1	33.7	-49.5	-1008
12:49:09	41.1	33.7	-49.5	-1011
12:49:11	41.1	33.7	-49.6	-1008
12:49:13	41.1	33.6	-49.6	-1011
12:49:14	41.1	33.7	-49.8	-1009
12:49:16	41.2	33.6	-49.8	-1009
12:49:17	41.1	33.6	-49.8	-1011
12:49:19	41.1	33.7	-49.9	-1011
12:49:20	41.1	33.6	-50.0	-1009
12:49:22	41.1	33.6	-50.0	-1009
12:49:24	41.2	33.6	-50.1	-1009
12:49:25	41.2	33.6	-50.1	-1012
12:49:27	41.2	33.7	-50.2	-1009
12:49:28	41.1	33.7	-50.2	-1013
12:49:30	41.0	33.6	-50.4	-1009
12:49:32	41.1	33.7	-50.4	-1012
12:49:33	41.1	33.7	-50.4	-1009
12:49:35	41.1	33.6	-50.5	-1012
12:49:36	41.1	33.6	-50.5	-1011
12:49:38	41.1	33.6	-50.6	-1011
12:49:39	41.1	33.6	-50.6	-1013
12:49:41	41.1	33.7	-50.7	-1012
12:49:43	41.1	33.6	-50.7	-1011
12:49:44	41.1	33.7	-50.7	-1011
12:49:46	41.1	33.7	-50.7	-1011
12:49:47	41.1	33.7	-50.8	-1011
12:49:49	41.1	33.7	-50.8	-1014
12:49:50	41.1	33.7	-50.9	-1013
12:49:52	41.0	33.7	-51.0	-1011
12:49:54	41.0	33.7	-51.1	-1012
12:49:55	41.0	33.7	-51.1	-1012
12:49:57	41.0	33.7	-51.1	-1013
12:49:58	41.0	33.7	-51.1	-1012
12:50:00	41.0	33.6	-51.2	-1009
12:50:02	41.0	33.7	-51.2	-1011
12:50:03	41.0	33.6	-51.2	-1013
12:50:05	41.0	33.6	-51.2	-1011
12:50:06	41.0	33.6	-51.2	-1012
12:50:08	41.0	33.6	-51.3	-1012
12:50:09	41.0	33.6	-51.3	-1012
12:50:11	41.0	33.7	-51.3	-1012
12:50:13	41.0	33.7	-51.3	-1009
12:50:14	41.0	33.6	-51.4	-1012
12:50:16	41.0	33.6	-51.5	-1013
12:50:17	41.0	33.7	-51.4	-1011
12:50:19	41.0	33.7	-51.4	-1011
12:50:21	41.0	33.6	-51.5	-1012
12:50:22	41.0	33.5	-51.5	-1012
12:50:24	41.0	33.3	-51.5	-1012
12:50:25	41.0	33.6	-51.5	-1013
12:50:27	41.0	33.6	-51.6	-1012
12:50:28	41.0	33.6	-51.6	-1012
12:50:30	41.1	33.6	-51.6	-1013
12:50:32	41.1	33.6	-51.6	-1013
12:50:33	41.1	33.6	-51.6	-1012
12:50:35	41.1	33.6	-51.6	-1011
12:50:36	41.1	33.6	-51.6	-1011
12:50:38	41.0	33.6	-51.7	-1009
12:50:40	41.0	33.6	-51.7	-1011
12:50:41	41.0	33.6	-51.7	-1012
12:50:43	41.0	33.6	-51.7	-1011
12:50:44	41.1	33.5	-51.7	-1011
12:50:46	41.0	33.6	-51.7	-1012
12:50:47	41.0	33.7	-51.7	-1012
12:50:49	41.0	33.6	-51.7	-1009
12:50:51	41.0	33.6	-51.7	-1012
12:50:52	41.0	33.7	-51.7	-1011
12:50:54	41.1	33.7	-51.8	-1009
12:50:55	41.1	33.7	-51.8	-1011
12:50:57	41.1	33.6	-51.8	-1012
12:50:58	41.1	33.6	-51.8	-1009
12:51:00	41.0	33.7	-51.8	-1011
12:51:02	41.1	33.7	-51.8	-1012
12:51:03	41.0	33.7	-51.9	-1009
12:51:05	41.0	33.7	-51.9	-1013
12:51:06	41.0	33.7	-51.9	-1009
12:51:08	41.0	33.7	-51.9	-1011
12:51:10	41.0	33.7	-51.9	-1012
12:51:11	41.0	33.7	-52.0	-1011
12:51:13	41.0	33.7	-52.0	-1011
12:51:14	41.0	33.7	-52.0	-1012
12:51:16	41.1	33.7	-51.9	-1012
12:51:18	41.1	33.7	-52.0	-1013
12:51:19	41.1	33.7	-51.9	-1013
12:51:21	41.0	33.7	-52.0	-1014
12:51:22	41.0	33.7	-51.9	-1012
12:51:24	41.0	33.7	-52.0	-1011
12:51:25	41.0	33.7	-52.0	-1013
12:51:27	41.0	33.7	-52.1	-1012
12:51:29	41.0	33.7	-52.1	-1012
12:51:30	41.0	33.7	-52.0	-1013
12:51:32	41.0	33.6	-52.1	-1011
12:51:33	41.0	33.6	-52.1	-1011
12:51:35	41.0	33.6	-52.1	-1011
12:51:37	41.0	33.6	-52.1	-1011
12:51:38	41.0	33.6	-52.1	-1012
12:51:40	41.0	33.6	-52.0	-1012
12:51:41	41.0	33.6	-52.1	-1012
12:51:43	41.0	33.6	-52.1	-1013
12:51:44	41.0	33.6	-52.1	-1011
12:51:46	41.0	33.6	-52.1	-1013
12:51:48	41.0	33.6	-52.1	-1012
12:51:49	41.0	33.6	-52.2	-1013
12:51:51	40.9	33.6	-52.2	-1012
12:51:52	41.0	33.6	-52.2	-1012
12:51:54	40.9	33.6	-52.1	-1011
12:51:56	40.9	33.6	-52.2	-1012
12:51:57	41.0	33.6	-52.2	-1011
12:51:59	41.0	33.6	-52.1	-1013
12:52:00	41.0	33.7	-52.2	-1013
12:52:02	40.9	33.6	-52.2	-1012
12:52:03	41.0	33.6	-52.2	-1014
12:52:05	41.0	33.6	-52.2	-1011
12:52:07	40.9	33.6	-52.2	-1013
12:52:08	41.0	33.6	-52.1	-1012
12:52:10	40.9	33.6	-52.2	-1013
12:52:11	41.0	33.6	-52.2	-1013
12:52:13	41.0	33.6	-52.2	-1011
12:52:14	41.0	33.6	-52.2	-1011
12:52:16	41.0	33.6	-52.2	-1009
12:52:18	41.0	33.6	-52.2	-1009
12:52:19	41.0	33.6	-52.1	-1012
12:52:21	41.0	33.6	-52.2	-1013
12:52:22	41.0	33.6	-52.2	-1013
12:52:24	41.0	33.6	-52.1	-1012
12:52:26	41.0	33.7	-52.2	-1012
12:52:27	41.0	33.7	-52.2	-1012
12:52:29	41.0	33.6	-52.2	-1013
12:52:30	41.0	33.6	-52.2	-1013
12:52:32	41.0	33.6	-52.2	-1012
12:52:33	41.0	33.7	-52.2	-1011
12:52:35	41.0	33.7	-52.2	-1012
12:52:37	41.0	33.7	-52.2	-1014
12:52:38	41.0	33.7	-52.2	-1011
12:52:40	41.0	33.7	-52.2	-1009
12:52:41	41.0	33.6	-52.2	-1012
12:52:43	41.0	33.6	-52.2	-1009
12:52:45	40.9	33.6	-52.3	-1012
12:52:46	41.0	33.6	-52.2	-1012
12:52:48	41.0	33.6	-52.2	-1011
12:52:49	41.0	33.6	-52.2	-1011
12:52:51	41.0	33.6	-52.2	-1012
12:52:52	40.9	33.6	-52.3	-1012
12:52:54	40.9	33.6	-52.3	-1012
12:52:56	40.9	33.6	-52.3	-1013
12:52:57	41.0	33.6	-52.2	-1011
12:52:59	41.0	33.6	-52.3	-1011
12:53:00	40.9	33.6	-52.3	-1009
12:53:02	40.9	33.6	-52.3	-1012
12:53:04	40.9	33.6	-52.3	-1011
12:53:05	40.9	33.6	-52.3	-1011
12:53:07	41.0	33.6	-52.3	-1012
12:53:08	41.0	33.6	-52.2	-1011
12:53:10	41.0	33.6	-52.3	-1012
12:53:11	41.0	33.6	-52.3	-1013
12:53:13	40.9	33.6	-52.3	-1013
12:53:15	41.0	33.6	-52.3	-1013
12:53:16	40.9	33.6	-52.3	-1012
12:53:18	40.9	33.6	-52.3	-1013
12:53:19	40.9	33.6	-52.3	-1013
12:53:21	41.0	33.6	-52.3	-1013
12:53:22	40.9	33.6	-52.3	-1011
12:53:24	40.9	33.6	-52.3	-1011
12:53:26	40.9	33.6	-52.3	-1012
12:53:27	41.0	33.6	-52.2	-1011
12:53:29	40.9	33.6	-52.2	-1012
12:53:30	40.9	33.6	-52.3	-1009
12:53:32	41.0	33.6	-52.2	-1011
12:53:34	41.0	33.6	-52.2	-1012
12:53:35	41.0	33.6	-52.3	-1011
12:53:37	41.0	33.6	-52.3	-1011
12:53:38	41.0	33.6	-52.2	-1013
12:53:40	41.0	33.6	-52.3	-1013
12:53:41	41.0	33.6	-52.2	-1013
12:53:43	41.0	33.6	-52.2	-1011
12:53:45	40.9	33.6	-52.3	-1012
12:53:46	41.0	33.6	-52.3	-1011
12:53:48	41.0	33.6	-52.3	-1012
12:53:49	40.9	33.6	-52.3	-1011
12:53:51	40.9	33.6	-52.3	-1011
