time	T hot	T water	T cold	mBar
10:30:46	25.1	25.1	24.5	-1008
10:30:48	25.1	25.1	24.5	-1007
10:30:49	25.1	25.1	24.5	-1006
10:30:51	25.1	25.1	24.6	-1006
10:30:53	25.2	25.1	24.6	-1007
10:30:54	25.2	25.1	24.6	-1007
10:30:56	25.2	25.1	24.6	-1007
10:30:57	25.2	25.1	24.6	-1007
10:30:59	25.2	25.1	24.6	-1007
10:31:00	25.1	25.1	24.6	-1007
10:31:02	25.1	25.1	24.6	-1007
10:31:04	25.1	25.1	24.6	-1007
10:31:05	25.1	25.1	24.6	-1007
10:31:07	25.1	25.1	24.6	-982
10:31:08	25.1	25.1	24.6	8196
10:31:10	25.1	25.1	24.6	8217
10:31:11	25.1	25.1	24.6	8208
10:31:13	25.1	25.1	24.6	8203
10:31:15	25.0	25.0	24.6	8202
10:31:16	25.2	25.1	24.7	8195
10:31:18	25.1	25.1	24.7	8194
10:31:19	25.2	25.1	24.7	8190
10:31:21	25.1	25.1	24.7	8175
10:31:23	25.1	25.1	24.7	8174
10:31:24	25.2	25.2	24.7	8173
10:31:26	25.2	25.1	24.8	8169
10:31:27	25.2	25.1	24.7	8168
10:31:29	25.2	25.1	24.8	8164
10:31:30	25.1	25.1	24.7	8163
10:31:32	25.1	25.1	24.7	8161
10:31:34	25.1	25.1	24.7	8159
10:31:35	25.1	25.1	24.7	8156
10:31:37	25.1	25.1	24.7	8153
10:31:38	25.1	25.0	24.7	8149
10:31:40	25.1	25.1	24.8	8148
10:31:41	25.1	25.1	24.7	8148
10:31:43	25.1	25.0	24.8	8145
10:31:45	25.1	25.0	24.7	8145
10:31:46	25.1	25.0	24.7	8140
10:31:48	25.1	25.0	24.8	8138
10:31:49	25.1	25.0	24.7	8138
10:31:51	25.1	25.0	24.7	8139
10:31:53	25.1	25.0	24.7	8137
10:31:54	25.1	25.0	24.7	8135
10:31:56	25.1	25.0	24.7	8133
10:31:57	25.1	25.0	24.7	8130
10:31:59	25.1	25.0	24.7	8130
10:32:00	25.1	25.0	24.7	8130
10:32:02	25.2	25.0	24.8	8128
10:32:04	25.2	25.0	24.8	8127
