time	T hot	T water	T cold	mBar
16:45:14	29.7	23.1	28.9	-107
16:45:15	29.7	23.1	28.9	-108
16:45:17	30.1	23.5	28.0	-108
16:45:19	32.1	24.8	24.5	-106
16:45:20	32.7	24.8	24.2	-106
16:45:22	33.1	24.8	24.1	-107
16:45:23	33.2	24.7	24.0	-106
16:45:25	33.2	24.5	23.8	-105
16:45:27	33.3	24.4	23.7	-107
16:45:28	33.3	24.2	23.6	-107
16:45:30	33.4	24.1	23.4	-107
16:45:31	33.4	24.0	23.2	-106
16:45:33	33.4	23.9	23.1	-106
16:45:34	33.5	23.7	23.0	-106
16:45:36	33.5	23.6	22.9	-106
16:45:38	33.5	23.5	22.7	-107
16:45:39	33.5	23.4	22.7	-107
16:45:41	33.6	23.2	22.5	-106
16:45:42	33.6	23.2	22.3	-106
16:45:44	33.7	23.0	22.3	-107
16:45:45	33.7	22.9	22.1	-106
16:45:47	33.7	22.8	22.0	-106
16:45:49	33.7	22.7	21.9	-108
16:45:50	33.7	22.5	21.8	-108
16:45:52	33.8	22.4	21.7	-108
16:45:53	33.8	22.4	21.6	-108
16:45:55	33.8	22.2	21.5	-108
16:45:56	33.8	22.2	21.4	-107
16:45:58	33.8	22.0	21.2	-107
16:46:00	33.8	22.0	21.1	-107
16:46:01	33.9	21.8	21.0	-107
16:46:03	33.9	21.7	20.9	-105
16:46:04	33.9	21.6	20.8	-106
16:46:06	33.9	21.5	20.7	-107
16:46:07	34.0	21.4	20.6	-106
16:46:09	34.0	21.3	20.5	-106
16:46:11	34.0	21.2	20.3	-105
16:46:12	34.0	21.0	20.3	-108
16:46:14	33.9	20.9	20.2	-108
16:46:15	34.0	20.9	20.0	-107
16:46:17	34.0	20.8	20.0	-106
16:46:19	34.0	20.6	19.9	-106
16:46:20	34.0	20.6	19.8	-107
16:46:22	34.0	20.4	19.6	-110
16:46:23	34.0	20.4	19.6	-107
16:46:25	34.1	20.3	19.5	-108
16:46:26	34.1	20.2	19.4	-107
16:46:28	34.1	20.0	19.3	-108
16:46:30	34.1	20.0	19.2	-107
16:46:31	34.0	19.9	19.0	-108
16:46:33	34.1	19.8	19.0	-107
16:46:34	34.1	19.7	18.9	-108
16:46:36	34.0	19.6	18.7	-106
16:46:37	34.1	19.5	18.6	-107
16:46:39	34.1	19.4	18.6	-108
16:46:41	34.1	19.3	18.5	-107
16:46:42	34.1	19.2	18.2	-106
16:46:44	34.1	19.1	18.2	-107
16:46:45	34.1	19.1	18.1	-107
16:46:47	34.1	18.9	18.0	-107
16:46:49	34.0	18.8	17.9	-106
16:46:50	34.1	18.7	17.8	-108
16:46:52	34.1	18.6	17.8	-108
16:46:53	34.1	18.5	17.7	-107
