time	T cell	T cold	mBar
11:00:41	-48.2	-47.8	4118
11:00:43	-48.3	-47.8	4118
11:00:45	-48.3	-47.8	4117
11:00:46	-48.2	-47.8	4121
11:00:48	-48.2	-47.8	4116
11:00:49	-48.1	-47.8	4121
11:00:51	-48.1	-47.8	4121
11:00:52	-48.2	-47.8	4114
11:00:54	-48.3	-47.9	4117
11:00:56	-48.3	-47.9	4118
11:00:57	-48.3	-47.9	4119
11:00:59	-48.2	-47.9	4119
11:01:00	-48.2	-47.9	4118
11:01:02	-48.2	-47.9	4114
11:01:03	-48.3	-47.9	4116
11:01:05	-48.3	-47.9	4117
11:01:07	-48.3	-47.9	4113
11:01:08	-48.3	-47.9	4117
11:01:10	-48.2	-47.9	4117
11:01:11	-48.2	-47.9	4116
11:01:13	-48.2	-47.9	4114
11:01:15	-48.2	-47.9	4116
11:01:16	-48.3	-47.9	4113
11:01:18	-48.3	-47.9	4111
11:01:19	-48.3	-47.9	4114
11:01:21	-48.3	-47.9	4114
11:01:22	-48.2	-47.9	4114
11:01:24	-48.3	-47.9	4116
11:01:26	-48.3	-47.9	4111
11:01:27	-48.4	-48.0	4109
11:01:29	-48.4	-48.0	4113
11:01:30	-48.4	-48.0	4112
11:01:32	-48.3	-47.9	4113
11:01:33	-48.3	-47.9	4113
11:01:35	-48.2	-47.9	4112
11:01:37	-48.3	-47.9	4108
11:01:38	-48.3	-47.9	4112
11:01:40	-48.4	-48.0	4112
11:01:41	-48.4	-48.0	4108
11:01:43	-48.3	-48.0	4112
11:01:44	-48.3	-48.0	4111
11:01:46	-48.3	-47.9	4109
11:01:48	-48.3	-48.0	4111
11:01:49	-48.3	-48.0	4109
11:01:51	-48.4	-48.0	4104
11:01:52	-48.4	-48.0	4112
11:01:54	-48.3	-48.0	4112
11:01:56	-48.3	-48.0	4111
11:01:57	-48.3	-47.9	4112
11:01:59	-48.4	-48.0	4111
11:02:00	-48.3	-48.0	4106
11:02:02	-48.4	-47.5	4150
11:02:04	-48.2	-47.1	4217
11:02:05	-47.8	-46.5	4324
11:02:07	-47.6	-45.9	4373
11:02:08	-47.3	-45.5	4498
11:02:10	-46.8	-45.1	4556
11:02:11	-46.6	-44.6	4685
11:02:13	-46.2	-44.2	4738
11:02:15	-45.9	-43.8	4858
11:02:16	-45.5	-43.3	4945
11:02:18	-45.3	-43.0	5071
11:02:19	-45.0	-42.6	5199
11:02:21	-44.6	-42.2	5250
11:02:22	-44.2	-41.8	5369
11:02:24	-43.8	-41.4	5429
11:02:26	-43.6	-41.1	5529
11:02:27	-43.4	-40.7	5591
11:02:29	-43.1	-40.3	5681
11:02:30	-42.9	-40.0	5727
11:02:32	-42.6	-39.6	5837
11:02:33	-42.4	-39.2	5889
11:02:35	-42.0	-38.9	6081
11:02:37	-41.6	-38.7	6127
11:02:38	-41.4	-38.2	6177
11:02:40	-41.4	-37.9	6207
11:02:41	-41.2	-37.6	6295
11:02:43	-41.0	-37.2	6368
11:02:45	-41.0	-36.9	6406
11:02:46	-40.9	-36.6	6481
11:02:48	-40.7	-36.3	6535
11:02:49	-40.6	-36.0	6624
11:02:51	-40.2	-35.7	6668
11:02:52	-40.1	-35.4	6772
11:02:54	-39.9	-35.1	6815
11:02:56	-39.6	-34.8	6901
11:02:57	-39.5	-34.5	6951
11:02:59	-39.2	-34.3	7048
11:03:00	-39.2	-34.0	7092
11:03:02	-38.9	-33.7	7195
11:03:03	-38.6	-33.5	7247
11:03:05	-38.5	-33.2	7335
11:03:07	-38.2	-32.9	7430
11:03:08	-38.0	-32.7	7479
11:03:10	-37.8	-32.4	7549
11:03:11	-37.6	-32.2	7597
11:03:13	-37.4	-31.9	7699
11:03:14	-37.3	-31.6	7731
11:03:16	-37.1	-31.5	7824
11:03:18	-36.7	-31.2	7871
11:03:19	-36.7	-31.0	7962
11:03:21	-36.5	-30.7	8004
11:03:22	-36.2	-30.5	8107
11:03:24	-36.0	-30.2	8164
11:03:26	-35.9	-30.1	8238
11:03:27	-35.7	-29.8	8290
11:03:29	-35.4	-29.6	8398
11:03:30	-35.2	-29.4	8478
11:03:32	-35.1	-29.2	8525
11:03:33	-34.9	-29.0	8644
11:03:35	-34.7	-28.8	8691
11:03:37	-34.5	-28.7	8769
11:03:38	-34.5	-28.5	8826
11:03:40	-34.3	-28.3	8941
11:03:41	-34.0	-28.1	8992
11:03:43	-33.8	-27.9	9078
11:03:44	-33.8	-27.7	9116
11:03:46	-33.6	-27.5	9225
11:03:48	-33.4	-27.3	9286
11:03:49	-33.1	-27.2	9383
11:03:51	-33.0	-27.0	9415
11:03:52	-32.8	-26.7	9520
11:03:54	-32.6	-26.6	9580
11:03:55	-32.4	-26.4	9676
11:03:57	-32.2	-26.2	9758
11:03:59	-32.1	-26.1	9798
11:04:00	-32.0	-25.9	9904
11:04:02	-31.8	-25.8	9951
11:04:03	-31.6	-25.6	10051
11:04:05	-31.4	-25.4	10072
11:04:06	-31.3	-25.2	10153
11:04:08	-31.1	-25.1	10223
11:04:10	-30.9	-24.9	10321
11:04:11	-30.8	-24.7	10368
11:04:13	-30.5	-24.6	10449
11:04:14	-30.4	-24.4	10498
11:04:16	-30.2	-24.2	10622
11:04:17	-30.0	-24.0	10680
11:04:19	-29.9	-23.9	10772
11:04:21	-29.7	-23.7	10793
11:04:22	-29.6	-23.6	10811
11:04:24	-29.5	-23.4	10828
11:04:25	-29.5	-23.2	10832
11:04:27	-29.4	-23.1	10840
11:04:29	-29.3	-22.9	10842
11:04:30	-29.2	-22.8	10847
11:04:32	-28.9	-22.6	10848
11:04:33	-28.9	-22.5	10852
11:04:35	-28.9	-22.4	10852
11:04:36	-28.8	-22.3	10854
11:04:38	-28.8	-22.1	10856
11:04:40	-28.8	-22.0	10857
11:04:41	-28.8	-21.9	10857
11:04:43	-28.7	-21.8	10854
11:04:44	-28.7	-21.7	10857
11:04:46	-28.7	-21.5	10856
11:04:47	-28.7	-21.4	10856
11:04:49	-28.7	-21.2	10857
11:04:51	-28.7	-21.1	10856
11:04:52	-28.7	-20.9	10857
11:04:54	-28.6	-20.8	10857
11:04:55	-28.7	-20.7	10857
11:04:57	-28.6	-20.5	10858
11:04:58	-28.7	-20.4	10857
11:05:00	-28.6	-20.3	10857
11:05:02	-28.7	-20.2	10857
11:05:03	-28.6	-20.0	10854
11:05:05	-28.7	-19.9	10856
11:05:06	-28.7	-19.8	10852
11:05:08	-28.7	-19.7	10854
11:05:10	-28.7	-19.5	10853
11:05:11	-28.7	-19.3	10856
11:05:13	-28.7	-19.2	10854
11:05:14	-28.6	-19.0	10854
11:05:16	-28.7	-18.9	10856
11:05:17	-28.7	-18.8	10854
11:05:19	-28.7	-18.7	10853
11:05:21	-28.6	-18.5	10848
11:05:22	-28.7	-18.4	10852
11:05:24	-28.7	-18.2	10847
11:05:25	-28.7	-18.1	10852
11:05:27	-28.7	-18.0	10848
11:05:28	-28.8	-17.8	10853
11:05:30	-28.7	-17.7	10848
11:05:32	-28.7	-17.6	10853
11:05:33	-28.6	-17.4	10851
11:05:35	-28.7	-17.3	10854
11:05:36	-28.7	-17.1	10851
11:05:38	-28.7	-17.0	10852
11:05:40	-28.7	-16.8	10851
11:05:41	-28.7	-16.7	10854
11:05:43	-28.7	-16.6	10853
11:05:44	-28.7	-16.5	10854
11:05:46	-28.7	-16.3	10856
11:05:47	-28.7	-16.2	10852
11:05:49	-28.7	-16.1	10856
11:05:51	-28.7	-16.0	10850
11:05:52	-28.8	-15.9	10852
11:05:54	-28.7	-15.7	10848
11:05:55	-28.7	-15.6	10853
11:05:57	-28.8	-15.4	10846
11:05:58	-28.8	-15.3	10852
11:06:00	-28.7	-15.2	10850
11:06:02	-28.8	-15.1	10854
11:06:03	-28.7	-15.0	10848
11:06:05	-28.8	-14.9	10854
11:06:06	-28.7	-14.7	10851
11:06:08	-28.8	-14.7	10856
11:06:09	-28.8	-14.6	10853
11:06:11	-28.8	-14.4	10854
11:06:13	-28.7	-14.3	10851
11:06:14	-28.8	-14.1	10853
11:06:16	-28.7	-14.0	10851
11:06:17	-28.8	-14.0	10853
11:06:19	-28.8	-13.9	10853
11:06:20	-28.8	-13.8	10852
11:06:22	-28.7	-13.7	10848
11:06:24	-28.8	-13.5	10851
11:06:25	-28.8	-13.5	10850
11:06:27	-28.9	-13.3	10852
11:06:28	-28.8	-13.3	10848
11:06:30	-28.9	-13.2	10851
11:06:32	-28.7	-13.1	10847
11:06:33	-28.9	-13.0	10851
11:06:35	-28.7	-12.9	10848
11:06:36	-28.8	-12.8	10848
11:06:38	-28.8	-12.6	10848
11:06:40	-28.8	-12.6	10851
11:06:41	-28.8	-12.5	10851
11:06:43	-28.8	-12.4	10854
11:06:44	-28.8	-12.4	10850
11:06:46	-28.8	-12.2	10853
11:06:47	-28.8	-12.1	10850
11:06:49	-28.8	-12.0	10853
11:06:51	-28.8	-12.0	10853
11:06:52	-28.8	-11.9	10852
11:06:54	-28.7	-11.8	10851
11:06:55	-28.8	-11.7	10852
11:06:57	-28.8	-11.6	10850
11:06:59	-28.8	-11.5	10848
11:07:00	-28.8	-11.4	10848
11:07:02	-28.8	-11.4	10856
11:07:03	-28.8	-11.3	10848
11:07:05	-28.9	-11.2	10851
11:07:07	-28.8	-11.2	10846
11:07:08	-28.9	-11.1	10847
11:07:10	-28.8	-11.0	10847
11:07:11	-28.9	-11.0	10851
11:07:13	-28.8	-10.9	10848
11:07:14	-28.8	-10.8	10851
11:07:16	-28.8	-10.7	10851
11:07:18	-28.8	-10.6	10850
11:07:19	-28.8	-10.5	10848
11:07:21	-28.9	-10.4	10852
11:07:22	-28.7	-10.4	10848
11:07:24	-28.9	-10.4	10852
11:07:26	-28.8	-10.3	10850
11:07:27	-28.9	-10.2	10851
11:07:29	-28.8	-10.2	10850
11:07:30	-28.9	-10.0	10851
11:07:32	-28.9	-10.0	10850
11:07:34	-28.8	-9.9	10848
11:07:35	-28.9	-9.9	10854
11:07:37	-28.9	-9.8	10850
11:07:38	-28.8	-9.8	10852
11:07:40	-28.9	-9.7	10851
11:07:42	-28.9	-9.6	10852
11:07:43	-28.8	-9.6	10850
11:07:45	-28.9	-9.5	10851
11:07:46	-28.8	-9.4	10846
11:07:48	-28.9	-9.4	10851
11:07:50	-28.9	-9.3	10848
11:07:51	-28.8	-9.2	10853
11:07:53	-28.8	-9.1	10850
11:07:54	-28.7	-9.1	10853
11:07:56	-28.8	-9.0	10853
11:07:57	-28.8	-9.0	10851
11:07:59	-28.8	-8.9	10854
11:08:01	-28.7	-8.8	10852
11:08:02	-28.8	-8.8	10856
11:08:04	-28.8	-8.7	10853
11:08:05	-28.8	-8.7	10854
11:08:07	-28.9	-8.6	10851
11:08:08	-28.9	-8.6	10853
11:08:10	-28.8	-8.5	10850
11:08:12	-28.9	-8.5	10853
11:08:13	-28.8	-8.4	10851
11:08:15	-28.9	-8.3	10853
11:08:16	-29.0	-8.3	10852
11:08:18	-28.8	-8.3	10852
11:08:20	-29.1	-8.2	10853
11:08:21	-28.9	-8.1	10852
11:08:23	-28.9	-8.1	10853
11:08:24	-29.0	-8.0	10850
11:08:26	-29.0	-8.0	10853
11:08:28	-28.9	-8.0	10850
11:08:29	-28.9	-7.8	10852
11:08:31	-28.9	-7.8	10852
11:08:32	-28.9	-7.8	10851
11:08:34	-29.0	-7.7	10853
11:08:36	-28.7	-7.7	10851
11:08:37	-28.9	-7.7	10853
11:08:39	-28.9	-7.6	10848
11:08:40	-28.9	-7.6	10851
11:08:42	-28.9	-7.5	10853
11:08:44	-28.9	-7.4	10850
11:08:45	-28.9	-7.4	10854
11:08:47	-28.7	-7.4	10851
11:08:49	-28.8	-7.3	10853
11:08:50	-28.7	-7.2	10851
11:08:52	-28.8	-7.2	10853
11:08:53	-28.8	-7.1	10854
11:08:55	-28.8	-7.2	10852
11:08:57	-28.8	-7.1	10852
11:08:58	-28.9	-7.1	10850
11:09:00	-28.8	-7.0	10853
11:09:01	-28.9	-7.0	10850
11:09:03	-28.9	-7.0	10851
11:09:05	-28.9	-7.0	10848
11:09:06	-28.8	-6.9	10850
11:09:08	-28.8	-6.9	10852
11:09:09	-28.9	-6.9	10851
11:09:11	-28.8	-6.8	10850
11:09:13	-28.8	-6.7	10852
11:09:14	-28.9	-6.7	10851
11:09:16	-28.7	-6.7	10854
11:09:17	-28.9	-6.6	10851
11:09:19	-28.8	-6.6	10852
11:09:21	-28.8	-6.5	10853
11:09:22	-28.9	-6.5	10853
11:09:24	-28.8	-6.4	10854
11:09:26	-28.8	-6.4	10851
11:09:27	-28.7	-6.4	10853
11:09:29	-28.8	-6.3	10856
11:09:30	-28.8	-6.3	10850
11:09:32	-28.8	-6.3	10856
11:09:34	-28.8	-6.2	10854
11:09:35	-28.7	-6.2	10852
11:09:37	-28.7	-6.1	10853
11:09:38	-28.8	-6.2	10850
11:09:40	-28.8	-6.1	10852
11:09:42	-28.8	-6.0	10851
11:09:43	-28.8	-6.0	10853
11:09:45	-28.9	-6.0	10852
11:09:46	-28.8	-5.9	10850
11:09:48	-28.8	-5.9	10852
11:09:50	-28.8	-5.8	10852
11:09:51	-28.9	-5.8	10851
11:09:53	-28.8	-5.8	10854
11:09:55	-28.9	-5.7	10848
11:09:56	-29.0	-5.7	10852
11:09:58	-28.8	-5.6	10852
11:09:59	-28.9	-5.6	10851
11:10:01	-28.9	-5.6	10851
11:10:03	-28.8	-5.6	10853
11:10:04	-28.8	-6.2	10851
11:10:06	-28.8	-7.0	10852
11:10:07	-28.8	-7.9	10852
11:10:09	-28.8	-8.5	10852
11:10:11	-28.7	-9.2	10852
11:10:12	-28.7	-9.9	10850
11:10:14	-28.7	-10.4	10850
11:10:15	-28.7	-11.0	10850
11:10:17	-28.7	-11.6	10850
11:10:19	-28.7	-12.1	10853
11:10:20	-28.7	-12.6	10850
11:10:22	-28.7	-13.2	10851
11:10:24	-28.7	-13.6	10852
11:10:25	-28.7	-14.1	10847
11:10:27	-28.6	-14.6	10850
11:10:28	-28.6	-15.1	10850
11:10:30	-28.5	-15.5	10848
11:10:32	-28.5	-16.0	10851
11:10:33	-28.5	-16.3	10850
11:10:35	-28.5	-16.8	10848
11:10:36	-28.5	-17.3	10851
11:10:38	-28.5	-17.6	10847
11:10:40	-28.4	-18.1	10847
11:10:41	-28.5	-18.4	10847
11:10:43	-28.5	-18.8	10846
11:10:45	-28.4	-19.2	10848
11:10:46	-28.4	-19.6	10847
11:10:48	-28.4	-20.0	10846
11:10:49	-28.4	-20.4	10847
11:10:51	-28.4	-20.8	10847
11:10:53	-28.3	-21.2	10853
11:10:54	-28.3	-21.5	10848
11:10:56	-28.3	-21.8	10847
11:10:57	-28.0	-22.1	10851
11:10:59	-28.2	-22.5	10847
11:11:01	-28.1	-22.8	10847
11:11:02	-28.0	-23.2	10847
11:11:04	-28.0	-23.5	10848
11:11:05	-28.0	-23.8	10848
11:11:07	-28.1	-24.2	10848
11:11:09	-28.0	-24.5	10848
11:11:10	-28.0	-24.8	10851
11:11:12	-27.9	-25.1	10850
11:11:13	-27.9	-25.5	10848
11:11:15	-27.9	-25.7	10845
11:11:17	-27.8	-26.0	10847
11:11:18	-27.8	-26.4	10846
11:11:20	-27.8	-26.6	10847
11:11:21	-27.8	-27.0	10847
11:11:23	-27.8	-27.2	10846
11:11:25	-27.7	-27.5	10848
11:11:26	-27.8	-27.7	10847
11:11:28	-27.8	-28.0	10848
11:11:30	-27.7	-28.3	10846
11:11:31	-27.7	-28.6	10824
11:11:33	-27.7	-28.8	10785
11:11:34	-27.8	-28.9	10699
11:11:36	-27.8	-29.2	10600
11:11:38	-27.9	-29.3	10550
11:11:39	-28.0	-29.5	10451
11:11:41	-28.3	-29.7	10390
11:11:42	-28.5	-29.9	10298
11:11:44	-28.4	-30.0	10250
11:11:46	-28.6	-30.2	10144
11:11:47	-28.8	-30.4	10059
11:11:49	-29.0	-30.5	10036
11:11:50	-29.1	-30.7	9944
11:11:52	-29.2	-30.8	9903
11:11:54	-29.4	-31.1	9831
11:11:55	-29.5	-31.2	9796
11:11:57	-29.5	-31.3	9705
11:11:58	-29.8	-31.5	9661
11:12:00	-30.0	-31.6	9623
11:12:02	-30.0	-31.8	9572
11:12:03	-30.1	-31.9	9549
11:12:05	-30.2	-31.9	9477
11:12:07	-30.4	-32.1	9442
11:12:08	-30.6	-32.2	9367
11:12:10	-30.6	-32.3	9328
11:12:11	-31.0	-32.5	9242
11:12:13	-31.1	-32.6	9168
11:12:15	-31.2	-32.7	9132
11:12:16	-31.3	-32.8	9059
11:12:18	-31.4	-33.0	9009
11:12:19	-31.6	-33.2	8940
11:12:21	-31.9	-33.3	8904
11:12:23	-32.0	-33.5	8833
11:12:24	-32.1	-33.6	8789
11:12:26	-32.2	-33.7	8720
11:12:27	-32.4	-33.9	8654
11:12:29	-32.5	-34.0	8617
11:12:31	-32.5	-34.1	8541
11:12:32	-32.7	-34.1	8509
11:12:34	-32.8	-34.2	8445
11:12:36	-33.0	-34.4	8411
11:12:37	-33.1	-34.5	8340
11:12:39	-33.1	-34.7	8275
11:12:40	-33.3	-34.8	8241
11:12:42	-33.3	-34.9	8176
11:12:44	-33.5	-35.0	8150
11:12:45	-33.6	-35.2	8077
11:12:47	-33.8	-35.2	8045
11:12:48	-33.9	-35.4	7987
11:12:50	-34.1	-35.5	7930
11:12:52	-34.2	-35.6	7903
11:12:53	-34.3	-35.7	7835
11:12:55	-34.4	-35.8	7804
11:12:56	-34.4	-36.0	7747
11:12:58	-34.7	-36.1	7723
11:13:00	-34.7	-36.2	7668
11:13:01	-34.9	-36.3	7627
11:13:03	-34.9	-36.4	7575
11:13:05	-35.0	-36.5	7524
11:13:06	-35.1	-36.6	7502
11:13:08	-35.3	-36.8	7452
11:13:09	-35.4	-36.9	7418
11:13:11	-35.6	-36.9	7362
11:13:13	-35.6	-37.0	7342
11:13:14	-35.7	-37.1	7291
11:13:16	-35.8	-37.2	7247
11:13:17	-35.9	-37.3	7222
11:13:19	-36.2	-37.5	7164
11:13:21	-36.2	-37.6	7138
11:13:22	-36.3	-37.6	7093
11:13:24	-36.4	-37.7	7074
11:13:25	-36.5	-37.8	7030
11:13:27	-36.6	-37.9	7009
11:13:29	-36.8	-38.0	6962
11:13:30	-36.9	-38.1	6909
11:13:32	-36.8	-38.2	6893
11:13:33	-37.1	-38.3	6850
11:13:35	-37.3	-38.4	6824
11:13:37	-37.3	-38.5	6784
11:13:38	-37.5	-38.7	6767
11:13:40	-37.4	-38.7	6713
11:13:42	-37.6	-38.8	6675
11:13:43	-37.6	-38.9	6655
11:13:45	-37.7	-39.0	6619
11:13:46	-37.8	-39.1	6598
11:13:48	-37.9	-39.2	6559
11:13:50	-38.0	-39.2	6546
11:13:51	-38.3	-39.3	6509
11:13:53	-38.2	-39.4	6458
11:13:54	-38.4	-39.5	6439
11:13:56	-38.4	-39.6	6408
11:13:58	-38.4	-39.6	6392
11:13:59	-38.6	-39.8	6354
11:14:01	-38.8	-39.9	6341
11:14:02	-38.9	-39.9	6306
11:14:04	-38.9	-40.0	6286
11:14:06	-39.0	-40.0	6241
11:14:07	-39.0	-40.1	6210
11:14:09	-39.1	-40.2	6196
11:14:10	-39.1	-40.3	6165
11:14:12	-39.2	-40.3	6149
11:14:14	-39.3	-40.5	6119
11:14:15	-39.4	-40.5	6104
11:14:17	-39.5	-40.6	6072
11:14:18	-39.7	-40.7	6043
11:14:20	-39.7	-40.7	6029
11:14:22	-39.9	-40.8	5992
11:14:23	-39.8	-40.9	5976
11:14:25	-39.9	-40.9	5951
11:14:27	-40.1	-41.1	5937
11:14:28	-40.2	-41.2	5910
11:14:30	-40.4	-41.3	5894
11:14:31	-40.3	-41.3	5869
11:14:33	-40.3	-41.4	5840
11:14:35	-40.5	-41.4	5827
11:14:36	-40.5	-41.5	5800
11:14:38	-40.7	-41.6	5779
11:14:39	-40.7	-41.7	5753
11:14:41	-40.9	-41.8	5738
11:14:43	-40.9	-41.8	5713
11:14:44	-40.9	-41.8	5691
11:14:46	-40.9	-42.0	5681
11:14:47	-41.2	-42.0	5658
11:14:49	-41.3	-42.0	5645
11:14:51	-41.1	-42.1	5624
11:14:52	-41.2	-42.1	5609
11:14:54	-41.4	-42.2	5585
11:14:55	-41.4	-42.2	5576
11:14:57	-41.5	-42.3	5544
11:14:59	-41.5	-42.3	5522
11:15:00	-41.7	-42.4	5509
11:15:02	-41.7	-42.5	5488
11:15:04	-41.7	-42.5	5481
11:15:05	-41.7	-42.6	5461
11:15:07	-41.8	-42.7	5450
11:15:08	-41.9	-42.7	5430
11:15:10	-41.9	-42.8	5413
11:15:12	-42.1	-42.8	5399
11:15:13	-42.1	-42.9	5379
11:15:15	-42.1	-42.9	5371
11:15:16	-42.2	-43.0	5352
11:15:18	-42.3	-43.0	5343
11:15:20	-42.3	-43.1	5312
11:15:21	-42.3	-43.1	5301
11:15:23	-42.4	-43.2	5284
11:15:24	-42.4	-43.2	5267
11:15:26	-42.5	-43.3	5258
11:15:28	-42.6	-43.3	5243
11:15:29	-42.7	-43.3	5233
11:15:31	-42.7	-43.4	5218
11:15:33	-42.7	-43.5	5207
11:15:34	-42.8	-43.5	5190
11:15:36	-42.9	-43.6	5174
11:15:37	-43.0	-43.6	5166
11:15:39	-42.9	-43.6	5148
11:15:41	-43.0	-43.7	5143
11:15:42	-43.0	-43.7	5128
11:15:44	-42.9	-43.8	5116
11:15:45	-43.1	-43.8	5087
11:15:47	-43.1	-43.9	5074
11:15:49	-43.1	-43.9	5069
11:15:50	-43.2	-43.9	5052
11:15:52	-43.4	-44.0	5044
11:15:53	-43.4	-44.1	5031
11:15:55	-43.3	-44.1	5023
11:15:57	-43.5	-44.1	5007
11:15:58	-43.6	-44.1	5004
11:16:00	-43.6	-44.2	4989
11:16:01	-43.7	-44.3	4975
11:16:03	-43.6	-44.3	4967
11:16:05	-43.7	-44.4	4958
11:16:06	-43.7	-44.4	4946
11:16:08	-43.7	-44.4	4934
11:16:10	-43.8	-44.5	4929
11:16:11	-43.8	-44.5	4915
11:16:13	-43.9	-44.6	4900
11:16:14	-44.0	-44.6	4893
11:16:16	-44.0	-44.6	4879
11:16:18	-44.2	-44.7	4867
11:16:19	-44.2	-44.7	4851
11:16:21	-44.1	-44.7	4850
11:16:22	-44.3	-44.9	4835
11:16:24	-44.4	-45.0	4826
11:16:26	-44.5	-45.0	4820
11:16:27	-44.5	-45.1	4807
11:16:29	-44.6	-45.1	4801
11:16:31	-44.5	-45.1	4791
11:16:32	-44.5	-45.2	4786
11:16:34	-44.4	-45.2	4775
11:16:35	-44.6	-45.2	4765
11:16:37	-44.6	-45.2	4759
11:16:39	-44.7	-45.2	4749
11:16:40	-44.7	-45.3	4739
11:16:42	-44.8	-45.3	4732
11:16:43	-44.7	-45.3	4731
11:16:45	-44.6	-45.3	4720
11:16:47	-44.7	-45.3	4712
11:16:48	-44.8	-45.4	4703
11:16:50	-44.9	-45.4	4692
11:16:51	-44.9	-45.4	4686
11:16:53	-44.9	-45.5	4677
11:16:55	-44.9	-45.5	4674
11:16:56	-44.9	-45.5	4661
11:16:58	-45.0	-45.6	4658
11:17:00	-45.1	-45.6	4647
11:17:01	-45.1	-45.6	4629
11:17:03	-45.1	-45.6	4621
11:17:04	-45.1	-45.7	4618
11:17:06	-45.1	-45.7	4612
11:17:08	-45.2	-45.7	4603
11:17:09	-45.1	-45.8	4598
11:17:11	-45.2	-45.8	4591
11:17:12	-45.3	-45.8	4586
11:17:14	-45.3	-45.9	4581
11:17:16	-45.4	-45.9	4572
11:17:17	-45.3	-45.9	4567
11:17:19	-45.3	-45.9	4557
11:17:20	-45.3	-45.9	4554
11:17:22	-45.5	-46.0	4545
11:17:24	-45.5	-45.9	4541
11:17:25	-45.5	-46.0	4535
11:17:27	-45.5	-46.0	4525
11:17:29	-45.5	-46.0	4523
11:17:30	-45.5	-46.1	4512
11:17:32	-45.5	-46.1	4510
11:17:33	-45.7	-46.1	4503
11:17:35	-45.8	-46.2	4500
11:17:37	-45.8	-46.2	4494
11:17:38	-45.8	-46.2	4483
11:17:40	-45.8	-46.2	4479
11:17:41	-45.8	-46.2	4476
11:17:43	-45.8	-46.3	4470
11:17:45	-45.9	-46.3	4463
11:17:46	-45.8	-46.3	4461
11:17:48	-45.8	-46.3	4451
11:17:49	-45.9	-46.3	4444
11:17:51	-45.9	-46.4	4439
11:17:53	-45.9	-46.4	4432
11:17:54	-45.9	-46.4	4431
11:17:56	-45.9	-46.4	4423
11:17:58	-45.9	-46.4	4420
11:17:59	-46.0	-46.5	4408
11:18:01	-45.9	-46.5	4397
11:18:02	-46.1	-46.5	4392
11:18:04	-46.0	-46.6	4385
11:18:06	-46.1	-46.5	4382
11:18:07	-46.1	-46.5	4375
11:18:09	-46.2	-46.6	4377
11:18:10	-46.2	-46.6	4367
11:18:12	-46.0	-46.6	4363
11:18:14	-46.1	-46.6	4358
11:18:15	-46.0	-46.6	4354
11:18:17	-46.1	-46.6	4353
11:18:18	-46.3	-46.8	4347
11:18:20	-46.3	-46.8	4342
11:18:22	-46.3	-46.8	4338
11:18:23	-46.3	-46.8	4332
11:18:25	-46.3	-46.8	4330
11:18:27	-46.4	-46.8	4325
11:18:28	-46.3	-46.9	4321
11:18:30	-46.4	-46.9	4316
11:18:31	-46.4	-46.9	4312
11:18:33	-46.4	-46.9	4309
11:18:35	-46.6	-46.9	4304
11:18:36	-46.6	-47.0	4298
11:18:38	-46.4	-47.0	4295
11:18:39	-46.6	-47.0	4290
11:18:41	-46.5	-47.0	4286
11:18:43	-46.5	-47.1	4283
11:18:44	-46.6	-47.0	4280
11:18:46	-46.6	-47.1	4278
11:18:47	-46.7	-47.1	4273
11:18:49	-46.7	-47.1	4269
11:18:51	-46.7	-47.1	4265
11:18:52	-46.7	-47.1	4259
11:18:54	-46.7	-47.2	4258
11:18:56	-46.7	-47.1	4253
11:18:57	-46.8	-47.1	4250
11:18:59	-46.8	-47.2	4248
11:19:00	-46.8	-47.2	4243
11:19:02	-46.7	-47.2	4237
11:19:04	-46.8	-47.2	4237
11:19:05	-46.8	-47.3	4233
11:19:07	-46.8	-47.3	4226
11:19:08	-46.8	-47.3	4226
11:19:10	-46.9	-47.3	4221
11:19:11	-46.8	-47.3	4218
11:19:13	-46.9	-47.4	4212
11:19:15	-46.9	-47.3	4211
11:19:16	-46.9	-47.4	4208
11:19:18	-47.0	-47.4	4206
11:19:20	-46.9	-47.4	4201
11:19:21	-47.0	-47.5	4199
11:19:23	-46.9	-47.4	4194
11:19:24	-47.0	-47.5	4190
11:19:26	-46.9	-47.5	4189
11:19:27	-47.0	-47.5	4186
11:19:29	-47.1	-47.5	4184
11:19:31	-47.1	-47.5	4173
11:19:32	-47.2	-47.5	4165
11:19:34	-47.1	-47.5	4163
11:19:35	-47.2	-47.6	4163
11:19:37	-47.1	-47.6	4159
11:19:39	-47.2	-47.6	4155
11:19:40	-47.2	-47.6	4153
11:19:42	-47.2	-47.6	4150
11:19:43	-47.2	-47.6	4148
11:19:45	-47.2	-47.6	4142
11:19:46	-47.2	-47.6	4140
11:19:48	-47.2	-47.6	4138
11:19:50	-47.5	-47.7	4138
11:19:51	-47.4	-47.7	4135
11:19:53	-47.3	-47.6	4133
11:19:54	-47.4	-47.6	4127
11:19:56	-47.3	-47.7	4125
11:19:57	-47.4	-47.7	4125
11:19:59	-47.4	-47.7	4123
11:20:01	-47.4	-47.8	4119
11:20:02	-47.4	-47.8	4118
11:20:04	-47.4	-47.8	4113
11:20:05	-47.4	-47.8	4111
11:20:07	-47.4	-47.8	4112
11:20:09	-47.4	-47.8	4109
11:20:10	-47.5	-47.8	4107
11:20:12	-47.5	-47.8	4103
11:20:13	-47.5	-47.8	4101
11:20:15	-47.4	-47.9	4097
