time	T hot	T cold
13:59:55	16.1	14.0
13:59:56	16.1	14.0
13:59:58	16.1	14.0
13:59:59	16.1	14.0
14:00:00	16.1	14.0
14:00:02	16.2	14.0
14:00:03	18.4	13.6
14:00:04	19.2	13.0
14:00:06	19.5	12.1
14:00:07	19.7	11.1
14:00:08	19.7	10.4
14:00:10	19.9	9.4
14:00:11	20.0	8.6
14:00:12	20.1	7.9
14:00:14	20.2	6.8
14:00:15	20.3	6.0
14:00:16	20.3	5.2
14:00:18	20.4	4.3
14:00:19	20.4	3.6
14:00:20	20.4	2.8
14:00:22	20.5	1.9
14:00:23	20.6	1.2
14:00:24	20.7	0.5
14:00:26	20.8	-0.2
14:00:27	20.8	-0.9
14:00:28	20.9	-1.6
14:00:30	20.9	-2.4
14:00:31	21.0	-3.0
14:00:32	21.0	-3.7
14:00:34	21.0	-4.5
14:00:35	21.0	-5.0
14:00:36	21.1	-5.8
14:00:38	21.1	-6.4
14:00:39	21.2	-7.0
14:00:40	21.2	-7.7
14:00:42	21.2	-8.3
14:00:43	21.2	-9.0
14:00:44	21.2	-9.7
14:00:46	21.2	-10.2
14:00:47	21.3	-10.7
14:00:48	21.3	-11.3
14:00:50	21.4	-11.9
14:00:51	21.3	-12.4
14:00:52	21.4	-13.1
14:00:54	21.4	-13.6
14:00:55	21.4	-14.1
14:00:56	21.5	-14.6
14:00:58	21.5	-15.2
14:00:59	21.5	-15.5
14:01:00	21.5	-16.2
14:01:01	21.5	-16.6
14:01:03	21.5	-17.1
14:01:04	21.5	-17.6
14:01:05	21.6	-18.0
14:01:07	21.6	-18.5
14:01:08	21.6	-19.0
14:01:09	21.6	-19.4
14:01:11	21.6	-19.8
14:01:12	21.6	-20.2
14:01:13	21.6	-20.6
14:01:15	21.6	-21.0
14:01:16	21.6	-21.4
14:01:17	21.6	-21.7
14:01:19	21.6	-22.2
14:01:20	21.6	-22.5
14:01:21	21.6	-22.9
14:01:23	21.7	-23.2
14:01:24	21.7	-23.6
14:01:25	21.7	-23.9
14:01:27	21.7	-24.3
14:01:28	21.7	-24.6
14:01:29	21.7	-25.0
14:01:31	21.7	-25.3
14:01:32	21.7	-25.7
14:01:33	21.7	-26.0
14:01:35	21.7	-26.3
14:01:36	21.7	-26.6
14:01:37	21.7	-26.9
14:01:39	21.7	-27.2
14:01:40	21.7	-27.5
14:01:41	21.7	-27.9
14:01:43	21.7	-28.2
14:01:44	21.7	-28.5
14:01:45	21.7	-28.7
14:01:46	21.7	-29.0
14:01:48	21.6	-29.4
14:01:49	21.6	-29.6
14:01:50	21.7	-29.9
14:01:52	21.7	-30.1
14:01:53	21.7	-30.4
14:01:54	21.6	-30.7
14:01:56	21.6	-30.9
14:01:57	21.6	-31.2
14:01:58	21.6	-31.5
14:02:00	21.6	-31.7
14:02:01	21.6	-32.0
14:02:02	21.6	-32.3
14:02:04	21.6	-32.5
14:02:05	21.5	-32.8
14:02:06	21.5	-33.0
14:02:08	21.5	-33.2
14:02:09	21.5	-33.5
14:02:10	21.5	-33.7
14:02:12	21.5	-33.9
14:02:13	21.5	-34.1
14:02:14	21.5	-34.4
