time	T hot	T cold	mBar
16:05:30	-43.4	-37.3	18
16:05:31	-43.4	-37.3	19
16:05:33	-43.4	-37.3	19
16:05:34	-43.5	-37.3	19
16:05:36	-43.5	-37.3	19
16:05:37	-43.5	-37.3	18
16:05:39	-43.5	-37.3	17
16:05:41	-43.5	-37.3	19
16:05:42	-43.5	-37.3	18
16:05:44	-43.6	-37.3	19
16:05:45	-43.6	-37.3	17
16:05:47	-43.6	-37.3	17
16:05:48	-43.6	-37.3	18
16:05:50	-43.6	-37.4	18
16:05:52	-43.7	-37.4	19
16:05:53	-43.7	-37.4	19
16:05:55	-43.8	-37.4	19
16:05:56	-43.8	-37.4	15
16:05:58	-43.8	-37.4	17
16:05:59	-43.7	-37.4	18
16:06:01	-43.7	-37.4	18
16:06:02	-43.8	-37.4	20
16:06:04	-43.8	-37.4	19
16:06:06	-43.8	-37.4	18
16:06:07	-43.8	-37.4	20
16:06:09	-43.8	-37.4	18
16:06:10	-43.7	-37.4	18
16:06:12	-43.7	-37.4	19
16:06:13	-43.7	-37.4	19
16:06:15	-43.7	-37.4	19
16:06:17	-43.7	-37.4	18
16:06:18	-43.7	-37.4	19
16:06:20	-43.8	-37.4	19
16:06:21	-43.7	-37.4	18
16:06:23	-43.6	-37.4	19
16:06:24	-43.7	-37.4	18
16:06:26	-43.7	-37.4	18
16:06:28	-43.6	-37.4	18
16:06:29	-43.5	-37.4	18
16:06:31	-43.4	-37.4	18
16:06:32	-43.3	-37.4	19
16:06:34	-43.4	-37.4	20
16:06:35	-43.3	-37.4	20
16:06:37	-43.3	-37.4	19
16:06:39	-43.3	-37.4	20
16:06:40	-43.2	-37.4	20
16:06:42	-43.2	-37.4	19
16:06:43	-43.2	-37.4	18
16:06:45	-43.2	-37.4	19
16:06:46	-43.2	-37.4	17
16:06:48	-43.2	-37.4	19
16:06:50	-43.2	-37.4	19
16:06:51	-43.2	-37.4	18
16:06:53	-43.2	-37.4	18
16:06:54	-43.2	-37.4	19
16:06:56	-43.3	-37.4	19
16:06:57	-43.3	-37.4	19
16:06:59	-43.3	-37.4	20
16:07:01	-43.3	-37.4	18
16:07:02	-43.3	-37.4	20
16:07:04	-43.3	-37.4	18
16:07:05	-43.4	-37.4	19
16:07:07	-43.4	-37.4	19
16:07:08	-43.5	-37.5	19
16:07:10	-43.5	-37.4	19
16:07:12	-43.5	-37.4	18
16:07:13	-43.4	-37.5	19
16:07:15	-43.5	-37.5	18
16:07:16	-43.6	-37.5	15
16:07:18	-43.6	-37.5	18
16:07:19	-43.6	-37.5	18
16:07:21	-43.6	-37.5	18
16:07:22	-43.5	-37.5	19
16:07:24	-43.6	-37.5	19
16:07:26	-43.6	-37.5	19
16:07:27	-43.7	-37.5	18
16:07:29	-43.7	-37.5	19
16:07:30	-43.6	-37.5	18
16:07:32	-43.6	-37.5	15
16:07:33	-43.6	-37.5	17
16:07:35	-43.6	-37.5	17
16:07:37	-43.6	-37.5	19
16:07:38	-43.7	-37.5	18
16:07:40	-43.7	-37.5	15
16:07:41	-43.7	-37.5	17
16:07:43	-43.7	-37.5	18
16:07:44	-43.6	-37.5	17
16:07:46	-43.6	-37.5	19
16:07:48	-43.8	-37.5	19
16:07:49	-43.8	-37.5	18
16:07:51	-43.8	-37.5	19
16:07:52	-43.8	-37.5	19
16:07:54	-43.7	-37.5	18
16:07:55	-43.7	-37.5	15
16:07:57	-43.7	-37.5	18
16:07:59	-43.7	-37.5	18
16:08:00	-43.7	-37.5	17
16:08:02	-43.7	-37.5	19
16:08:03	-43.7	-37.5	18
16:08:05	-43.6	-37.6	19
16:08:06	-43.6	-37.5	18
16:08:08	-43.6	-37.6	19
16:08:10	-43.6	-37.5	17
16:08:11	-43.7	-37.6	19
16:08:13	-43.7	-37.6	19
16:08:14	-43.6	-37.6	20
16:08:16	-43.6	-37.6	14
16:08:17	-43.6	-37.6	18
16:08:19	-43.6	-37.6	18
16:08:20	-43.6	-37.6	17
16:08:22	-43.6	-37.6	17
16:08:24	-43.6	-37.6	17
16:08:25	-43.5	-37.6	17
16:08:27	-43.5	-37.6	17
16:08:28	-43.6	-37.6	18
16:08:30	-43.6	-37.7	18
16:08:31	-43.6	-37.7	18
16:08:33	-43.5	-37.7	17
16:08:35	-43.5	-37.7	17
16:08:36	-43.4	-37.7	18
16:08:38	-43.5	-37.7	17
16:08:39	-43.5	-37.7	17
16:08:41	-43.5	-37.7	19
16:08:42	-43.5	-37.7	18
16:08:44	-43.5	-37.7	18
16:08:46	-43.4	-37.6	17
16:08:47	-43.4	-37.6	15
16:08:49	-43.4	-37.6	17
16:08:50	-43.4	-37.6	19
16:08:52	-43.4	-37.5	19
16:08:53	-43.4	-37.6	17
16:08:55	-43.4	-37.6	15
16:08:57	-43.3	-37.6	17
16:08:58	-43.3	-37.6	17
16:09:00	-43.3	-37.5	18
16:09:01	-43.4	-37.6	17
16:09:03	-43.3	-37.5	17
16:09:04	-43.3	-37.5	18
16:09:06	-43.3	-37.5	17
16:09:08	-43.3	-37.5	18
16:09:09	-43.3	-37.5	15
16:09:11	-43.3	-37.5	18
16:09:12	-43.2	-37.5	19
16:09:14	-43.2	-37.5	19
16:09:15	-43.1	-37.5	18
16:09:17	-43.0	-37.6	18
16:09:18	-43.0	-37.5	18
16:09:20	-43.1	-37.5	19
16:09:22	-43.1	-37.5	17
16:09:23	-43.1	-37.5	13
16:09:25	-43.0	-37.5	19
16:09:26	-43.0	-37.5	18
16:09:28	-43.0	-37.5	18
16:09:29	-43.0	-37.5	18
16:09:31	-43.1	-37.6	15
16:09:33	-43.2	-37.6	18
16:09:34	-43.2	-37.5	17
16:09:36	-43.1	-37.6	18
16:09:37	-43.1	-37.6	18
16:09:39	-43.1	-37.6	19
16:09:40	-43.2	-37.6	17
16:09:42	-43.3	-37.6	17
16:09:44	-43.3	-37.6	17
16:09:45	-43.4	-37.6	15
16:09:47	-43.3	-37.5	17
16:09:48	-43.3	-37.6	18
16:09:50	-43.4	-37.6	14
16:09:51	-43.4	-37.6	18
16:09:53	-43.5	-37.6	17
16:09:55	-43.5	-37.6	19
16:09:56	-43.5	-37.6	18
16:09:58	-43.4	-37.6	18
16:09:59	-43.4	-37.6	19
16:10:01	-43.5	-37.6	18
16:10:02	-43.5	-37.6	19
16:10:04	-43.5	-37.6	18
16:10:06	-43.5	-37.6	18
16:10:07	-43.5	-37.6	17
16:10:09	-43.4	-37.6	18
16:10:10	-43.5	-37.6	19
16:10:12	-43.6	-37.6	20
16:10:13	-43.6	-37.6	18
16:10:15	-43.7	-37.6	18
16:10:16	-43.6	-37.6	18
16:10:18	-43.6	-37.6	19
16:10:20	-43.5	-37.6	19
16:10:21	-43.5	-37.6	19
16:10:23	-43.6	-37.6	19
16:10:24	-43.6	-37.6	18
16:10:26	-43.6	-37.6	17
16:10:28	-43.6	-37.6	18
16:10:29	-43.6	-37.6	17
16:10:31	-43.5	-37.6	17
16:10:32	-43.6	-37.6	18
16:10:34	-43.7	-37.6	15
16:10:35	-43.6	-37.6	18
16:10:37	-43.7	-37.6	17
16:10:39	-43.7	-37.6	15
16:10:40	-43.6	-37.6	17
16:10:42	-43.6	-37.6	17
16:10:43	-43.7	-37.6	17
16:10:45	-43.7	-37.6	18
16:10:46	-43.7	-37.6	17
16:10:48	-43.7	-37.6	15
16:10:50	-43.7	-37.6	19
16:10:51	-43.6	-37.6	15
16:10:53	-43.6	-37.6	17
16:10:54	-43.7	-37.7	18
16:10:56	-43.6	-37.6	18
16:10:57	-43.6	-37.6	18
16:10:59	-43.6	-37.6	15
16:11:00	-43.5	-37.6	17
16:11:02	-43.5	-37.6	18
16:11:04	-43.5	-37.6	18
16:11:05	-43.6	-37.6	18
16:11:07	-43.6	-37.7	18
16:11:08	-43.5	-37.7	18
16:11:10	-43.4	-37.7	18
16:11:11	-43.3	-37.7	19
16:11:13	-43.4	-37.7	18
16:11:15	-43.4	-37.7	20
16:11:16	-43.4	-37.7	18
16:11:18	-43.4	-37.7	18
16:11:19	-43.3	-37.7	19
16:11:21	-43.2	-37.6	17
16:11:22	-43.3	-37.7	18
16:11:24	-43.3	-37.7	18
16:11:26	-43.3	-37.7	19
16:11:27	-43.4	-37.7	18
16:11:29	-43.4	-37.7	19
16:11:30	-43.3	-37.7	19
16:11:32	-43.2	-37.7	19
16:11:33	-43.3	-37.7	18
16:11:35	-43.3	-37.7	19
16:11:36	-43.4	-37.8	19
16:11:38	-43.4	-37.7	18
16:11:40	-43.4	-37.8	19
16:11:41	-43.4	-37.7	18
16:11:43	-43.4	-37.8	18
16:11:44	-43.5	-37.8	20
16:11:46	-43.5	-37.8	19
16:11:47	-43.5	-37.8	20
16:11:49	-43.5	-37.8	19
16:11:51	-43.5	-37.8	19
16:11:52	-43.5	-37.8	20
16:11:54	-43.5	-37.8	19
16:11:55	-43.5	-37.8	18
