time	T hot	T water	T cold	mBar
12:24:59	29.4	7.1	29.2	-1044
12:25:01	29.4	7.2	29.2	-1044
12:25:02	31.0	7.0	29.2	-1043
12:25:04	31.0	7.0	29.2	-1044
12:25:05	22.4	7.0	29.2	-1044
12:25:07	18.6	7.2	29.2	-1044
12:25:09	16.5	7.3	29.1	-1045
12:25:10	15.1	7.4	29.1	-1044
12:25:12	14.5	7.5	29.1	-1044
12:25:14	13.9	7.5	29.0	-1044
12:25:15	13.6	7.5	28.8	-1045
12:25:17	13.2	7.5	28.7	-1044
12:25:18	12.9	7.5	28.6	-1044
12:25:20	12.6	7.3	28.5	-1045
12:25:21	12.5	7.3	28.3	-1047
12:25:23	12.3	7.2	28.1	-1045
12:25:25	12.3	7.1	27.9	-1047
12:25:26	12.2	7.1	27.7	-1047
12:25:28	12.1	7.1	27.5	-1047
12:25:29	12.0	7.0	27.3	-1049
12:25:31	12.0	6.9	27.1	-1048
12:25:33	12.0	7.0	26.8	-1049
12:25:34	12.1	7.0	26.7	-1049
12:25:36	12.0	7.1	26.3	-1049
12:25:37	12.1	7.0	26.1	-1048
12:25:39	12.0	6.9	25.8	-1048
12:25:41	12.1	7.0	25.5	-1049
12:25:42	12.1	7.0	25.2	-1047
12:25:44	12.1	7.0	24.9	-1047
12:25:45	12.1	6.9	24.6	-1048
12:25:47	12.1	6.9	24.3	-1049
12:25:49	12.1	6.9	24.0	-1047
12:25:50	12.1	6.8	23.6	-1049
12:25:52	12.1	6.8	23.1	-1047
12:25:53	12.2	6.8	22.3	-1049
12:25:55	12.2	6.8	21.6	-1047
12:25:57	12.3	6.8	21.0	-1048
12:25:58	12.3	6.8	20.2	-1045
12:26:00	12.4	6.8	19.6	-1049
12:26:01	12.6	6.9	18.9	-1049
12:26:03	12.7	6.9	18.2	-1048
12:26:05	12.7	6.9	17.7	-1049
12:26:06	12.8	7.1	17.0	-1048
12:26:08	12.8	7.0	16.4	-1048
12:26:09	12.9	6.7	15.8	-1049
12:26:11	12.9	6.8	15.2	-1050
12:26:13	12.9	6.6	14.7	-1048
12:26:14	12.9	6.5	14.1	-1048
12:26:16	12.9	6.6	13.5	-1049
12:26:17	13.0	6.6	13.0	-1048
12:26:19	13.1	6.7	12.4	-1047
12:26:21	13.2	6.7	12.1	-1048
12:26:22	13.2	6.6	11.5	-1047
12:26:24	13.3	6.5	10.9	-1049
12:26:25	13.4	6.6	10.5	-1047
12:26:27	13.4	6.6	9.9	-1048
12:26:29	13.5	6.4	9.4	-1047
12:26:30	13.5	6.3	8.9	-1048
12:26:32	13.5	6.0	8.4	-1048
12:26:33	13.5	5.9	8.0	-1047
12:26:35	13.6	5.8	7.4	-1048
12:26:37	13.6	5.8	7.0	-1049
12:26:38	13.7	5.8	6.5	-1047
12:26:40	13.7	5.9	6.1	-1048
12:26:41	13.8	6.1	5.6	-1047
12:26:43	13.8	6.1	5.1	-1047
12:26:45	13.9	6.2	4.7	-1047
12:26:46	14.0	6.2	4.3	-1049
12:26:48	14.0	6.1	3.9	-1048
12:26:49	14.0	6.0	3.4	-1048
12:26:51	14.1	6.0	2.9	-1048
12:26:53	14.1	6.1	2.6	-1047
12:26:54	14.2	6.1	2.0	-1047
12:26:56	14.2	6.1	1.7	-1047
12:26:57	14.2	6.1	1.2	-1045
12:26:59	14.2	6.1	0.8	-1047
12:27:01	14.3	6.1	0.4	-1049
12:27:02	14.3	6.0	0.0	-1048
12:27:04	14.3	6.1	-0.3	-1047
12:27:05	14.4	6.1	-0.8	-1047
12:27:07	14.4	6.2	-1.1	-1047
12:27:09	14.5	6.2	-1.6	-1049
12:27:10	14.5	6.2	-1.9	-1047
12:27:12	14.5	6.2	-2.3	-1049
12:27:13	14.5	6.4	-2.8	-1047
12:27:15	14.6	6.6	-3.1	-1047
