time	T hot	T cold	mBar
11:27:28	2000	24.5	8179
11:27:29	2000	24.5	8182
11:27:31	2000	24.6	8179
11:27:32	2000	24.6	8181
11:27:33	2000	24.7	8179
11:27:35	2000	24.7	8175
11:27:36	2000	24.7	8177
11:27:37	2000	24.6	8176
11:27:39	2000	24.6	8176
11:27:40	2000	24.6	8175
11:27:42	2000	24.6	8176
11:27:43	2000	24.6	8175
11:27:44	2000	24.6	8175
11:27:46	2000	24.6	8173
11:27:47	2000	24.6	8173
11:27:48	2000	24.6	8173
11:27:50	2000	24.6	8173
11:27:51	2000	24.6	8171
11:27:52	2000	24.6	8170
11:27:54	2000	24.6	8170
11:27:55	2000	24.7	8170
11:27:56	2000	24.7	8170
11:27:58	2000	24.7	8170
11:27:59	2000	24.7	8170
11:28:00	2000	24.7	8168
11:28:02	2000	24.7	8166
11:28:03	2000	24.7	8168
11:28:04	2000	24.7	8166
11:28:06	2000	24.7	8165
11:28:07	2000	24.7	8164
11:28:08	2000	24.7	8165
11:28:10	2000	24.7	8163
11:28:11	2000	24.7	8164
11:28:12	2000	24.7	8161
11:28:14	2000	24.7	8163
11:28:15	2000	24.7	8164
11:28:16	2000	24.7	8161
11:28:18	2000	24.8	8163
11:28:19	2000	24.8	8160
11:28:20	2000	24.8	8160
11:28:22	2000	24.8	8158
11:28:23	2000	24.8	8159
11:28:25	2000	24.8	8159
11:28:26	2000	24.8	8156
11:28:27	2000	24.8	8155
11:28:29	2000	24.8	8154
11:28:30	2000	24.8	8155
11:28:31	2000	24.8	8154
11:28:33	2000	24.8	8153
11:28:34	2000	24.8	8153
11:28:35	2000	24.8	8154
11:28:37	2000	24.8	8153
11:28:38	2000	24.8	8153
11:28:39	2000	24.8	8149
11:28:41	2000	24.9	8151
11:28:42	2000	24.9	8149
11:28:43	2000	24.9	8149
11:28:45	2000	24.9	8148
11:28:46	2000	24.9	8148
11:28:47	2000	24.9	8147
11:28:49	2000	24.9	8145
11:28:50	2000	24.9	8143
