time	T hot	T mid	T cold	mBar
14:50:20	31.6	30.4	29.8	-1887
14:50:22	31.6	30.4	29.9	-1887
14:50:23	33.3	33.5	29.1	-1887
14:50:25	34.6	36.7	28.4	-1887
14:50:26	35.3	38.8	28.0	-1887
14:50:28	35.8	40.3	27.7	-1887
14:50:29	36.2	41.4	27.3	-1887
14:50:31	36.5	42.6	26.9	-1887
14:50:33	36.9	43.4	26.6	-1887
14:50:34	37.3	44.2	26.3	-1887
14:50:36	37.6	45.1	26.0	-1887
14:50:37	38.0	45.7	25.7	-1887
14:50:39	38.3	46.3	25.4	-1887
14:50:40	38.6	47.0	25.1	-1887
14:50:42	38.8	47.5	24.9	-1887
14:50:44	39.2	47.9	24.6	-1887
14:50:45	39.4	48.5	24.4	-1887
14:50:47	39.7	48.9	24.1	-1887
14:50:48	39.9	49.2	23.9	-1887
14:50:50	40.2	49.7	23.6	-1887
14:50:52	40.4	50.0	23.3	-1887
14:50:53	40.6	50.3	23.1	-1887
14:50:55	40.8	50.7	22.9	-1887
14:50:56	41.1	51.0	22.6	-1887
14:50:58	41.3	51.2	22.4	-1887
14:50:59	41.5	51.5	22.2	-1887
14:51:01	41.7	51.7	22.0	-1887
14:51:03	41.9	52.0	21.8	-1887
14:51:04	42.1	52.2	21.6	-1887
14:51:06	42.2	52.4	21.4	-1887
14:51:07	42.4	52.6	21.2	-1887
14:51:09	42.6	52.8	20.9	-1887
14:51:10	42.7	53.0	20.8	-1887
14:51:12	42.9	53.2	20.6	-1887
14:51:14	43.1	53.3	20.4	-1887
14:51:15	43.2	53.5	20.2	-1887
14:51:17	43.3	53.6	20.0	-1887
14:51:18	43.5	53.8	19.8	-1887
14:51:20	43.6	53.9	19.6	-1887
14:51:22	43.8	54.0	19.5	-1887
14:51:23	43.9	54.1	19.2	-1887
14:51:25	44.0	54.2	19.0	-1887
14:51:26	44.2	54.3	18.9	-1887
14:51:28	44.3	54.4	18.7	-1887
14:51:29	44.4	54.5	18.6	-1887
14:51:31	44.5	54.5	18.3	-1887
14:51:33	44.6	54.6	18.2	-1887
14:51:34	44.7	54.7	18.0	-1887
14:51:36	44.8	54.7	17.8	-1887
14:51:37	44.9	54.8	17.6	-1887
14:51:39	45.0	54.8	17.5	-1887
14:51:40	45.1	54.9	17.3	-1887
14:51:42	45.2	54.9	17.2	-1887
14:51:44	45.3	55.0	17.0	-1887
14:51:45	45.3	55.0	16.8	-1887
14:51:47	45.5	55.1	16.7	-1887
14:51:48	45.5	55.1	16.6	-1887
14:51:50	45.6	55.1	16.4	-1887
14:51:51	45.8	55.2	16.2	-1887
14:51:53	45.8	55.2	16.1	-1887
14:51:55	45.9	55.2	15.9	-1887
14:51:56	45.9	55.2	15.7	-1887
14:51:58	46.0	55.2	15.6	-1887
14:51:59	46.1	55.2	15.4	-1887
14:52:01	46.2	55.2	15.3	-1887
14:52:03	46.2	55.3	15.1	-1887
14:52:04	46.3	55.3	15.0	-1887
14:52:06	46.4	55.3	14.8	-1887
14:52:07	46.4	55.3	14.7	-1887
14:52:09	46.5	55.3	14.6	-1887
14:52:10	46.6	55.3	14.4	-1887
14:52:12	46.6	55.3	14.3	-1887
14:52:14	46.6	55.3	14.1	-1887
14:52:15	46.7	55.3	14.0	-1887
14:52:17	46.8	55.3	13.9	-1887
14:52:18	46.9	55.3	13.7	-1887
14:52:20	46.9	55.3	13.6	-1887
14:52:22	47.0	55.3	13.5	-1887
14:52:23	47.1	55.3	13.4	-1887
14:52:25	47.1	55.3	13.3	-1887
14:52:26	47.2	55.3	13.1	-1887
14:52:28	47.2	55.3	13.0	-1887
14:52:29	47.2	55.3	12.8	-1887
14:52:31	47.3	55.3	12.7	-1887
14:52:33	47.3	55.3	12.6	-1887
14:52:34	47.4	55.3	12.4	-1887
14:52:36	47.5	55.3	12.3	-1887
14:52:37	47.5	55.3	12.2	-1887
14:52:39	47.5	55.3	12.1	-1887
14:52:40	47.6	55.2	11.9	-1887
14:52:42	47.6	55.2	11.8	-1887
14:52:44	47.7	55.2	11.7	-1887
14:52:45	47.7	55.2	11.6	-1887
14:52:47	47.8	55.2	11.5	-1887
14:52:48	47.8	55.1	11.4	-1887
14:52:50	47.9	55.1	11.2	-1887
14:52:52	47.9	55.1	11.1	-1887
14:52:53	47.9	55.1	10.9	-1887
14:52:55	48.0	55.1	10.9	-1887
14:52:56	48.0	55.1	10.8	-1887
14:52:58	48.0	55.1	10.6	-1887
14:52:59	48.1	55.1	10.5	-1887
14:53:01	48.1	55.0	10.4	-1887
