time	T hot	T cold	mBar	T test
14:59:02	26.5	24.7	-266	7.8
14:59:03	26.5	24.7	-267	7.8
14:59:05	26.5	24.8	-267	7.8
14:59:06	26.5	24.9	-264	7.8
14:59:07	26.5	24.9	-264	7.8
14:59:09	26.5	24.9	-266	7.8
14:59:10	26.5	24.9	-266	7.8
14:59:11	26.5	25.0	-267	7.8
14:59:13	26.5	25.0	-266	7.8
14:59:14	26.5	25.0	-266	7.8
14:59:15	26.5	25.0	-266	7.8
14:59:16	26.6	24.9	-266	7.7
14:59:18	26.5	24.9	-266	7.7
14:59:19	26.5	24.9	-266	7.7
14:59:20	26.5	24.9	-267	7.8
14:59:22	26.5	24.9	-266	7.8
14:59:23	26.5	24.9	-266	7.8
14:59:24	26.5	24.9	-267	7.8
14:59:26	26.5	24.8	-267	7.8
14:59:27	26.5	24.8	-267	7.8
14:59:28	26.5	24.8	-267	7.8
14:59:29	26.5	24.8	-269	7.8
14:59:31	26.5	24.8	-268	7.8
14:59:32	26.5	24.8	-267	7.8
14:59:33	26.5	24.8	-267	7.7
14:59:35	26.5	24.9	-267	7.7
14:59:36	26.5	24.8	-268	7.7
14:59:37	26.6	24.8	-267	7.8
14:59:39	26.5	24.8	-268	7.7
14:59:40	26.4	24.8	-268	7.7
14:59:41	26.4	24.8	-269	7.7
14:59:42	26.4	24.8	-268	7.7
14:59:44	26.4	24.8	-268	7.7
14:59:45	26.4	24.8	-269	7.7
14:59:46	26.4	24.9	-269	7.7
14:59:48	26.4	24.9	-268	7.7
14:59:49	26.4	24.9	-268	7.7
14:59:50	26.3	24.9	-267	7.7
14:59:52	26.4	24.9	-269	7.7
14:59:53	26.3	24.9	-268	7.7
14:59:54	26.3	24.9	-268	7.7
14:59:55	26.2	24.9	-268	7.7
14:59:57	26.3	24.9	-268	7.7
14:59:58	26.3	24.9	-268	7.7
14:59:59	26.3	24.9	-271	7.7
15:00:01	26.4	24.9	-269	7.7
15:00:02	26.4	24.9	-269	7.6
15:00:03	26.4	24.9	-269	7.3
15:00:04	26.4	24.9	-269	6.8
15:00:06	26.5	24.8	-269	6.3
15:00:07	26.5	24.9	-269	5.7
15:00:08	26.4	24.9	-268	5.1
15:00:10	26.5	24.9	-269	4.6
15:00:11	26.6	24.9	-269	4.0
15:00:12	26.5	24.9	-269	3.5
15:00:14	26.5	24.8	-269	2.9
15:00:15	26.5	24.9	-271	2.4
15:00:16	26.5	24.9	-269	1.9
15:00:17	26.5	24.9	-269	1.3
15:00:19	26.5	24.9	-269	0.8
15:00:20	26.5	24.9	-269	0.3
15:00:21	26.5	24.9	-271	-0.2
15:00:23	26.5	24.9	-272	-0.7
15:00:24	26.5	24.8	-269	-1.2
15:00:25	26.5	24.9	-269	-1.6
15:00:27	26.5	24.9	-268	-2.2
15:00:28	26.5	24.9	-271	-2.6
15:00:29	26.5	24.9	-271	-3.1
15:00:30	26.6	24.9	-272	-3.5
15:00:32	26.5	24.9	-273	-4.0
15:00:33	26.5	24.9	-272	-4.5
15:00:34	26.5	24.9	-271	-4.9
15:00:36	26.5	24.9	-271	-5.4
15:00:37	26.5	24.9	-272	-5.8
15:00:38	26.5	25.0	-273	-6.3
15:00:40	26.5	25.0	-273	-6.6
15:00:41	26.5	25.0	-272	-7.1
15:00:42	26.5	24.9	-272	-7.5
15:00:43	26.5	25.0	-273	-7.9
15:00:45	26.6	24.9	-272	-8.4
15:00:46	26.6	24.9	-275	-8.7
15:00:47	26.6	24.9	-274	-9.2
15:00:49	26.6	24.9	-274	-9.6
15:00:50	26.6	24.9	-273	-10.0
