time	T hot	T cold
14:35:30	28.5	27.0
14:35:32	28.5	27.0
14:35:33	28.5	27.0
14:35:34	30.5	26.6
14:35:36	31.2	26.0
14:35:37	31.5	25.3
14:35:38	31.7	24.3
14:35:40	31.8	23.4
14:35:41	31.9	22.8
14:35:42	32.0	21.7
14:35:44	32.1	20.7
14:35:45	32.2	19.8
14:35:47	32.2	19.0
14:35:48	32.3	18.2
14:35:49	32.4	17.2
14:35:51	32.5	16.5
14:35:52	32.5	15.7
14:35:53	32.5	14.8
14:35:55	32.6	13.9
14:35:56	32.6	13.0
14:35:57	32.7	12.3
14:35:59	32.8	11.6
14:36:00	32.8	10.8
14:36:02	32.9	10.0
14:36:03	32.9	9.3
14:36:04	32.9	8.8
14:36:06	32.9	7.9
14:36:07	33.0	7.1
14:36:08	33.0	6.4
14:36:10	33.0	5.8
14:36:11	33.1	5.1
14:36:12	33.1	4.4
14:36:14	33.2	3.8
14:36:15	33.2	3.2
14:36:17	33.1	2.5
14:36:18	33.1	1.9
14:36:19	33.1	1.3
14:36:21	33.2	0.8
14:36:22	33.2	0.1
14:36:23	33.2	-0.4
14:36:25	33.2	-0.9
14:36:26	33.2	-1.4
14:36:27	33.2	-1.9
14:36:29	33.2	-2.6
14:36:30	33.2	-3.1
14:36:31	33.3	-3.6
14:36:33	33.2	-4.2
14:36:34	33.3	-4.6
14:36:36	33.3	-5.1
14:36:37	33.3	-5.6
14:36:38	33.3	-6.2
14:36:40	33.4	-6.6
14:36:41	33.3	-7.1
14:36:42	33.4	-7.5
14:36:44	33.4	-8.0
14:36:45	33.4	-8.4
14:36:46	33.4	-8.9
14:36:48	33.4	-9.4
14:36:49	33.4	-9.7
14:36:50	33.4	-10.2
14:36:52	33.4	-10.6
14:36:53	33.4	-11.0
14:36:54	33.4	-11.4
14:36:56	33.4	-11.8
14:36:57	33.4	-12.3
14:36:59	33.4	-12.7
14:37:00	33.4	-13.0
14:37:01	33.4	-13.3
14:37:03	33.4	-13.7
14:37:04	33.4	-14.1
14:37:05	33.4	-14.4
14:37:07	33.4	-14.8
14:37:08	33.4	-15.2
14:37:09	33.4	-15.5
14:37:11	33.4	-15.8
14:37:12	33.4	-16.2
14:37:13	33.4	-16.5
14:37:15	33.4	-16.8
14:37:16	33.4	-17.1
14:37:18	33.4	-17.4
14:37:19	33.4	-17.8
14:37:20	33.4	-18.0
14:37:22	33.4	-18.3
14:37:23	33.4	-18.6
14:37:24	33.4	-19.0
14:37:26	33.4	-19.2
14:37:27	33.5	-19.4
14:37:28	33.5	-19.7
14:37:30	33.5	-20.0
14:37:31	33.5	-20.2
14:37:33	33.5	-20.5
14:37:34	33.5	-20.7
14:37:35	33.4	-21.1
14:37:37	33.4	-21.3
14:37:38	33.4	-21.5
14:37:39	33.4	-21.7
14:37:41	33.5	-22.0
14:37:42	33.5	-22.2
14:37:43	33.4	-22.5
14:37:45	33.4	-22.7
14:37:46	33.4	-22.9
14:37:48	33.5	-23.1
14:37:49	33.4	-23.4
14:37:50	33.4	-23.6
14:37:52	33.4	-23.8
14:37:53	33.4	-24.0
14:37:54	33.4	-24.2
14:37:56	33.4	-24.4
14:37:57	33.4	-24.6
14:37:58	33.4	-24.9
14:38:00	33.3	-25.0
14:38:01	33.4	-25.2
14:38:03	33.4	-25.4
14:38:04	33.4	-25.6
14:38:05	33.4	-25.7
14:38:07	33.4	-25.9
14:38:08	33.4	-26.1
14:38:09	33.3	-26.3
14:38:11	33.4	-26.4
14:38:12	33.4	-26.5
14:38:13	33.4	-26.7
14:38:15	33.3	-26.9
14:38:16	33.4	-27.0
14:38:18	33.4	-27.1
14:38:19	33.4	-27.2
14:38:20	33.4	-27.4
14:38:22	33.4	-27.6
14:38:23	33.4	-27.8
14:38:24	33.4	-27.8
14:38:26	33.4	-27.9
14:38:27	33.4	-28.1
14:38:29	33.4	-28.2
14:38:30	33.4	-28.3
14:38:31	33.4	-28.5
14:38:33	33.4	-28.6
14:38:34	33.4	-28.7
14:38:35	33.3	-28.8
14:38:37	33.3	-29.0
14:38:38	33.4	-29.1
14:38:39	33.4	-29.2
14:38:41	33.4	-29.3
14:38:42	33.4	-29.5
14:38:43	33.4	-29.6
14:38:45	33.4	-29.7
14:38:46	33.3	-29.8
14:38:48	33.4	-29.9
14:38:49	33.3	-30.0
14:38:50	33.4	-30.1
14:38:52	33.4	-30.2
14:38:53	33.3	-30.3
14:38:54	33.3	-30.4
14:38:56	33.4	-30.5
14:38:57	33.3	-30.6
14:38:58	33.3	-30.6
14:39:00	33.4	-30.7
14:39:01	33.4	-30.8
14:39:03	33.4	-30.8
14:39:04	33.4	-30.9
14:39:05	33.4	-31.1
14:39:07	33.4	-31.1
14:39:08	33.4	-31.2
14:39:09	33.4	-31.3
14:39:11	33.4	-31.3
14:39:12	33.4	-31.4
14:39:13	33.4	-31.4
14:39:15	33.4	-31.6
14:39:16	33.4	-31.6
14:39:17	33.4	-31.7
14:39:19	33.4	-31.8
14:39:20	33.4	-31.9
14:39:22	33.4	-31.9
14:39:23	33.4	-32.0
14:39:24	33.4	-32.0
14:39:26	33.4	-32.0
14:39:27	33.4	-32.1
14:39:28	33.3	-32.2
14:39:30	33.4	-32.3
14:39:31	33.4	-32.3
14:39:32	33.4	-32.4
14:39:34	33.4	-32.4
14:39:35	33.4	-32.5
14:39:37	33.4	-32.6
14:39:38	33.4	-32.6
14:39:39	33.4	-32.7
14:39:41	33.4	-32.8
14:39:42	33.4	-32.7
14:39:43	33.4	-32.8
14:39:45	33.4	-32.9
14:39:46	33.3	-32.9
14:39:47	33.3	-33.0
14:39:49	33.4	-33.0
14:39:50	33.3	-33.1
14:39:52	33.4	-33.1
14:39:53	33.4	-33.2
14:39:54	33.4	-33.2
14:39:56	33.4	-33.3
14:39:57	33.4	-33.3
14:39:58	33.4	-33.4
14:40:00	33.4	-33.4
14:40:01	33.4	-33.5
14:40:02	33.4	-33.5
14:40:04	33.3	-33.5
14:40:05	33.3	-33.6
14:40:06	33.3	-33.6
14:40:08	33.3	-33.7
14:40:09	33.4	-33.7
14:40:11	33.4	-33.7
14:40:12	33.4	-33.8
14:40:13	33.4	-33.8
14:40:15	33.4	-33.8
14:40:16	33.4	-33.8
14:40:17	33.4	-33.9
14:40:19	33.4	-33.9
14:40:20	33.4	-34.0
14:40:21	33.4	-34.0
14:40:23	33.4	-34.1
14:40:24	33.4	-34.1
14:40:25	33.4	-34.2
14:40:27	33.4	-34.1
14:40:28	33.4	-34.1
14:40:30	33.4	-34.1
