time	T hot	T cold	mBar	T test
10:09:19	20.9	20.9	45	17.7
10:09:20	20.9	20.9	45	17.7
10:09:22	21.0	21.0	45	17.7
10:09:23	20.9	20.9	45	17.6
10:09:24	21.0	20.9	43	17.6
10:09:26	21.0	20.9	45	17.4
10:09:27	21.0	20.9	44	17.4
10:09:28	20.9	20.9	45	17.4
10:09:30	20.9	21.0	44	17.3
10:09:31	20.9	20.9	45	17.3
10:09:32	21.0	21.0	43	17.3
10:09:33	21.0	21.0	45	17.3
10:09:35	21.0	21.0	44	17.3
10:09:36	21.1	21.1	45	17.2
10:09:37	21.1	21.1	45	17.2
10:09:39	21.0	21.1	44	17.1
10:09:40	21.0	21.1	44	17.1
10:09:41	21.0	21.1	45	17.0
10:09:42	21.1	21.1	45	17.0
10:09:44	21.1	21.1	44	17.0
10:09:45	21.1	21.1	45	16.9
10:09:46	21.1	21.1	45	16.8
10:09:48	21.1	21.0	44	16.8
10:09:49	21.1	21.1	44	16.7
10:09:50	21.1	21.0	44	16.7
10:09:52	21.1	21.1	45	16.7
10:09:53	21.1	21.1	44	16.7
10:09:54	21.1	21.1	45	16.6
10:09:55	21.1	21.1	44	16.6
10:09:57	21.2	21.1	45	16.6
10:09:58	21.2	21.1	44	16.5
10:09:59	21.2	21.1	44	16.5
10:10:01	21.1	21.1	45	16.5
10:10:02	21.1	21.1	44	16.4
10:10:03	21.1	21.1	43	16.4
10:10:05	21.1	21.1	45	16.3
10:10:06	21.1	21.1	43	16.3
10:10:07	21.1	21.1	45	16.3
10:10:08	21.1	21.1	45	16.2
10:10:10	21.1	21.2	45	16.2
10:10:11	21.0	21.2	44	16.1
10:10:12	21.1	21.2	44	16.1
10:10:14	21.1	21.1	44	16.0
10:10:15	21.1	21.2	44	16.0
10:10:16	21.1	21.1	45	15.9
10:10:17	21.1	21.2	44	16.0
10:10:19	21.2	21.3	44	15.9
10:10:20	21.2	21.3	43	15.9
10:10:21	21.2	21.2	45	15.9
10:10:23	21.2	21.2	45	15.8
10:10:24	21.1	21.1	45	15.7
10:10:25	21.1	21.1	44	15.7
10:10:27	21.1	21.2	44	15.6
10:10:28	21.1	21.1	45	15.6
10:10:29	21.1	21.1	44	15.6
10:10:30	21.1	21.1	45	15.5
10:10:32	21.2	21.1	44	15.5
10:10:33	21.1	21.1	44	15.4
10:10:34	21.2	21.1	44	15.4
10:10:36	21.1	21.1	44	15.3
10:10:37	21.1	21.1	44	15.3
10:10:38	21.1	21.1	44	15.3
10:10:40	21.1	21.1	45	15.2
10:10:41	21.1	21.2	45	15.3
10:10:42	21.2	21.2	44	15.3
10:10:43	21.2	21.2	45	15.2
10:10:45	21.2	21.2	45	15.2
10:10:46	21.2	21.2	44	15.2
10:10:47	21.2	21.2	45	15.1
10:10:49	21.2	21.2	44	15.1
10:10:50	21.2	21.2	45	15.0
10:10:51	21.2	21.2	45	15.0
10:10:53	21.2	21.1	45	15.0
10:10:54	21.2	21.2	44	14.9
10:10:55	21.2	21.2	45	14.8
10:10:56	21.3	21.2	44	14.8
10:10:58	21.2	21.2	45	14.8
10:10:59	21.2	21.2	43	14.7
10:11:00	21.2	21.2	44	14.7
10:11:02	21.2	21.2	44	14.7
10:11:03	21.2	21.2	44	14.6
10:11:04	21.3	21.3	44	14.6
10:11:05	21.3	21.3	45	14.6
10:11:07	21.3	21.2	44	14.6
10:11:08	21.2	21.3	45	14.6
10:11:09	21.3	21.3	45	14.5
10:11:11	21.2	21.3	44	14.5
10:11:12	21.2	21.2	44	14.4
10:11:13	21.2	21.2	44	14.4
10:11:15	21.2	21.2	44	14.4
10:11:16	21.2	21.2	44	14.4
10:11:17	21.2	21.2	46	14.3
10:11:18	21.2	21.2	44	14.2
10:11:20	21.2	21.2	44	14.2
10:11:21	21.2	21.2	45	14.2
10:11:22	21.2	21.2	43	14.1
10:11:24	21.1	21.2	45	14.1
10:11:25	21.2	21.2	45	14.1
10:11:26	21.2	21.2	44	14.0
10:11:28	21.4	21.4	44	14.1
10:11:29	21.4	21.4	44	14.1
10:11:30	21.4	21.4	45	14.0
10:11:31	21.4	21.4	44	14.0
10:11:33	21.4	21.4	45	13.9
10:11:34	21.4	21.4	45	13.9
10:11:35	21.4	21.4	44	13.9
10:11:37	21.4	21.4	44	13.8
10:11:38	21.4	21.4	44	13.8
10:11:39	21.4	21.4	44	13.8
10:11:40	21.4	21.4	45	13.7
10:11:42	21.4	21.4	43	13.7
10:11:43	21.4	21.4	45	13.6
10:11:44	21.5	21.4	44	13.6
10:11:46	21.5	21.4	43	13.6
10:11:47	21.4	21.4	44	13.5
10:11:48	21.4	21.4	45	13.5
10:11:50	21.4	21.4	44	13.5
10:11:51	21.5	21.5	44	13.5
10:11:52	21.5	21.5	44	13.5
10:11:53	21.5	21.5	44	13.4
10:11:55	21.5	21.5	45	13.4
10:11:56	21.5	21.5	44	13.4
10:11:57	21.5	21.5	44	13.3
10:11:59	21.6	21.5	44	13.3
10:12:00	21.6	21.6	45	13.2
10:12:01	21.6	21.6	45	13.2
10:12:03	21.6	21.6	44	13.2
10:12:04	21.5	21.5	44	13.2
10:12:05	21.5	21.5	44	13.1
10:12:06	21.5	21.5	44	13.0
10:12:08	21.5	21.5	44	13.0
10:12:09	21.5	21.5	45	13.0
10:12:10	21.5	21.5	43	13.0
10:12:12	21.5	21.5	44	12.9
10:12:13	21.5	21.5	44	12.9
10:12:14	21.5	21.5	44	13.0
10:12:15	21.5	21.5	44	13.0
10:12:17	21.5	21.5	43	12.9
10:12:18	21.6	21.5	44	12.9
10:12:19	21.6	21.6	44	12.9
10:12:21	21.6	21.5	44	12.9
10:12:22	21.6	21.5	44	12.8
10:12:23	21.5	21.5	45	12.8
10:12:25	21.6	21.6	44	12.8
10:12:26	21.6	21.5	45	12.7
10:12:27	21.6	21.6	44	12.6
10:12:28	21.6	21.6	44	12.6
10:12:30	21.6	21.6	44	12.6
10:12:31	21.5	21.5	43	12.5
10:12:32	21.6	21.5	45	12.4
10:12:34	21.5	21.6	45	12.3
10:12:35	21.6	21.5	44	12.4
10:12:36	21.6	21.5	43	12.3
10:12:37	21.6	21.6	41	12.3
10:12:39	21.6	21.6	45	12.3
10:12:40	21.6	21.6	44	12.2
10:12:41	21.6	21.6	44	12.2
10:12:43	21.6	21.6	44	12.2
10:12:44	21.6	21.6	45	12.1
10:12:45	21.6	21.6	41	12.1
10:12:47	21.6	21.6	41	12.1
10:12:48	21.6	21.6	43	12.0
10:12:49	21.6	21.6	44	12.0
10:12:50	21.6	21.6	44	11.9
10:12:52	21.6	21.6	44	11.8
10:12:53	21.6	21.6	44	11.8
10:12:54	21.6	21.5	43	11.9
10:12:56	21.5	21.5	44	11.8
10:12:57	21.6	21.5	44	11.8
10:12:58	21.5	21.5	44	11.7
10:13:00	21.5	21.5	44	11.7
10:13:01	21.7	21.6	45	11.7
10:13:02	21.7	21.7	43	11.6
10:13:03	21.7	21.7	44	11.7
10:13:05	21.7	21.7	43	11.6
10:13:06	21.7	21.7	44	11.6
10:13:07	21.7	21.7	43	11.5
10:13:09	21.7	21.7	44	11.5
10:13:10	21.7	21.7	43	11.4
10:13:11	21.8	21.8	43	11.4
10:13:12	21.7	21.7	43	11.4
10:13:14	21.8	21.7	43	11.4
10:13:15	21.8	21.8	44	11.3
10:13:16	21.8	21.7	43	11.3
10:13:18	21.8	21.8	44	11.2
10:13:19	21.8	21.8	45	11.2
10:13:20	21.8	21.8	44	11.2
10:13:22	21.8	21.8	45	11.2
10:13:23	21.8	21.8	44	11.1
10:13:24	21.9	21.8	44	11.2
10:13:26	21.9	21.8	46	11.1
10:13:27	21.9	21.8	44	11.1
10:13:28	21.9	21.9	44	11.1
10:13:29	21.9	21.9	44	11.1
10:13:31	21.9	21.9	44	11.0
10:13:32	21.9	21.9	44	11.0
10:13:33	21.9	21.8	44	11.0
10:13:35	21.9	21.8	43	11.0
10:13:36	21.9	21.8	43	11.0
10:13:37	21.9	21.8	44	10.9
10:13:39	21.8	21.8	43	10.9
10:13:40	21.9	21.8	43	10.9
10:13:41	21.9	21.8	45	10.8
10:13:42	21.9	21.8	41	10.8
10:13:44	21.9	21.7	41	10.8
10:13:45	21.9	21.8	44	10.7
10:13:46	21.9	21.8	44	10.7
10:13:48	22.0	21.9	43	10.8
10:13:49	22.0	21.9	44	10.8
10:13:50	22.0	21.9	44	10.8
10:13:52	22.0	21.9	44	10.7
10:13:53	22.0	21.9	45	10.7
10:13:54	22.0	22.0	44	10.7
10:13:55	22.1	22.0	45	10.7
10:13:57	22.1	21.9	43	10.7
10:13:58	22.0	21.9	45	10.6
10:13:59	22.0	21.9	44	10.6
10:14:01	22.0	21.9	43	10.6
10:14:02	22.1	21.9	44	10.5
10:14:03	22.0	22.0	44	10.5
10:14:05	22.0	22.0	43	10.5
10:14:06	22.0	22.0	44	10.4
10:14:07	21.9	22.0	43	10.4
10:14:08	22.0	22.0	43	10.5
10:14:10	22.0	22.0	44	10.4
10:14:11	22.0	22.0	44	10.4
10:14:12	22.1	22.0	44	10.4
10:14:14	22.0	22.0	43	10.4
10:14:15	22.1	22.0	44	10.4
10:14:16	22.1	22.0	44	10.3
10:14:18	22.1	22.0	44	10.3
10:14:19	22.2	22.0	44	10.3
10:14:20	22.1	21.9	44	10.3
10:14:21	22.1	22.0	44	10.3
10:14:23	22.0	21.9	43	10.2
10:14:24	22.0	22.0	43	10.2
10:14:25	22.1	22.0	45	10.2
10:14:27	22.1	22.0	44	10.2
10:14:28	22.1	22.0	44	10.2
10:14:29	22.1	22.0	44	10.1
10:14:30	22.1	22.0	43	10.1
10:14:32	22.1	22.0	44	10.1
10:14:33	22.1	22.0	44	10.1
10:14:34	22.1	22.0	44	10.1
10:14:36	22.1	22.1	44	10.1
10:14:37	22.1	22.1	43	10.1
10:14:38	22.1	22.1	43	10.1
10:14:39	22.1	22.1	43	10.0
10:14:41	22.1	22.1	43	10.0
10:14:42	22.1	22.0	43	10.0
10:14:43	22.1	22.0	44	9.9
10:14:45	22.1	22.0	43	9.9
10:14:46	22.1	22.1	44	9.9
10:14:47	22.2	22.0	44	9.9
10:14:48	22.1	22.0	44	9.9
10:14:50	22.1	22.0	44	9.9
10:14:51	22.1	22.0	44	9.9
10:14:52	22.0	22.0	43	9.8
10:14:54	22.0	22.0	44	9.8
10:14:55	22.0	22.0	44	9.8
10:14:56	22.1	22.1	43	9.8
10:14:58	22.2	22.1	44	9.8
10:14:59	22.2	22.1	44	9.8
10:15:00	22.1	22.1	43	9.8
10:15:01	22.1	22.1	45	9.8
10:15:03	22.1	22.1	44	9.8
10:15:04	22.1	22.0	44	9.7
10:15:05	22.1	22.1	44	9.7
10:15:07	22.1	22.1	44	9.8
10:15:08	22.1	22.0	44	9.7
10:15:09	22.1	22.1	44	9.7
10:15:11	22.1	22.1	44	9.6
10:15:12	22.2	22.1	44	9.6
10:15:13	22.1	22.1	45	9.6
10:15:15	22.1	22.1	44	9.6
10:15:16	22.1	22.0	44	9.6
10:15:17	22.1	22.1	44	9.6
10:15:18	22.1	22.1	44	9.6
10:15:20	22.1	22.2	44	9.5
10:15:21	22.2	22.2	44	9.6
10:15:22	22.3	22.2	44	9.6
10:15:24	22.2	22.2	44	9.5
10:15:25	22.2	22.2	44	9.5
10:15:26	22.2	22.2	43	9.5
10:15:28	22.3	22.3	44	9.5
10:15:29	22.3	22.3	43	9.5
10:15:30	22.3	22.3	44	9.5
10:15:31	22.3	22.3	45	9.4
10:15:33	22.2	22.3	44	9.4
10:15:34	22.2	22.3	44	9.5
10:15:35	22.3	22.2	44	9.5
10:15:37	22.3	22.2	44	9.4
10:15:38	22.2	22.1	45	9.4
10:15:39	22.2	22.1	44	9.4
10:15:40	22.2	22.1	45	9.4
10:15:42	22.2	22.1	44	9.4
10:15:43	22.2	22.2	44	9.4
10:15:44	22.2	22.2	45	9.4
10:15:46	22.3	22.2	45	9.4
10:15:47	22.3	22.2	44	9.4
10:15:48	22.3	22.3	45	9.4
10:15:50	22.3	22.3	44	9.4
10:15:51	22.2	22.2	45	9.3
10:15:52	22.2	22.2	44	9.3
10:15:54	22.2	22.2	45	9.3
10:15:55	22.2	22.2	45	9.3
10:15:56	22.2	22.1	44	9.3
10:15:57	22.2	22.2	44	9.3
10:15:59	22.2	22.3	45	9.2
10:16:00	22.1	22.2	43	9.2
10:16:01	22.2	22.2	44	9.2
10:16:03	22.2	22.2	44	9.2
10:16:04	22.2	22.2	44	9.2
10:16:05	22.2	22.3	43	9.2
10:16:07	22.3	22.4	41	9.3
10:16:08	22.4	22.4	43	9.3
10:16:09	22.4	22.4	44	9.3
10:16:10	22.4	22.4	44	9.2
10:16:12	22.5	22.4	44	9.2
10:16:13	22.4	22.4	44	9.2
10:16:14	22.4	22.4	43	9.2
10:16:16	22.3	22.5	44	9.2
10:16:17	22.3	22.5	44	9.2
10:16:18	22.3	22.4	44	9.2
10:16:19	22.2	22.5	43	9.2
10:16:21	22.2	22.5	44	9.1
10:16:22	22.2	22.5	44	9.1
10:16:23	22.2	22.5	44	9.1
10:16:25	22.1	22.4	44	9.1
10:16:26	22.1	22.4	44	9.1
10:16:27	22.1	22.4	44	9.1
10:16:29	22.2	22.4	44	9.0
10:16:30	22.3	22.4	44	9.1
10:16:31	22.4	22.4	44	9.1
10:16:32	22.4	22.4	44	9.1
10:16:34	22.4	22.4	45	9.1
10:16:35	22.4	22.4	44	9.1
10:16:36	22.5	22.4	43	9.1
10:16:38	22.5	22.4	43	9.1
10:16:39	22.5	22.4	45	9.1
10:16:40	22.5	22.5	44	9.0
10:16:41	22.4	22.5	44	9.1
10:16:43	22.5	22.5	44	9.1
10:16:44	22.5	22.5	43	9.1
10:16:45	22.4	22.4	44	9.1
10:16:47	22.3	22.5	45	9.0
10:16:48	22.3	22.4	44	9.0
10:16:49	22.3	22.4	43	9.0
10:16:51	22.2	22.4	41	9.0
10:16:52	22.2	22.4	43	9.0
10:16:53	22.3	22.4	41	9.1
10:16:54	22.2	22.4	43	9.0
10:16:56	22.2	22.4	44	9.0
10:16:57	22.3	22.4	43	9.0
10:16:58	22.4	22.4	45	9.0
10:17:00	22.4	22.4	44	8.9
10:17:01	22.3	22.4	44	9.0
10:17:02	22.4	22.4	44	9.0
10:17:03	22.3	22.4	44	8.9
10:17:05	22.3	22.4	44	8.9
10:17:06	22.2	22.4	44	8.9
10:17:07	22.2	22.4	45	8.9
10:17:09	22.2	22.4	44	8.9
10:17:10	22.3	22.4	44	8.9
10:17:11	22.4	22.3	44	8.9
10:17:13	22.4	22.4	45	8.9
10:17:14	22.4	22.4	44	8.9
10:17:15	22.4	22.5	43	8.9
10:17:16	22.4	22.6	45	9.0
10:17:18	22.5	22.5	44	9.0
10:17:19	22.5	22.5	45	9.0
10:17:20	22.6	22.5	45	8.9
10:17:22	22.5	22.5	45	8.9
10:17:23	22.5	22.4	44	9.0
10:17:24	22.6	22.4	46	8.9
10:17:25	22.5	22.4	44	8.9
10:17:27	22.5	22.4	45	8.9
10:17:28	22.5	22.4	44	8.9
10:17:29	22.4	22.4	45	8.9
10:17:31	22.4	22.5	44	8.9
10:17:32	22.4	22.6	44	8.8
10:17:33	22.4	22.6	45	8.9
10:17:34	22.3	22.7	44	8.9
10:17:36	22.2	22.7	44	8.9
10:17:37	22.2	22.7	45	8.8
10:17:38	22.2	22.9	45	8.8
10:17:40	22.3	23.0	45	8.9
10:17:41	22.3	23.0	43	8.9
10:17:42	22.4	23.0	44	8.9
10:17:44	22.4	23.0	43	8.8
10:17:45	22.4	22.9	45	8.8
10:17:46	22.5	22.9	46	8.8
10:17:47	22.5	22.9	45	8.9
10:17:49	22.5	22.9	44	8.8
10:17:50	22.5	23.0	45	8.8
10:17:51	22.5	23.0	45	8.8
10:17:53	22.5	23.0	45	8.8
10:17:54	22.5	23.0	44	8.8
10:17:55	22.6	23.0	44	8.8
10:17:57	22.6	23.0	44	8.8
10:17:58	22.6	23.0	45	8.8
10:17:59	22.5	23.0	44	8.8
10:18:00	22.5	23.0	45	8.8
10:18:02	22.5	23.1	44	8.7
10:18:03	22.6	23.1	43	8.7
10:18:04	22.7	23.1	44	8.8
10:18:06	22.8	23.1	44	8.8
10:18:07	22.7	23.1	44	8.7
10:18:08	22.6	23.0	44	8.7
10:18:09	22.6	22.8	44	8.8
10:18:11	22.6	22.8	45	8.7
10:18:12	22.6	22.8	44	8.7
10:18:13	22.7	22.8	44	8.7
