time	T hot	T water	T cold	mBar
16:20:00	28.2	27.6	28.0	-108
16:20:01	28.2	27.6	28.0	-110
16:20:03	29.3	27.6	27.1	-110
16:20:05	30.7	27.6	25.8	-110
16:20:06	31.1	27.6	24.7	-110
16:20:08	31.3	27.6	23.7	-108
16:20:09	31.5	27.6	22.7	-111
16:20:11	31.7	27.6	22.0	-110
16:20:12	31.8	27.6	21.0	-110
16:20:14	31.8	27.7	20.0	-108
16:20:16	31.9	27.8	19.1	-108
16:20:17	32.0	27.8	18.3	-110
16:20:19	32.0	27.7	17.4	-111
16:20:20	32.1	27.8	16.5	-110
16:20:22	32.1	27.8	15.7	-110
16:20:23	32.2	27.8	14.9	-110
16:20:25	32.2	27.9	14.0	-110
16:20:27	32.3	27.8	13.3	-111
16:20:28	32.3	27.9	12.6	-111
16:20:30	32.4	27.9	11.8	-108
16:20:31	32.4	27.9	11.0	-108
16:20:33	32.4	27.9	10.3	-111
16:20:34	32.5	27.9	9.7	-111
16:20:36	32.5	27.9	8.9	-110
16:20:38	32.6	27.9	8.2	-110
16:20:39	32.6	28.0	7.5	-108
16:20:41	32.6	28.0	6.8	-108
16:20:42	32.7	28.0	6.2	-108
16:20:44	32.7	28.0	5.4	-108
16:20:45	32.7	28.0	4.8	-111
16:20:47	32.7	28.0	4.2	-110
16:20:48	32.7	28.0	3.6	-108
16:20:50	32.7	28.1	2.8	-110
16:20:52	32.7	28.1	2.2	-110
16:20:53	32.8	28.1	1.7	-110
16:20:55	32.8	28.0	1.1	-108
16:20:56	32.7	28.1	0.4	-110
16:20:58	32.8	28.1	0.0	-110
16:20:59	32.9	28.0	-0.5	-110
16:21:01	32.8	28.1	-1.1	-110
16:21:03	32.8	28.1	-1.7	-110
16:21:04	32.8	28.2	-2.3	-111
16:21:06	32.8	28.2	-2.8	-108
16:21:07	32.9	28.2	-3.3	-110
16:21:09	32.8	28.2	-3.8	-110
16:21:10	32.9	28.2	-4.4	-111
16:21:12	32.8	28.2	-0.7	-111
16:21:14	32.9	28.2	0.4	-110
16:21:15	32.9	28.3	0.5	-107
16:21:17	32.9	28.2	0.4	-108
16:21:18	32.9	28.3	0.4	-110
16:21:20	32.9	28.2	0.3	-108
16:21:21	33.0	28.3	0.3	-108
16:21:23	33.0	28.3	0.3	-108
16:21:25	33.0	28.3	0.2	-110
16:21:26	33.0	28.3	0.1	-110
16:21:28	33.0	28.3	0.0	-106
16:21:29	33.0	28.3	-0.0	-108
16:21:31	33.0	28.3	-0.1	-108
16:21:32	33.0	28.3	-0.2	-108
16:21:34	33.0	28.3	-0.2	-111
16:21:36	33.1	28.3	-0.3	-111
16:21:37	33.0	28.3	-0.5	-111
16:21:39	33.0	28.3	-0.5	-111
16:21:40	33.1	28.3	-0.6	-108
16:21:42	33.0	28.3	-0.7	-110
16:21:43	33.0	28.3	-0.8	-108
16:21:45	33.1	28.3	-0.9	-111
16:21:47	33.1	28.3	-0.9	-108
16:21:48	33.1	28.3	-1.0	-111
