time	T hot	T cold	mBar	T test
15:14:09	25.1	25.7	35	26.1
15:14:11	25.2	25.7	35	26.1
15:14:12	25.1	25.7	34	26.1
15:14:13	25.2	25.7	35	26.1
15:14:15	25.1	25.7	34	26.1
15:14:16	25.1	25.7	35	26.1
15:14:17	25.1	25.7	35	26.1
15:14:19	25.2	25.7	35	26.1
15:14:20	25.2	25.7	35	26.1
15:14:21	25.1	25.7	36	26.1
15:14:23	25.2	25.7	34	26.1
15:14:24	25.1	25.7	34	26.0
15:14:25	25.2	25.7	35	26.0
15:14:26	25.1	25.7	35	26.1
15:14:28	25.1	25.7	35	26.0
15:14:29	25.1	25.6	36	26.1
15:14:30	25.1	25.6	36	26.1
15:14:32	25.0	25.6	36	26.1
15:14:33	25.1	25.6	35	26.1
15:14:34	25.0	25.6	36	26.1
15:14:36	25.1	25.6	35	26.1
15:14:37	25.1	25.6	36	26.1
15:14:38	25.1	25.7	33	26.1
15:14:40	25.1	25.6	35	26.1
15:14:41	25.1	25.6	34	26.0
15:14:42	25.1	25.6	34	26.1
15:14:44	25.1	25.6	34	26.0
15:14:45	25.1	25.6	36	26.0
15:14:46	25.0	25.6	35	26.1
15:14:48	25.0	25.6	36	26.1
15:14:49	25.1	25.6	36	26.1
15:14:50	25.0	25.6	36	26.1
15:14:51	25.1	25.6	35	26.1
15:14:53	25.1	25.6	35	26.1
15:14:54	25.1	25.6	34	26.1
15:14:55	25.2	25.7	34	26.0
15:14:57	25.1	25.6	35	26.1
15:14:58	25.1	25.6	34	26.1
15:14:59	25.1	25.6	35	26.1
15:15:01	25.1	25.6	35	26.1
15:15:02	25.1	25.6	34	26.0
15:15:03	25.1	25.6	36	25.7
15:15:05	25.1	25.6	35	25.0
15:15:06	25.0	25.6	34	24.4
15:15:07	25.0	25.6	38	23.8
15:15:09	25.0	25.6	35	23.1
15:15:10	25.0	25.6	36	22.6
15:15:11	25.0	25.5	35	21.9
15:15:13	25.1	25.5	38	21.3
15:15:14	25.0	25.5	36	20.7
15:15:15	25.1	25.6	36	20.0
15:15:17	25.1	25.6	35	19.4
15:15:18	25.0	25.6	34	18.8
15:15:19	25.0	25.5	35	18.3
15:15:20	24.9	25.5	35	17.7
15:15:22	24.9	25.5	35	17.1
15:15:23	24.9	25.5	38	16.6
15:15:24	25.0	25.5	35	16.0
15:15:26	25.0	25.5	33	15.5
15:15:27	25.0	25.5	35	15.0
15:15:28	25.0	25.5	34	14.3
15:15:30	24.9	25.5	35	13.8
15:15:31	25.0	25.5	35	13.3
15:15:32	24.9	25.5	35	12.7
15:15:34	25.0	25.6	36	12.3
