time	T cold	T cell	mBar
11:32:21	25.4	24.0	-53
11:32:22	25.4	24.0	-51
11:32:23	25.4	24.0	-51
11:32:25	25.4	24.0	-51
11:32:26	25.4	24.0	-53
11:32:27	25.5	24.0	-51
11:32:29	25.5	24.0	-51
11:32:30	25.5	24.0	-53
11:32:31	25.5	24.0	-53
11:32:33	25.5	24.0	-54
11:32:34	25.5	24.0	-54
11:32:35	25.5	24.0	-51
11:32:37	25.6	24.0	-53
11:32:38	25.6	24.0	-53
11:32:39	25.6	24.0	-54
11:32:41	25.6	24.0	-53
11:32:42	25.6	24.0	-54
11:32:44	25.6	24.0	-53
11:32:45	25.5	24.0	-51
11:32:46	25.6	24.0	-53
11:32:48	25.6	24.0	-53
11:32:49	25.6	24.0	-50
11:32:50	25.6	24.0	-53
11:32:52	25.6	24.0	-51
11:32:53	25.6	24.0	-50
11:32:54	25.6	23.7	-63
11:32:56	25.6	23.3	-985
11:32:57	25.6	23.3	-1011
11:32:58	25.6	23.3	-1017
11:33:00	25.6	23.5	-1021
11:33:01	25.6	23.5	-1023
11:33:02	25.7	23.6	-1019
11:33:04	25.6	23.6	-1023
11:33:05	25.6	23.6	-1024
11:33:06	25.7	23.6	-1024
11:33:08	25.7	23.7	-1025
11:33:09	25.6	23.7	-1025
11:33:10	25.6	23.7	-1024
11:33:12	25.7	23.7	-1025
11:33:13	25.7	23.8	-1027
11:33:14	25.7	23.8	-1025
11:33:16	25.6	23.8	-1025
11:33:17	25.7	23.8	-1024
11:33:18	25.7	23.8	-1025
11:33:20	25.7	23.8	-1024
11:33:21	25.7	24.1	-752
11:33:22	25.7	24.6	-622
11:33:24	25.7	24.5	-554
11:33:25	25.7	24.5	-507
11:33:27	25.7	24.4	-443
11:33:28	25.6	24.3	-425
11:33:29	25.6	24.3	-413
11:33:31	25.7	24.3	-393
11:33:32	25.7	24.2	-383
11:33:33	25.7	24.2	-379
11:33:35	25.7	24.2	-370
11:33:36	25.6	24.2	-366
11:33:37	25.6	24.1	-362
11:33:39	25.6	24.1	-356
11:33:40	25.7	24.1	-352
11:33:41	25.7	24.1	-350
11:33:43	25.6	24.0	-347
11:33:44	25.7	24.0	-342
11:33:45	25.6	24.0	-342
11:33:47	25.6	24.0	-341
11:33:48	25.6	23.9	-337
11:33:49	25.6	23.9	-334
11:33:51	25.7	23.9	-335
11:33:52	25.7	24.9	6097
11:33:53	25.6	29.2	5987
11:33:55	25.7	28.2	5975
11:33:56	25.6	27.6	6241
11:33:57	25.6	27.1	6217
11:33:59	25.6	26.7	6236
11:34:00	25.7	26.4	6232
11:34:01	25.7	26.2	6227
11:34:03	25.7	25.9	6225
11:34:04	25.7	25.6	6222
11:34:05	25.7	25.5	6220
11:34:07	25.7	25.3	6221
11:34:08	25.7	25.2	6217
11:34:10	25.7	25.1	6215
11:34:11	25.7	25.0	6215
11:34:12	25.7	24.9	6213
11:34:14	25.7	24.8	6211
11:34:15	25.7	24.7	6211
11:34:16	25.7	24.7	6210
11:34:18	25.7	24.6	6208
11:34:19	25.6	24.5	6206
11:34:20	25.6	24.5	6207
11:34:22	25.7	24.4	6205
