time	T hot	T water	T cold	mBar
14:15:06	25.0	25.4	24.9	8051
14:15:07	25.0	25.4	24.9	8051
14:15:09	25.0	25.4	24.9	8052
14:15:11	25.0	25.3	24.9	8051
14:15:12	25.1	25.4	25.0	8054
14:15:14	25.1	25.3	24.9	8054
14:15:15	25.0	25.3	24.9	8051
14:15:17	25.1	25.3	24.9	8054
14:15:18	25.2	25.3	25.0	8051
14:15:20	25.1	25.3	25.0	8051
14:15:22	25.1	25.3	25.0	8052
14:15:23	25.1	25.3	25.0	8051
14:15:25	25.1	25.3	25.0	8051
14:15:27	25.1	25.3	25.0	8052
14:15:28	25.1	25.3	25.0	8052
14:15:30	25.1	25.3	25.0	8051
14:15:31	25.1	25.3	25.0	8052
14:15:33	25.1	25.3	25.0	8050
14:15:34	25.1	25.3	25.0	8050
14:15:36	25.1	25.4	25.0	8052
14:15:38	25.1	25.3	25.0	8052
14:15:39	25.1	25.4	25.0	8052
14:15:41	25.1	25.4	25.0	8050
14:15:42	25.1	25.3	25.0	8051
14:15:44	25.1	25.4	25.0	8052
14:15:46	25.1	25.4	25.0	8051
14:15:47	25.1	25.4	25.0	8051
14:15:49	25.1	25.4	25.0	8051
14:15:50	25.1	25.4	25.0	8052
14:15:52	25.1	25.4	25.0	8050
14:15:53	25.1	25.4	25.0	8051
14:15:55	25.1	25.4	25.0	8050
14:15:57	25.1	25.4	25.0	8051
14:15:58	25.1	25.4	25.0	8050
14:16:00	25.1	25.4	25.0	8051
14:16:01	25.1	25.4	25.0	8050
14:16:03	25.1	25.4	25.0	8051
14:16:04	25.1	25.4	25.0	8051
14:16:06	25.1	25.4	25.0	8051
14:16:08	25.1	25.4	25.0	8051
14:16:09	25.1	25.3	25.0	8050
14:16:11	25.1	25.4	25.0	8050
14:16:12	25.1	25.3	25.0	8050
14:16:14	25.1	25.3	25.0	8050
14:16:16	25.1	25.3	25.0	8051
14:16:17	25.1	25.3	25.0	8051
14:16:19	25.1	25.4	25.0	8050
14:16:20	25.1	25.3	25.0	8050
14:16:22	25.1	25.3	25.0	8050
14:16:23	25.1	25.3	25.0	8051
14:16:25	25.1	25.4	25.0	8049
14:16:27	25.1	25.4	25.0	8049
14:16:28	25.1	25.3	25.0	8049
14:16:30	25.1	25.4	25.0	8048
14:16:31	25.1	25.4	25.0	8050
14:16:33	25.1	25.4	25.0	8049
14:16:34	25.1	25.4	25.0	8049
14:16:36	25.1	25.3	25.0	8049
14:16:38	25.1	25.3	25.0	8049
14:16:39	25.1	25.3	25.0	8049
