time	T hot	T cold	mBar	T test
14:19:24	23.7	24.2	-898	8.5
14:19:25	23.8	24.2	-899	8.5
14:19:26	23.7	24.2	-899	8.5
14:19:27	23.7	24.2	-897	8.6
14:19:29	23.7	24.1	-898	8.5
14:19:30	23.7	24.2	-897	8.5
14:19:31	23.7	24.2	-897	8.5
14:19:33	23.7	24.1	-898	8.6
14:19:34	23.7	24.2	-896	8.5
14:19:35	23.7	24.1	-898	8.5
14:19:36	23.7	24.2	-898	8.5
14:19:38	23.7	24.1	-897	8.5
14:19:39	23.7	24.1	-897	8.5
14:19:40	23.7	24.1	-898	8.5
14:19:42	23.7	24.1	-897	8.5
14:19:43	23.7	24.1	-898	8.6
14:19:44	23.7	24.1	-896	8.6
14:19:46	23.6	24.1	-896	8.6
14:19:47	23.7	24.1	-897	8.6
14:19:48	23.7	24.2	-897	8.6
14:19:49	23.7	24.1	-897	8.6
14:19:51	23.6	24.1	-896	8.6
14:19:52	23.6	24.1	-897	8.6
14:19:53	23.7	24.1	-896	8.6
14:19:55	23.7	24.1	-898	8.5
14:19:56	23.7	24.1	-896	8.6
14:19:57	23.7	24.1	-897	8.6
14:19:58	23.6	24.1	-897	8.6
14:20:00	23.6	24.1	-897	8.6
14:20:01	23.6	24.1	-896	8.6
14:20:02	23.6	24.0	-894	8.6
14:20:04	23.6	24.0	-897	8.8
14:20:05	23.6	24.1	-897	8.9
14:20:06	23.7	24.1	-898	9.0
14:20:08	23.7	24.2	-894	9.0
14:20:09	23.8	24.2	-896	9.0
14:20:10	23.8	24.2	-897	8.9
14:20:11	23.8	24.2	-897	8.8
14:20:13	23.8	24.2	-896	8.8
14:20:14	23.8	24.1	-896	8.6
14:20:15	23.6	24.1	-896	8.5
14:20:17	23.6	24.1	-898	8.5
14:20:18	23.6	24.1	-899	8.4
14:20:19	23.6	24.1	-899	8.3
14:20:21	23.6	24.1	-899	8.2
14:20:22	23.7	24.1	-897	8.0
14:20:23	23.7	24.1	-897	8.0
14:20:24	23.7	24.1	-898	7.9
14:20:26	23.7	24.1	-897	7.8
14:20:27	23.7	24.1	-899	7.7
14:20:28	23.7	24.1	-897	7.6
14:20:30	23.7	24.1	-898	7.5
14:20:31	23.7	24.1	-897	7.4
14:20:32	23.8	24.1	-899	7.3
14:20:33	23.8	24.1	-899	7.2
14:20:35	23.8	24.1	-897	7.1
14:20:36	23.8	24.2	-899	7.1
14:20:37	23.8	24.1	-898	7.0
14:20:39	23.8	24.1	-898	6.9
14:20:40	23.8	24.1	-897	6.8
14:20:41	23.8	24.1	-894	6.7
14:20:43	23.8	24.1	-897	6.6
14:20:44	23.8	24.2	-899	6.6
14:20:45	23.8	24.2	-897	6.4
14:20:46	23.8	24.2	-896	6.4
14:20:48	23.8	24.2	-897	6.3
14:20:49	23.8	24.2	-897	6.2
14:20:50	23.8	24.2	-897	6.1
14:20:52	23.8	24.2	-899	6.0
14:20:53	23.8	24.1	-897	5.9
14:20:54	23.8	24.1	-897	5.9
14:20:55	23.8	24.2	-899	5.8
14:20:57	23.8	24.2	-899	5.7
14:20:58	23.9	24.2	-898	5.6
14:20:59	23.9	24.3	-899	5.6
14:21:01	23.9	24.3	-898	5.5
14:21:02	23.8	24.2	-897	5.4
14:21:03	23.9	24.1	-899	5.4
14:21:04	23.8	24.2	-897	5.3
14:21:06	23.8	24.2	-897	5.2
14:21:07	23.8	24.2	-898	5.1
14:21:08	23.8	24.2	-896	5.1
14:21:10	23.8	24.2	-897	5.0
14:21:11	23.9	24.2	-897	4.9
14:21:12	23.9	24.2	-897	4.8
14:21:14	23.9	24.2	-898	4.8
14:21:15	23.9	24.2	-898	4.8
14:21:16	23.9	24.2	-898	4.7
14:21:17	23.9	24.2	-897	4.6
14:21:19	23.8	24.2	-899	4.5
14:21:20	23.9	24.2	-900	4.5
14:21:21	23.9	24.2	-898	4.5
14:21:23	23.9	24.2	-898	4.3
14:21:24	23.8	24.2	-898	4.3
14:21:25	23.8	24.1	-899	4.2
14:21:26	23.8	24.1	-897	4.1
14:21:28	23.7	24.1	-898	4.1
14:21:29	23.7	24.1	-898	4.1
14:21:30	23.7	24.0	-896	4.0
14:21:32	23.7	24.1	-898	3.9
14:21:33	23.8	24.1	-896	3.9
14:21:34	23.8	24.0	-898	3.8
14:21:36	23.7	24.0	-899	3.8
14:21:37	23.8	24.1	-897	3.7
14:21:38	23.8	24.0	-898	3.7
14:21:39	23.8	24.0	-899	3.7
14:21:41	23.8	24.0	-899	3.6
14:21:42	23.8	24.0	-897	3.5
14:21:43	23.8	24.1	-899	3.4
14:21:45	23.8	24.1	-900	3.4
14:21:46	23.8	24.1	-899	3.3
14:21:47	23.8	24.1	-899	3.3
14:21:48	23.8	24.1	-899	3.3
14:21:50	23.8	24.1	-898	3.3
14:21:51	23.8	24.1	-898	3.1
14:21:52	23.8	24.1	-898	3.1
14:21:54	23.8	24.1	-900	3.0
14:21:55	23.8	24.1	-899	3.1
14:21:56	23.9	24.1	-898	3.0
14:21:57	23.9	24.1	-898	3.0
14:21:59	23.8	24.1	-898	2.9
14:22:00	23.7	24.1	-898	2.9
14:22:01	23.8	24.1	-900	2.8
14:22:03	23.7	24.1	-898	2.7
14:22:04	23.8	24.1	-898	2.7
14:22:05	23.7	24.1	-899	2.7
14:22:06	23.7	24.1	-899	2.6
14:22:08	23.8	24.1	-902	2.6
14:22:09	23.8	24.1	-897	2.5
14:22:10	23.8	24.1	-899	2.5
14:22:12	23.9	24.1	-900	2.4
14:22:13	23.9	24.2	-899	2.4
14:22:14	23.8	24.1	-900	2.3
14:22:16	23.8	24.1	-900	2.3
14:22:17	23.8	24.1	-898	2.2
14:22:18	23.8	24.1	-900	2.2
14:22:19	23.8	24.1	-898	2.2
14:22:21	23.8	24.1	-899	2.1
14:22:22	23.9	24.1	-900	2.1
14:22:23	23.9	24.2	-898	2.0
14:22:25	23.9	24.2	-900	2.0
14:22:26	23.9	24.2	-899	1.9
14:22:27	23.9	24.2	-898	1.9
14:22:28	23.9	24.2	-898	1.9
14:22:30	24.0	24.2	-900	1.8
14:22:31	23.9	24.2	-899	1.8
14:22:32	23.9	24.2	-899	1.7
14:22:34	24.0	24.2	-900	1.7
14:22:35	24.1	24.3	-899	1.7
14:22:36	24.2	24.3	-902	1.6
14:22:37	24.3	24.3	-897	1.6
14:22:39	24.4	24.3	-900	1.6
14:22:40	24.4	24.3	-898	1.5
14:22:41	24.3	24.3	-899	1.5
14:22:43	24.1	24.3	-900	1.5
14:22:44	24.2	24.2	-898	1.5
14:22:45	24.2	24.2	-900	1.4
14:22:47	24.2	24.2	-899	1.4
14:22:48	24.3	24.3	-900	1.3
14:22:49	24.4	24.3	-900	1.3
14:22:50	24.4	24.2	-900	1.3
14:22:52	24.4	24.3	-899	1.2
14:22:53	24.4	24.2	-900	1.2
14:22:54	24.4	24.2	-898	1.2
14:22:56	24.3	24.2	-900	1.2
14:22:57	24.2	24.2	-900	1.2
14:22:58	24.2	24.1	-898	1.1
14:22:59	24.3	24.1	-900	1.1
14:23:01	24.4	24.1	-899	1.1
14:23:02	24.4	24.1	-899	1.0
14:23:03	24.4	24.1	-900	1.0
14:23:05	24.5	24.1	-900	1.0
14:23:06	24.4	24.1	-899	1.0
14:23:07	24.3	24.1	-900	0.9
14:23:09	24.3	24.1	-899	0.9
14:23:10	24.4	24.1	-898	0.8
14:23:11	24.4	24.1	-899	0.8
14:23:12	24.4	24.1	-900	0.8
14:23:14	24.5	24.1	-899	0.8
14:23:15	24.5	24.1	-899	0.8
14:23:16	24.4	24.2	-898	0.7
14:23:18	24.5	24.1	-899	0.7
14:23:19	24.5	24.2	-899	0.7
14:23:20	24.5	24.2	-899	0.7
14:23:21	24.6	24.2	-899	0.6
14:23:23	24.6	24.2	-899	0.6
14:23:24	24.6	24.2	-899	0.5
14:23:25	24.6	24.2	-898	0.5
14:23:27	24.7	24.2	-897	0.5
14:23:28	24.7	24.3	-898	0.4
14:23:29	24.7	24.2	-899	0.4
14:23:31	24.7	24.2	-899	0.4
14:23:32	24.7	24.2	-899	0.4
14:23:33	24.7	24.2	-898	0.4
14:23:34	24.7	24.2	-899	0.4
14:23:36	24.7	24.2	-900	0.4
14:23:37	24.5	24.1	-899	0.3
14:23:38	24.6	24.2	-900	0.3
14:23:40	24.6	24.2	-899	0.3
14:23:41	24.6	24.2	-899	0.2
14:23:42	24.6	24.2	-900	0.2
14:23:44	24.7	24.2	-899	0.2
14:23:45	24.7	24.3	-899	0.2
14:23:46	24.7	24.3	-897	0.2
14:23:47	24.8	24.3	-898	0.1
14:23:49	24.7	24.3	-898	0.1
14:23:50	24.8	24.3	-897	0.1
14:23:51	24.8	24.3	-899	0.1
14:23:53	24.8	24.3	-899	0.1
14:23:54	24.8	24.3	-898	0.1
14:23:55	24.8	24.3	-898	0.0
14:23:56	24.8	24.3	-898	0.0
14:23:58	24.8	24.3	-899	0.0
14:23:59	24.9	24.3	-898	0.0
14:24:00	24.8	24.2	-902	-0.0
14:24:02	24.8	24.2	-898	-0.0
14:24:03	24.9	24.2	-900	-0.0
14:24:04	24.8	24.2	-897	-0.0
14:24:05	24.8	24.2	-899	-0.0
14:24:07	24.8	24.2	-900	-0.0
14:24:08	24.8	24.2	-899	-0.1
14:24:09	24.8	24.2	-900	-0.1
14:24:11	24.8	24.2	-900	-0.1
14:24:12	24.8	24.1	-898	-0.1
14:24:13	24.7	24.2	-900	-0.1
14:24:15	24.7	24.2	-902	-0.2
14:24:16	24.7	24.2	-898	-0.2
14:24:17	24.7	24.2	-898	-0.2
14:24:18	24.7	24.2	-898	-0.2
14:24:20	24.8	24.2	-898	-0.2
14:24:21	24.8	24.3	-898	-0.3
14:24:22	24.9	24.2	-898	-0.3
14:24:24	24.9	24.3	-899	-0.2
14:24:25	24.9	24.3	-899	-0.3
14:24:26	24.9	24.2	-899	-0.3
14:24:27	24.9	24.3	-897	-0.3
14:24:29	24.9	24.3	-900	-0.3
14:24:30	24.8	24.3	-899	-0.3
14:24:31	24.9	24.3	-899	-0.3
14:24:33	24.9	24.3	-897	-0.4
14:24:34	24.9	24.3	-897	-0.4
14:24:35	24.9	24.3	-897	-0.4
14:24:37	24.9	24.4	-897	-0.4
14:24:38	24.9	24.3	-899	-0.5
